publication_id,quote,best_match_source,best_match,similarity
100,Eligible studies were comparative and provided data on children who had appendicectomy while under the care of general or pediatric surgical teams.,fulltext,Eligible studies were comparative and provided data on children who had appendicectomy while under the care of general or pediatric surgical teams.,100.0
100,"Two authors searched Medline and Embase up to June 24, 2015 using the following search strategy",fulltext,"2 authors (DD and MM) independently searched Medline and
EMBASE up to June 24, 2015 using the following search strategy",90.52631578947368
100,‘‘([paediatric surgery OR pediatric surgery OR pediatric surgeon OR paediatric surgeon] AND (appendectomy OR appendicectomy)].’’,fulltext,"paediatric surgery OR pediatric surgery OR pediatric surgeon
OR paediatric surgeon] AND (appendectomy OR appendicect-
omy",92.1875
100,Titles and abstracts were examined initially and then full manuscripts were obtained to finalize eligibility.,fulltext,Titles and abstracts were examined initially and then full manuscripts were obtained to finalize eligibility.,100.0
100,Two authors (DD and DH) independently extracted data from eligible studies using an electronic spreadsheet.,fulltext,Two authors (DD and DH) independently extracted data from eligible studies using an electronic spreadsheet.,100.0
100,"Extracted data comprised details on the following variables: lead author, publication date, study design, inclusion and exclusion criteria, outcomes reported, whether there was a specified primary endpoint, main results, numbers and characteristics of patients, surgical approach, rate of negative appendiceal histology, wound infections, intra-abdominal collections, readmissions, mortality, and length of stay.",fulltext,"Extracted data comprised details on the following variables: lead author, publication date, study design, inclusion and exclusion criteria, outcomes reported, whether there was a specified primary endpoint, main results, numbers and characteristics of patients, surgical approach, rate of negative appendiceal histology, wound infections, intra-abdominal collections, readmissions, mortality, and length of stay.",100.0
100,Study quality was assessed using the Downs and Black tool.,fulltext,Study quality was assessed using the Downs and Black tool.,100.0
100,"Pooled risk ratios and pooled mean differences were used to evaluate the effect of treatment by general surgery units or pediatric surgery units on dichotomous and continuous outcomes, respectively.",fulltext,"Pooled risk ratios and pooled mean differences were used to evaluate the effect of treatment by general surgery units or pediatric surgery units on dichotomous and continuous outcomes, respectively.",100.0
100,We found that children who were managed by specialized pediatric surgery teams had lower rates of negative appendicectomy although mean length of stay was longer.,fulltext,We found that children who were managed by specialized pediatric surgery teams had lower rates of negative appendicectomy although mean length of stay was longer.,100.0
100,"Regarding limitations, the main issue is the retrospective nature of most of the included studies.",fulltext,"Regarding limitations, the main issue is the retrospective nature of most of the included studies.",100.0
100,We wish to encourage future research through the use of large-scale prospective multicenter registries.,fulltext,We wish to encourage future research through the use of large-scale prospective multicenter registries.,100.0
101,"In December 2014, a comprehensive literature search was performed using Ovid MEDLINE (1946–present) and Embase (1974–present) using the OvidSP interfaces.",fulltext,"In December 2014, a comprehensive literature search was performed using Ovid MEDLINE (1946–present) and Embase (1974–present) using the OvidSP interfaces.",100.0
101,Citations of retrieved results were manually reviewed for relevance to the topic by two independent reviewers.,fulltext,"Citations
of retrieved results were manually reviewed for relevance to
the topic of IA by two independent reviewers",97.27272727272728
101,"The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE). Key words and/or MESH terms must be stated and where feasible the search strategy should be provided.",prompt,"The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE). Key words and/or MESH terms must be stated and where feasible the search strategy should be provided.",100.0
101,"Data was collected to index the type of study, specialty, year, location, number of patients, and primary outcomes of each study.",fulltext,"Data was collected to index the type of study, specialty, year, location, number of patients, and primary outcomes of each study.",100.0
101,REVIEW ARTICLE Pediatric incidental appendectomy: a systematic review,fulltext,"W A RT I C L E
Pediatric incidental appendectomy: a systematic review",91.30434782608697
101,"A detailed review was undertaken of the techniques, pathology, risks of appendectomy, utility of the appendix, and incidental appendectomy in the treatment of specific pediatric medical conditions.",fulltext,"A detailed review was
undertaken of the techniques, pathology, risks of appen-
dectomy, utility of the appendix, and incidental appen-
dectomy in the treatment of specific pediatric medical
conditions",98.47715736040608
101,"In December 2014, a comprehensive literature search was performed using Ovid MEDLINE (1946–present) and Embase (1974–present) using the OvidSP interfaces.",fulltext,"In December 2014, a comprehensive literature search was performed using Ovid MEDLINE (1946–present) and Embase (1974–present) using the OvidSP interfaces.",100.0
101,"Citations of retrieved results were manually reviewed for relevance to the topic by two independent reviewers. If adequate information was not included in the abstract, the manuscript was reviewed, by default, to determine relevance.",fulltext,"Citations
of retrieved results were manually reviewed for relevance to
the topic of IA by two independent reviewers. If adequate
information was not included in the abstract, the manuscript
was reviewed, by default, to determine relevance",97.85407725321889
101,The discussion includes a variety of situations and comorbid conditions that may influence a surgeon’s decision to perform incidental appendectomy.,fulltext,"The discus-
sion includes a variety of situations and comorbid condi-
tions that may influence a surgeon’s decision to perform
incidental appendectomy",98.63945578231292
102,We conducted a systematic review of the pediatric and adult literature about MIA,fulltext, conducted a systematic review of the pediatric and adult literature about MIA,97.5
102,"All searches should be supplemented by consulting current contents, reviews, textbooks, specialized registers, or experts in the particular field of study, and by reviewing the references in the studies found.",prompt,"All searches should be supplemented by consulting current contents, reviews, textbooks, specialized registers, or experts in the particular field of study, and by reviewing the references in the studies found.",100.0
102,"The largest pediatric studies involving MIA demonstrate a low morbidity rate, ranging from 0% [5,7,10] to 10% [11,12].",fulltext,"The largest pediatric studies involving MIA demonstrate a low morbidity rate, ranging from 0% [5,7,10] to 10% [11,12].",100.0
102,"Based on an extensive review of the adult and pediatric literature, we attempted to answer the following questions:",fulltext,"Based on an extensive review of the adult and pediatric literature, we attempted to answer the following questions:",100.0
102,"Over the past 15 years, many studies have reported the use MIA for NB.",fulltext,"Over the past 15 years, many studies have reported the use MIA for NB.",100.0
102,MIA is promising for removal of small adrenal tumors.,fulltext, is promising for removal of small adrenal tumors,92.45283018867924
102,MIA is superior to OA for the removal of benign adrenal diseases.,fulltext," is superior to OA for
the removal of benign adrenal diseases",92.3076923076923
103,"A systematic literature search of electronic databases including PUBMED, Web of science and Cochrane library was carried out between Jan. 1966 and Oct. 2014",fulltext,"A
systematic literature search of electronic data-
bases including PUBMED, Web of science and
Cochrane library was carried out between Jan.
1966 and Oct. 2014",98.07692307692307
103,"Data abstraction was carried out independently by two authors (Yidong Huang, Yang Wu)",fulltext,"Data abstraction was carried out independent-
ly by two authors (Yidong Huang, Yang Wu",98.82352941176471
103,"PUBMED, Web of science and Cochrane library were searched"" ""All searches should be supplemented by consulting current contents, reviews, textbooks, specialized registers, or experts in the particular field of study, and by reviewing the references in the studies found.",prompt,"e search strategy should be provided. All searches should be supplemented by consulting current contents, reviews, textbooks, specialized registers, or experts in the particular field of study, and by reviewing the references in the studies found",84.38661710037174
103,"Among these studies, 37 studies were finally leaved behind for full-text assessment. After excluded 21 studies due to different reasons, 16 studies including one RCT [2], eight retrospective studies [5, 8, 9, 12-16], three prospective studies [6, 17, 18] and four studies from database [1, 4, 18, 19] were included in the meta-analysis.",fulltext," Among
these studies, 37 studies were finally leaved
behind for full-text assessment. Detailed steps
of literature search were shown in Figure 1.
After excluded 21 studies due to different rea-
sons, 16 studies including one RCT [2], eight
retrospective studies [5, 8, 9, 12-16], three pro-
spective studies [6, 17, 18] and four studies
from database [1, 4, 18, 19] were included in
the meta-analysi",97.91666666666666
103,"Heterogeneity was considered significant for P value < 0.05 or I2 > 50%."" ""Considering the heterogeneity of included studies, we conducted meta-analyses of all comparatives using random effects models.",fulltext,"Heterogeneity was consid-
ered significant for P value < 0.05 or I
2 
> 50%.
Considering the heterogeneity of included stud-
ies, we conducted meta-analyses of all com-
paratives using random effects models",98.00995024875621
103,Comparison of laparoscopic versus open pyeloplasty for ureteropelvic junction obstruction in children,fulltext,"alysis of laparoscopic versus open
pyeloplasty for ureteropelvic junction
obstruction in children",91.0891089108911
103,Data abstraction was carried out independently by two authors,fulltext,"Data abstraction was carried out independent-
ly by two authors",100.0
104,"The search involved finding relevant studies from MEDLINE, EMBASE, the Cochrane Central Register of Controlled Trials, CINAHL, Google Scholar and individual urological journals between January 1990 and March 2014.",fulltext,"The search involved finding relevant studies from MEDLINE, EMBASE, the Cochrane Central Register of Controlled Trials, CINAHL, Google Scholar and individual urological journals between January 1990 and March 2014.",100.0
104,"The search terms included the following: ‘ureteroscopy’, ‘flexible ureteroscopy’, ‘pediatric(s)’, ‘paediatric(s)’, ‘children’, ‘renal’, ‘calculi’, ‘stone(s)’, ‘urolithiasis’, ‘laser’, ‘laser therapy’ and ‘lithotripsy’.",fulltext,"The search terms included the following: ‘uretero-
scopy’, ‘flexible ureteroscopy’, ‘pediatric(s)’, ‘paediat-
ric(s)’, ‘children’, ‘renal’, ‘calculi’, ‘stone(s)’,
‘urolithiasis’, ‘laser’, ‘laser therapy’ and ‘lithotripsy",98.62385321100918
104,The inclusion criteria were for studies written in the English language...,fulltext,The inclusion criteria were for studies written in the English language...,100.0
104,REVIEW ARTICLE Flexible ureteroscopy and lasertripsy (FURSL) for paediatric renal calculi: Results from a systematic review,fulltext,REVIEW ARTICLE Flexible ureteroscopy and lasertripsy (FURSL) for paediatric renal calculi: Results from a systematic review,100.0
105,The aim of the present review was to look at the role of ureteroscopy (URS) for treatment of paediatric stone disease.,fulltext,The aim of the present review was to look at the role of ureteroscopy (URS) for treatment of paediatric stone disease.,100.0
105,Two reviewers independently extracted the data from each study.,fulltext,Two reviewers independently extracted the data from each study.,100.0
105,This review was conducted in accordance with the systematic review guidelines provided by the Cochrane Collaboration and Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) checklist.,fulltext,This review was conducted in accordance with the systematic review guidelines provided by the Cochrane Collaboration and Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) checklist.,100.0
105,"The search involved finding relevant studies from MEDLINE, EMBASE, the Cochrane Central Register of Controlled Trials, CINAHL, Google Scholar and individual urological journals, published between January 1990 and May 2013.",fulltext,"The search involved finding relevant studies from MEDLINE, EMBASE, the Cochrane Central Register of Controlled Trials, CINAHL, Google Scholar and individual urological journals, published between January 1990 and May 2013.",100.0
105,systematic review,prompt,systematic review,100.0
105,Two reviewers independently extracted the data which was then put into an Excel spread sheet.,fulltext,Two reviewers independently extracted the data which was then put into an Excel spread sheet.,100.0
105,Inclusion Criteria and Outcomes of Interest,fulltext,Inclusion Criteria and Outcomes of Interest,100.0
106,The research question and inclusion criteria should be established before the conduct of the review.,prompt,The research question and inclusion criteria should be established before the conduct of the review.,100.0
106,"A clinical question was structured according to patient, intervention, comparison, and outcome, as follows: in infants with poor breast-feeding and ankyloglossia (patient), does frenotomy (intervention), compared to lactation support alone (comparison), improve feeding (outcome)?",fulltext,"A clinical question was structured according to patient, intervention, compari-
son, and outcome, as follows: in infants with poor breast-feeding and ankyloglossia (patient), does frenotomy (inter-
vention), compared to lactation support alone (comparison), improve feeding (outcome",99.28571428571429
106,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,prompt,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,100.0
106,At least two electronic sources should be searched.,prompt,At least two electronic sources should be searched.,100.0
106,"An electronic literature search was systematically performed using databases including PubMed, Japana Centra Revuo Medicina (Igaku Chuo Zasshi), CINAHL, and Cochrane Library using the key words “ankyloglossia,” “tongue-tie,” “frenotomy,” and/or “breastfeeding” in English and equivalent terms in Japanese.",fulltext,"An electronic literature search was systematically performed
using databases including PubMed (January1966–April 2013),
Japana Centra Revuo Medicina (Igaku Chuo Zasshi, January
1983–April 2013), CINAHL, and Cochrane Library using the key
words “ankyloglossia,” “tongue-tie,” frenotomy,” and/or
“breastfeeding” in English and the equivalent terms in Japanese",98.0327868852459
106,The authors should state that they searched for reports regardless of their publication type.,prompt,The authors should state that they searched for reports regardless of their publication type.,100.0
106,A list of included and excluded studies should be provided.,prompt,A list of included and excluded studies should be provided.,100.0
106,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",prompt,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",100.0
106,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria).",prompt,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria).",100.0
106,The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review.,prompt,The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review.,100.0
106,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",prompt,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",100.0
106,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test).",prompt,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test).",100.0
106,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,prompt,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,100.0
106,"This article is based on a study first reported in the Journal of the Japan Pediatric Society 2014; 118: 462–474, titled “Effectiveness of frenotomy in breastfeeding difficulties in infants with ankyloglossia: Systematic review” (in Japanese).",fulltext,"This article is based on a study first reported in the Journal of the Japan Pediatric Society 2014; 118: 462–474, titled “Effectiveness of frenotomy in breastfeeding difficulties in infants with ankyloglossia: Systematic review” (in Japanese).",100.0
106,"A clinical question was structured according to patient, intervention, comparison, and outcome as follows: in infants with poor breast-feeding and ankyloglossia (patient), does frenotomy (intervention), compared to lactation support alone (comparison), improve feeding (outcome)?",fulltext,"A clinical question was structured according to patient, intervention, compari-
son, and outcome, as follows: in infants with poor breast-feeding and ankyloglossia (patient), does frenotomy (inter-
vention), compared to lactation support alone (comparison), improve feeding (outcome",99.2831541218638
107,Aim of the study was to compare the outcomes after laparoscopic pyloromyotomy (LP) with those of open pyloromyotomy (OP) for infantile pyloric stenosis.,fulltext,Aim of the study was to compare the outcomes after laparoscopic pyloromyotomy (LP) with those of open pyloromyotomy (OP) for infantile pyloric stenosis.,100.0
107,"An electronic literature search of all articles from inception to February 2009 was conducted using Medline, the Cochrane Library, SCI, EMBASE, and the Chinese Biomedical Literature Database.",fulltext,"An electronic literature search of all articles from inception to February 2009 was conducted using Medline, the Cochrane Library, SCI, EMBASE, and the Chinese Biomedical Literature Database.",100.0
107,the available trials were of high quality.,fulltext,"the available trials were of high qual-
ity",97.61904761904762
108,An 'a priori' design was provided as the research question and inclusion criteria were established through a Delphi-like method before conducting the review.,prompt,an 'a priori' design provided? The research question and inclusion criteria should be established before the conduct of the review,71.33757961783441
108,There was duplicate study selection and data extraction with two independent reviewers and a consensus procedure for disagreements.,prompt,there duplicate study selection and data extraction? There should be at least two independent data extractors and a consensus procedure for disagreements,88.54961832061069
108,A comprehensive literature search was performed in 5 databases along with supplementary searching of reference lists.,prompt,a comprehensive literature search performed?,35.89743589743589
108,The status of publication was not used as an inclusion criterion.,prompt,the status of publication (i.e. grey literature) used as an inclusion criterion,89.23076923076923
108,A list of included and excluded studies was provided in the flow diagram.,prompt,A list of included and excluded studies should be provided. Not,71.23287671232876
108,Characteristics of included studies were provided in Table 1.,prompt,characteristics of the included studies provided? In ,75.40983606557377
108,The methodological quality of included studies was assessed with the MINORS tool.,fulltext,"the Methodological Index for Non-Randomized Studies
(MINORS) to assess the quality of the included studies, as all were
nonrandomized [18]. The MINORS ",79.01234567901234
108,The quality assessment was considered in the analysis and conclusions.,prompt, quality should be considered in the analysis and the conclusions,77.14285714285715
108,Methods to assess heterogeneity were described for the meta-analyses.,fulltext,"ues to assess homogeneity.
Had we included ",43.47826086956522
108,Publication bias was not assessed.,prompt,publication bias could not be assessed,85.29411764705883
108,Conflicts of interest were not reported for the included studies.,prompt,conflict of interest included? Potential sources of support should be clearly acknowledged in both the systematic review and the included studies,87.6923076923077
108,The report is identified as a systematic review and meta-analysis in the title.,prompt,"the report as a systematic review, meta-analysis, or both",63.29113924050633
108,"A structured summary is provided with objectives, eligibility criteria, sources, synthesis methods, results, limitations.",prompt,"a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations",85.9504132231405
108,The rationale describes current controversies around the research question.,prompt,design provided? The research question,43.99999999999999
108,"The review question is stated in terms of participants, interventions, comparisons, outcomes.",prompt,"f questions being addressed with reference to participants, interventions, comparisons, outcomes",78.49462365591397
108,A review protocol is not mentioned.,prompt,a review protocol ,48.57142857142858
108,"Eligibility criteria are described including study characteristics and years, language, publication status.",prompt,"n including registration number.
P6. Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status",72.89719626168225
108,Information sources are described including databases and dates searched.,prompt,"information sources (e.g., databases with dates ",53.42465753424658
108,A full search strategy is not provided.,prompt, search strategy should be provided,71.7948717948718
108,The process of study screening and selection is described in the flow diagram.,prompt,"the process for selecting studies (i.e., screening, eligibility, included in sy",51.28205128205128
108,Data extraction methods are described including the use of forms and independent extraction.,fulltext,"Data extraction
One reviewer extracted all data from the included studies, and an-
other checked it for accuracy and completeness. We extract",67.3913043478261
108,Variables extracted are listed.,fulltext,viewer extracted a,45.16129032258065
108,Quality assessment with MINORS is described.,fulltext,"Quality assessment
W",40.90909090909091
108,Summary measures are described.,prompt,"summary measures (e.g., risk ratio, difference in means).
P14. Describe",87.09677419354838
108,Numbers of studies screened and excluded are shown in the flow diagram.,prompt,"numbers of studies screened, assessed for eligibility, and included in the review,",64.7887323943662
108,Characteristics and citations are provided for included studies in Table 1.,prompt,characteristics of the included studies provided? ,52.0
108,Quality assessment results are presented in Table 1.,prompt,f assessment should be pr,38.46153846153846
108,Summary data and effect estimates are presented in the meta-analysis figures.,prompt,"summary data for each intervention group (b) effect estimates and confidence intervals, ideally with a forest plot.
P21. Present results of each meta-analysis ",80.51948051948052
108,Results of the meta-analyses are presented.,fulltext,"results of
this meta-analysis s",60.46511627906976
108,Main findings are summarized and clinical implications are discussed.,prompt," funding sources) and any assumptions and simplifications made.
P12. Desc",56.52173913043479
108,Limitations are described at the study and review level.,prompt,"limitations at study and outcome level (e.g., risk of bias), and at review-level",67.85714285714286
108,Results are interpreted in the context of other evidence.,prompt, interpretation of the results in the context of other evidence,77.19298245614034
108,Sources of funding are not reported for the review.,prompt,source of funding or support for the systematic review,74.50980392156863
109,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane Database of Systematic Reviews database through June 1, 2012.",fulltext,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane Database of Systematic Reviews database through June 1, 2012.",100.0
109,"Abstracts for all articles were independently subjected to preliminary review by two investigators (JA, SK) to determine whether inclusion criteria were satisfied.",fulltext,"Abstracts for all articles were independently subjected to preliminary review by two investigators (JA, SK) to determine whether inclusion criteria were satisfied.",100.0
109,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane Database of Systematic Reviews database through June 1, 2012. Citations from DynaMed and other reviews were included. Reference lists from selected papers were further used to identify publications of interest.",fulltext,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane
Database of Systematic Reviews database through June 1, 2012. Citations from DynaMed
and other reviews were included. The search terms used were “gastroschisis” and
[(“treatment outcome” or “prognosis”) or randomized controlled trials]. Reference lists from
selected papers were further used to identify publications of interest",98.65771812080537
109,Heterogeneity was assessed by the I2 statistic.,fulltext,"Heterogeneity was assessed by the I
2
statistic",95.74468085106383
109,Primary Fascial Closure versus Staged Closure with Silo in Patients with Gastroschisis: A Meta-Analysis,fulltext,Primary Fascial Closure versus Staged Closure with Silo in Patients with Gastroschisis: A Meta-Analysis,100.0
109,Data abstraction was conducted independently by the same two investigators from the studies that met inclusion criteria. A standard data collection form created by the authors was used to extract information about study quality...,fulltext,"Data abstraction was conducted
independently by the same two investigators from the studies that met inclusion criteria. A
standard data collection form (Appendix 2) created by the authors (JA, JT, SK) was used to
extract information about study quality",97.3913043478261
110,This study was performed according to guidelines from the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) [6].,fulltext,This study was performed according to guidelines from the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) [6].,100.0
110,"Two independent researchers (R.L. and R.M.) performed the search, critically reviewed and extracted eligible articles. Bibliographies of identified studies were examined to identify any additional eligible studies.",fulltext,"
reviewed and extracted eligible articles. Bibliographies of identified
studies were examined to identify any additional eligible studies",63.084112149532714
110,"An online database search for all articles published between January 1993 and January 2014 on pediatric patients using the following keywords was performed: “heterotaxy”, “rotation”, “volvulus”, “Ladd procedure”, “Ivemark”, “asplenia”, and “polysplenia”.",fulltext,"An online database search for all articles published between January
1993 and January 2014 on pediatric patients using the following key-
words was performed: “heterotaxy”, “rotation”, “volvulus”, “Ladd pro-
cedure”, “Ivemark”, “asplenia”, and “polysplenia",98.81889763779527
110,Observation versus prophylactic Ladd procedure for asymptomatic intestinal rotational abnormalities in heterotaxy syndrome: A systematic review,fulltext,Observation versus prophylactic Ladd procedure for asymptomatic intestinal rotational abnormalities in heterotaxy syndrome: A systematic review,100.0
111,The research question and inclusion criteria should be established before the conduct of the review.,prompt,The research question and inclusion criteria should be established before the conduct of the review.,100.0
111,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,prompt,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,100.0
111,At least two electronic sources should be searched.,prompt,At least two electronic sources should be searched.,100.0
111,"A literature search was undertaken using Medline, the Cochrane database of systematic reviews and the Cochrane central register of controlled trials."" ""[Yes]",prompt,"ture research.
P27. Describe sources of funding for the systematic review and othe",35.031847133757964
111,The authors should state that they searched for reports regardless of their publication type.,prompt,The authors should state that they searched for reports regardless of their publication type.,100.0
111,A list of included and excluded studies should be provided.,prompt,A list of included and excluded studies should be provided.,100.0
111,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",prompt,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",100.0
111,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria)",prompt,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria)",100.0
111,"The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review, and explicitly stated in formulating recommendations.",prompt,"The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review, and explicitly stated in formulating recommendations.",100.0
111,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",prompt,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",100.0
111,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",prompt,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",100.0
111,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,prompt,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,100.0
111,"Identify the report as a systematic review, meta-analysis, or both.",prompt,"Identify the report as a systematic review, meta-analysis, or both.",100.0
111,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",prompt,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",100.0
111,Describe the rationale for the review in the context of what is already known.,prompt,Describe the rationale for the review in the context of what is already known.,100.0
111,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",prompt,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",100.0
111,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",prompt,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",100.0
111,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",prompt,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",100.0
111,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",prompt,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",100.0
111,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",prompt,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",100.0
111,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",prompt,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",100.0
111,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",prompt,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",100.0
