publication_id,wrong_format,llm_scores,llm_message
677,[],"['3', 'NA', '5', 'NA', '2', 'NA', '2', '4', '2']","Here are the PRECIS-2 domain scores and explanations for the given clinical trial text:

Eligibility: 
- ""Eighty-one patients with chronic stroke, traumatic brain injury (TBI) and multiple sclerosis (MS) were recruited""
- ""subjects passed the screening criteria""
- ""Exclusions were: A) disturbed upper limb function not related to MS, TBI or stroke; B) serious cognitive and/or behavioral problems; C) serious emotional problems; D) major visual problems; (E) communication problems; F) medical complications; G) other problems possibly contra-indicating autonomous exercise at home.""

The trial recruited patients with specific diagnoses (stroke, TBI, MS) who met inclusion/exclusion criteria. The criteria seem fairly typical for trials of this intervention, not highly selective. Some patients were excluded due to medical/cognitive issues, but overall the eligibility seems reasonably representative of real-world usage.

Score: [3]

Recruitment:
- No relevant quotes

The text does not provide details on how patients were recruited, beyond mentioning they were recruited from 3 rehabilitation centers. Without more details on recruitment procedures, it is difficult to assess pragmatism.

Score: [NA] 

Setting:
- ""The tele-rehabilitation service is mainly addressed to neurological patients affected by traumatic brain injury (TBI), stroke or multiple sclerosis (MS)""
- ""Patients were recruited from Unità Organica di Riabilitazione Intensiva Neuromotoria (UORIN, Italy), Foundation Institute Guttmann (FPING, Spain) and from National Multiple Sclerosis Centre (NMSC, Belgium)""

Patients were recruited from real-world rehabilitation clinics and underwent the intervention at home, suggesting a pragmatic setting highly representative of routine care.

Score: [5]

Organisation: 
- No relevant quotes

The text does not provide details on the expertise/resources required to deliver the intervention. Without more information, the pragmatism is unclear.

Score: [NA]

Flexibility (delivery):
- ""The actual intervention with the H-CAD system at home consisted of one month, whereby the patients had an average of one training session a day lasting 30 minutes for at least 5 days a week."" 
- ""The following exercises are part of the H-CAD system: key, light bulb, book, jar, writing, checkers and keyboard tasks.""

The intervention was delivered via a standardized protocol with specific exercises and durations. This suggests reduced flexibility compared to real-world routine care.

Score: [2]

Flexibility (adherence): 
- No relevant quotes

The text does not describe any strategies to enforce or monitor adherence. The pragmatism of adherence is unclear without more details.

Score: [NA]  

Follow-up:
- ""All measurements were performed at the centre where the patient had been treated.""
- ""The second measurement (T1) was performed after the month of usual care (for intervention as well as control group). The third measurement (T2) was performed after the month of H-CAD intervention for the intervention group and 2 months after baseline for the control group. A month after T2 a follow up measurement was performed (T3) for the intervention group. The control group received their last measurement (T3) 4 months after baseline.""

Follow-up measurements were performed at protocol-specified timepoints rather than as part of routine care. This indicates a more explanatory approach.

Score: [2]

Primary outcome:
- ""Two outcome parameters representing the performance of the affected arm on functioning as well on disability level were used in the present study as main outcome parameters. In case both arms were affected, the dominant hand was used The main outcome parameters were the ARA test and the NHPT.""
- ""The ARA is an observational test consisting of 19 items focusing on grasping objects of different shapes and sizes, and gross movements in the vertical and horizontal planes (score range: 0 to 57)"" 
- ""The NHPT measures manual dexterity (and reaching and grasping). The total time needed to move the 9 pegs with the affected arm was used as outcome parameter. When the patient was unable to move all nine pegs, the total time of 180 seconds was used.""

The primary outcomes assessed function and dexterity, which are clinically meaningful to patients. The measures used were simple observational/timing assessments that could be performed in routine practice. Overall this seems reasonably pragmatic.

Score: [4] 

Primary analysis:
- ""A significance level of 0.025 and a confidence interval of 95% were used.""
- ""When the confidence bounds remained between these boundaries, no difference between usual care and H-CAD was found.""

The analysis was based on a strict protocol. There was no mention of analyzing participants similar to real-world routine care. This indicates a more explanatory approach.

Score: [2]
"
678,[],"['4', '5', '5', '4', '5', 'NA', '2', '3', '4']","Here are the PRECIS-2 domain scores and explanations for the trial based on the full text:

1. Eligibility

Quotes:
- ""Patients in South East London who were severely affected by MS were referred by clinicians to the trial."" 
- ""Inclusion criteria were patients in South East London, living with MS and deemed (by clinicians) to have one or more of unresolved symptoms, psychosocial concerns, end-of-life issues, progressive illness, or complex needs (i.e., palliative care needs).""

The eligibility criteria seem fairly broad, as patients only needed to be referred by clinicians and have some palliative care needs. The trial was limited to a specific geographic region, but within that region the criteria reflect usual care.

Score: [4] 

2. Recruitment

Quotes: 
- ""Referrals were screened by a consultant in palliative medicine who was independent from delivering the service (P. M. E./I. J. H).""
- ""Educational seminars informed local health and social care professionals about the PCT.""

Patients were referred through their usual clinicians rather than through targeted recruitment efforts. This reflects how patients would access palliative care in real-world settings.

Score: [5]

3. Setting

Quote: 
- ""Patients were visited in their own homes or sometimes outpatient clinics, nursing homes, or hospital.""

The interventions were delivered in the patients' usual care settings rather than in specialized trial centers. This matches real-world care.

Score: [5] 

4. Organization

Quote: 
- ""In addition to continuing to receive usual services (see below), patients in the fast-track group received care from a PCT. This comprised one part-time consultant in palliative medicine, one part-time clinical nurse specialist, one administrator, and one psychosocial worker, and was based in a large teaching hospital.""

The palliative care team appears to have staffing and resources consistent with real-world palliative care teams.

Score: [4]

5. Flexibility (delivery)

Quote:  
- ""Care was provided in a similar way to palliative care consultation services described elsewhere,9, 11 although the PCT worked in both hospital and the community, and so could visit patients wherever they were. Patients had one to three contacts (visits and/or phone calls) from the PCT...""

The palliative care was delivered flexibly, tailored to each patient's needs, which matches real-world care.

Score: [5] 

6. Flexibility (adherence)

No relevant quotes. The text does not discuss any measures to enforce or monitor adherence.

Score: [NA] 

7. Follow-up

Quote:
- ""We conducted face-to-face interviews with patients and gave self-complete questionnaires to caregivers. At baseline, we collected demographic and clinical data, and the patient's functional status...""

Follow-up data collection seems quite extensive, going beyond what would occur in usual care. This includes multiple interviews, questionnaires, and functional assessments.

Score: [2]

8. Primary outcome

Quote: 
- ""Our standardized questionnaires included the Palliative Care Outcome Scale (POS-8), comprising eight questions on anxiety, patient and carer concerns, and practical needs, each rated 0–4; a single-item POS pain score (rated 0 [best] to 4 [worst]); and caregivers' burden (using the 12-item version of the Zarit Carer Burden Inventory [ZBI]).""

The primary outcomes of pain, anxiety, caregiver burden are clinically important to patients. However, they rely on specialized scales rather than simple outcomes like survival.

Score: [3]

9. Primary analysis

Quote:
- ""We planned an intention-to-treat analysis, irrespective of whether patients were assessed as having palliative care needs or the nature of contact with the PCT."" 

An intention-to-treat analysis was used, suggesting a pragmatic approach.

Score: [4]
"
679,[],"['3', '3', '2', '2', '2', 'NA', '4', '5', '5']","Here are the PRECIS-2 domain scores and explanations:

Eligibility:

Quote: ""Eligibility criteria for patients: diagnosis RRMS since at least one year, EDSS score ≤4.0, no symptoms suggestive of a relapse, no relapse in the preceding four weeks, willing and capable of participating in the investigations, and having access to the internet for performing the web-based assessments.""

The eligibility criteria are moderately pragmatic. Patients had to have a diagnosis of RRMS for at least 1 year and mild disability per the EDSS score. While the RRMS diagnosis matches usual care, restricting to only patients with low disability levels makes the trial less pragmatic. The other criteria around relapse status, willingness/capability to participate, and internet access are reasonable.

Score: [3] 

Recruitment:

Quote: ""Participants were recruited from all over the Netherlands by the patient organisation NMSF, Rotterdam, the Netherlands. Interested patients were contacted by a registered nurse experienced in MS (MH) by phone to check diagnosis and eligibility criteria.""

The recruitment through the patient organization NMSF and initial screening by phone are moderately pragmatic approaches that go somewhat beyond referral at usual care appointments but are not as intensive as mailings or advertising.

Score: [3]

Setting: 

Quote: ""CDTs were given during three consecutive days in Zorghotel Spelderholt, Beekbergen, the Netherlands, a facility especially equipped for the accommodation of people with impaired health.""

The setting at the Zorghotel is more intensive than usual care, though reasonable for delivering this multiday intervention. It's not as highly specialized as an academic hospital.

Score: [2] 

Organization:

Quote: ""The multidisciplinary team included a psychiatrist, psychiatric nurse, neurologist, registered nurse specialized in MS, physiotherapist, dance therapist, and a person with MS. All professional team members were formally trained in their respective disciplines and all members were experienced in the field of MS.""

The multidisciplinary team and training goes beyond the expertise and resources typical in usual care.

Score: [2]

Flexibility (delivery): 

Quote: ""During the consultations they [multidisciplinary team members] had a professional and informative role. In the small group sessions every team member focused on its own area of interest."" 

The delivery of CDT appears protocolized with professional roles and areas of interest for each session. This reduces flexibility compared to usual care.

Score: [2]

Flexibility (adherence):

Score: [NA] The paper states adherence is not applicable for this intervention.

Follow-up:

Quote: ""Assessments were at baseline and at one, three and six months follow-up via online questionnaires (www.ms4ri.nl).""

The follow-up assessments were more frequent than usual care but reasonable for capturing outcomes in this trial. The online questionnaires are a pragmatic approach.

Score: [4]

Primary outcome:

Quote: ""The primary study outcome was the change in control self-efficacy, assessed by the Multiple Sclerosis Self-Efficacy Scale (MSSES), at six months."" 

The MSSES measures confidence in managing symptoms and coping with illness demands. This patient-centered outcome is relevant and pragmatic.

Score: [5] 

Primary analysis:

Quote: ""All endpoints were analyzed according to the intention-to-treat principle using an ANCOVA with the 6-month value as dependent variable, and condition, baseline value, disease duration and gender as independent variables.""

The intention-to-treat analysis is a pragmatic approach that includes all available data. 

Score: [5]
"
680,[],"['2', '3', '2', '2', '2', '1', '2', '4', 'NA']","Here are the PRECIS-2 domain scores and explanations:

## Eligibility

Quotes: 
- ""Inclusion criteria were: 1) having a definite diagnosis of MS from a neurologist; 2) being within 5 years of receiving a diagnosis of MS; 3) scoring at least 10 on the Beck Depression Inventory-II (BDI-II) [26]; 4) not currently undertaking other psychological treatment for depressive or anxiety symptoms for the length of participation in the current trial; 5) speak English fluently; 6) no current or lifetime diagnosis of psychosis; 7) no current substance dependency; 8) no gross cognitive impairment; and 9) no changes to medications prior and during involvement in the trial.""

The eligibility criteria are quite restrictive, excluding those with psychosis, substance dependency, and cognitive impairment. Participants must score above a certain threshold on the BDI-II and cannot receive other psychological treatment during the trial. This excludes many patients who would be eligible for the intervention in routine care.

Score: [2] 

## Recruitment

Quotes:
- ""Participants were recruited through neurologists working in a large MS outpatient clinic at the hospital, advertisements on MS related websites and local press releases."" 

Recruitment was done through neurologists at an MS clinic, which is fairly typical for recruitment in usual care. Additional recruitment was done through advertisements, which requires more effort than standard referral/recruitment processes.

Score: [3]

## Setting

Quotes:
- ""The study took place at a large teaching and research hospital in Melbourne, Australia.""
- ""A senior clinical psychologist and a provisional clinical psychologist (supervised by the clinical psychologist) provided the intervention.""

The study took place at a specialized hospital research center with psychologists providing the intervention. This is more explanatory than care provided in a standard clinical setting.

Score: [2] 

## Organization 

Quotes:
- ""A senior clinical psychologist and a provisional clinical psychologist (supervised by the clinical psychologist) provided the intervention.""

The intervention was provided by clinical psychologists, which requires specialized expertise beyond that of typical care providers.

Score: [2]

## Flexibility (delivery)

Quotes: 
- ""The CBT intervention consisted of 8 individual modules which focused on CBT based principles and strategies. These strategies included progressive muscle relaxation, controlled breathing exercises, pleasant activity scheduling, problem solving skills, cognitive exercises which helped individuals identify, challenge and manage unhelpful thoughts and beliefs.""

The CBT intervention followed a standardized protocol with specific modules and exercises. This allows little flexibility or tailoring in how the intervention is delivered.

Score: [2]

## Flexibility (adherence)

Quotes:
- ""All participants in the CBT intervention reported reading and completing all of the materials provided for homework and reported that the intervention was ‘very useful’,""

Participants seem highly adherent to the full protocol, with no mention of flexibility in adhering to components of the intervention.

Score: [1]

## Follow-up

Quotes:
- ""All participants completed questionnaires at pre- and post-treatment and at 20 weeks follow up.""

Follow-up assessment was more frequent than would occur in routine care.

Score: [2]

## Primary outcome

Quotes: 
- ""The primary outcome was level of depressive symptoms at post and 3 month follow up which was measured with the Beck Depression Inventory-II (BDI-II)""

The BDI-II is a standard self-report measure of depressive symptoms that captures outcomes relevant to patients.

Score: [4]

## Primary analysis

Quotes:
- No mention of how missing data or protocol deviations were handled.

Insufficient information provided to assess approach to primary analysis.

Score: [NA]
"
681,[],"['3', '2', '4', '2', '4', 'NA', '2', '4', 'NA']","Here are the PRECIS-2 domain scores for the trial based on the provided text:

Eligibility

Quotes: 
""Participants had a confirmed diagnosis of multiple sclerosis, an Extended Disability Status Scale score of 5 (ambulatory without aid or rest for about 200 m) to 6.5 (constant bilateral assistance required to walk about 20 m without resting), stable rehabilitation and drug therapy for 30 days before entry into the study, cognitive scores of over 24 on the Mini-Mental State Examination34 and access to the intervention sites using their own or public transport.""

""Potential participants were excluded if they had experienced exacerbation of their multiple sclerosis symptoms three months prior to the study, or had any medical condition which may preclude them from taking part in the exercise intervention.""

The eligibility criteria appear moderately pragmatic - participants had confirmed MS diagnosis and a specific range of disability based on the EDSS score, indicating some selectivity beyond usual care. However, they did not exclude based on medication use or comorbidities, and allowed a range of disability levels that reflects patients seen in usual practice.

Score: [3]


Recruitment

Quotes:
""NHS Ayrshire and Arran hold a register of all patients known to the multiple sclerosis service. Participants were recruited from this register."" 

""Of the 873 patients on the clinical register for multiple sclerosis 159 patients were deemed suitable for the study. These people were sent invitation letters and participant information sheets.""

Recruitment was done by screening an existing clinical registry and sending invitations, which goes beyond standard recruitment for usual care. However, they did not use extensive advertising or provide major incentives. 

Score: [2]


Setting

Quotes: 
""The intervention took place at two different geographical locations (Site A and Site B). From those living near Site A a list of potential participants (n = 16) was created and, to maximise class occupancy, 10 potential participants were allocated to Site A’s intervention group. A similar system was used for Site B (which had a class capacity of 12), for which a list of potential participants (n = 20) was created.""

""This study aimed to evaluate the effectiveness (as defined by an improvement in disease signs and symptoms) of a group, community leisure centre-based combined exercise (aerobic, resistance and balance exercises) intervention for people moderately affected with multiple sclerosis.""


The setting was at community leisure centers, which matches the usual care setting where patients would access exercise programs.

Score: [4]


Organization 

Quotes:
""Each group was led by two instructors (one physiotherapist and one fitness instructor). The same physiotherapist was present at both sites; however fitness instructors were different between sites.""

""The group session involved a 10-minute warm-up of aerobic and stretching components, 30–40 minutes of circuit exercises (Appendix 1 on-line), designed to train aerobic endurance, resistance and balance, and a 5–10 minute cool-down, involving aerobic work, stretching and relaxation.""

The organization of the intervention involved specialized instructors and a structured exercise program, which provides more resources and monitoring than would occur in usual care.

Score: [2]


Flexibility (delivery)

Quotes: 
""Through discussion with the instructors, participants chose which level of each exercise they deemed appropriate and also when and how each exercise should be progressed. Participants worked at a self-regulated pace for each exercise."" 

""Not all exercises were performed at all classes, and in week 9 a fifth level of difficulty was added to some of the exercises to encourage progress.""

The delivery allowed flexibility in exercise selection and progression based on participant needs, similar to what would occur in usual care.

Score: [4]


Flexibility (adherence)

Quotes:
No relevant quotes found.

The text does not provide enough information to assess the flexibility in adherence.

Score: [NA]


Follow-up

Quotes:
""Outcome measures were carried out within the local hospital’s rehabilitation unit. They were taken at baseline, after 8 and 12 weeks of the intervention period (i.e. either the exercise class or usual care).""

""To counteract the potential effects of fatigue, three versions of the assessment protocol were used, with tests carried out in different orders. The version used was randomly allocated at baseline to each participant, with the same version of assessment subsequently used at weeks 8 and 12.""

The follow-up assessments were more frequent and extensive than would occur in usual care.

Score: [2]


Primary outcome

Quotes: 
""The Timed 25-Foot Walk Test35 was chosen as the primary outcome measure. The Timed 25-Foot Walk Test measures walking speed over a short distance and has shown good reliability and validity in the multiple sclerosis population as an individual component of the Multiple Sclerosis Functional Composite disability assessment.""

The primary outcome was walking speed, which is a clinically relevant outcome for MS patients.

Score: [4]


Primary analysis

Quotes:
No relevant quotes found regarding the analysis population and handling of missing data.

The text does not provide enough information to assess the primary analysis.

Score: [NA]
"
682,[],"['4', '4', 'NA', '2', '5', '4', '2', '5', '5']","Here are the PRECIS-2 domain scores and explanations:

Eligibility:

Quotes:
""Ambulatory and sedentary.""
""Excluded were people who were (1) unable to speak and read English or French; (2) unable to respond to simple questions on orientation and memory; (3) have an additional illness that restricts their function; and/or (4) experienced a relapse during the past 30 days as this may affect physical activity/exercise participation.""

The eligibility criteria are fairly broad, including ambulatory and sedentary adults with MS. The few exclusions are reasonable for an exercise trial. Overall, the criteria appear similar to what would be used in usual care.

Score: [4]

Recruitment:

Quotes: 
""People were recruited from four multiple sclerosis clinics in three Canadian cities and from posting on media sites.""
""During the clinic visit, the treating neurologist introduced the study to their patients and referred them to the research assistant who further explained the study and assessed eligibility."" 

Recruitment was done through MS clinics during regular appointments and through media postings. This level of effort seems consistent with what would be done in usual care to engage patients.

Score: [4] 

Setting: 

Quote:
No information provided on setting.

Score: [NA]

Organization:

Quotes: 
""All participants were contacted every two weeks during the first two months, then monthly thereafter by the exercise instructor by telephone or email for follow-up.""
""The purpose of follow-up contacts is to provide an opportunity to ask any questions they have and also to facilitate long-term retention in the study.""

The level of monitoring and follow-up provided by the exercise instructor is more intensive than what would occur in usual care.

Score: [2]

Flexibility (delivery):

Quotes:
""MSTEP©, a personally adapted exercise regimen including a variety of exercises targeting endurance, muscular, and core strength, balance, flexibility, muscular power, and speed of movement."" 

The MSTEP intervention was personalized and flexible in delivery.

Score: [5] 

Flexibility (adherence): 

Quote: 
""All had their exercise regimens reviewed during the intervention year at the evaluations which were scheduled at 3, 6, and 12 months.""

Adherence was monitored but participants were not excluded based on adherence. Flexibility in adherence appears consistent with usual care.

Score: [4]

Follow-up:

Quotes:
""Evaluators were blinded to the group that the participant was in.""
""As there were four visits during the first year with four opportunities for missing data, the first set of analyses addressed whether the pattern of missing data was associated with the outcomes measured in this study.""

Follow-up was more frequent than usual care, with four evaluation visits in one year. Missing data was thoroughly analyzed.

Score: [2]

Primary outcome:

Quote:
""Primary outcome was peak oxygen consumption (VO2peak) at 12 months""

VO2peak is a direct measure of exercise capacity and highly relevant to participants.

Score: [5] 

Primary analysis:

Quote: 
""The planned sample size was 240, 120 per group, based on 80% power, significance level of 0.05, and a hypothesized 20% response in the Guideline group and a 50% response in the MSTEP© group.""

The analysis plan was intention-to-treat. All available data were included.

Score: [5]
"
684,[],"['3', '3', '3', '4', '3', 'NA', '4', '3', '3']","Here are the PRECIS-2 domain scores for the provided trial text:

1. Eligibility

Relevant quotes:
""People moderately to severely affected by MS (Extended Disability Status Score, EDSS, 6.5–8) were randomized to an intervention or control group.""

""People with MS who were medically stable were selected where cognitive function was adequate, as assessed by a Mini Mental State Examination score of 23 or over11 and had at least three identifiable physiotherapy goals were included."" 

""Potential subjects were excluded if they had rapidly progressing disease, were already involved in a physiotherapy programme, had additional neurological conditions or other medical conditions which would preclude them taking part in the study.""

The eligibility criteria are quite narrow, focusing only on people with moderate to severe MS based on a specific EDSS score range. There are several exclusion criteria based on cognitive function, disease progression, concurrent physiotherapy, and other medical conditions. This suggests a more explanatory approach rather than being fully inclusive as in usual care.

Score: [3] 

2. Recruitment

Relevant quote: 
""Subjects were asked not to discuss their group allocation with the assessor.""

The participants were recruited from an MS clinic/service. There is no mention of extra recruitment efforts like advertisements or incentives. However, the assessor was blinded to group allocation, indicating tighter experimental control. This suggests a mix of pragmatic and explanatory recruitment.

Score: [3]

3. Setting

Relevant quote:
""All assessments were undertaken at the Douglas Grant Rehabilitation Centre, Irvine, and the assessor remained blind to the subjects’ treatment group allocation.""

The intervention was delivered in the participants' homes, reflecting a pragmatic, real-world setting. However, the outcome assessments were done at a specialized rehabilitation center with a blinded assessor. This indicates more explanatory trial conditions for measurement.

Score: [3] 

4. Organization

Relevant quote:
""Subjects assigned to Group 1 received physiotherapy, twice weekly for eight weeks, by an experienced domiciliary physiotherapist within their home.""

The physiotherapy was provided by an experienced community/domiciliary physiotherapist at the patients' homes. This matches regular care and does not indicate additional resources or training, suggesting a pragmatic approach.

Score: [4]

5. Flexibility (delivery)

Relevant quote:  
""Each session lasted up to 60 minutes, and a task-specific programme included upper and lower limb strengthening using theraband, mobile pedals, and weights. Repetition of tasks such as sit to stand, gait, balance (using gym balls and sit fits) and stretching activities were used depending on the subjects previously identified goals.""

The physiotherapy program was individualized based on each patient's goals and abilities. However, it followed a structured protocol focused on core strengthening and functional tasks. This indicates some flexibility but not complete flexibility as in usual care.

Score: [3]

6. Flexibility (adherence)

Relevant quote:
No relevant information provided.

The text does not mention any strategies to enforce or monitor adherence. There is no indication that participants were excluded based on adherence. However, there are no details provided about encouraging adherence as in usual care.

Score: [NA] 

7. Follow-up

Relevant quote:
""The following outcome measures were recorded at baseline, post-intervention (Week 8) and at follow-up (Week 16).""

The participants were followed-up at 8 weeks and 16 weeks post-intervention to assess outcomes. There is no mention of additional unscheduled visits or more extensive data collection. The follow-up matches what would be done in usual practice.

Score: [4]

8. Primary outcome

Relevant quotes:
""The MS impact scale (MSIS 29), which is a measure of the physical and psychological impact of MS,12 was the primary outcome measure for the study.""

""Neither of these trends reached statistical significance.""

The primary outcome was the MSIS-29, which measures patient-reported impact of MS. This is a relevant pragmatic outcome. However, the focus on statistical significance is more explanatory.

Score: [3]

9. Primary analysis

Relevant quote: 
""Twenty-eight subjects completed the study as two control subjects did not complete follow-up assessments (Figure 1).""

No details are provided about the primary analysis method. Dropout rates were fairly low, with 93% of participants providing follow-up data. This suggests an intention-to-treat approach, but is not conclusively stated.

Score: [3]
"
685,[],"['5', '4', '5', '4', '4', '5', '4', '4', '3']","Here are the PRECIS-2 domain scores for the given clinical trial text:

Eligibility:

Relevant quotes: 
""The only selection criterion was that the diagnosis of MS was confirmed by the general practitioner. There were no exclusion criteria.""

Reasoning: The trial had very broad eligibility criteria, simply requiring a confirmed diagnosis of MS with no other exclusions. This is very similar to eligibility in usual care.

Score: [5]


Recruitment:

Relevant quotes:  
""Participants were volunteers with MS who were recruited through voluntary organizations, were community based and lived in West London and in counties contiguous with Greater London.""

Reasoning: Participants were recruited through voluntary organizations rather than clinics or targeted advertising/incentives. This pragmatic recruitment is fairly similar to engagement in usual care.

Score: [4]


Setting: 

Relevant quotes:
""The study was conducted with people with MS living in the community.""
""Sessions were conducted either at participants’ homes or in local therapy centres.""

Reasoning: The setting was the community and participants' homes, very similar to usual care and not specialized trial centers. 

Score: [5]


Organisation:

Relevant quote: 
""The self-care programme primarily comprised a discussion of self-care strategies supported by an information booklet developed for the study in line with consumer priorities.""

Reasoning: The intervention used existing community resources and did not require extensive additional training or expertise beyond usual care.

Score: [4]


Flexibility (delivery):

Relevant quotes:  
""The discussions lasted between 1 and 2 hours and were conducted on two occasions, over a one month period.""
""As findings from the Delphi study highlighted the need for flexibility and responsiveness to individuals the format of the discussion focused on individuals’ interests and concerns rather than on covering all the information contained in the booklet.""

Reasoning: The delivery allowed some flexibility in format and topics based on individual priorities, similar to usual care. It was not a rigid protocol.

Score: [4]


Flexibility (adherence): 

Relevant quote:
""Participants were invited to join the study and were accepted when informed consent had been given in writing."" 

Reasoning: After consenting, there was no monitoring or enforcement of adherence. This is very similar to usual care.

Score: [5]


Follow-up:

Relevant quote:  
""Follow-up assessments were conducted six months after baseline.""

Reasoning: Follow-up was at a single 6 month timepoint, similar to or less than usual care. No extra visits were triggered.

Score: [4]


Primary outcome:

Relevant quotes:  
""Total scores on a postal version of the Barthel Index, a scale measuring mobility, the United Kingdom version of the SF-36 and one measure developed for the study; the Standard Day Dependency Record (SDDR), were the main outcome measures.""

Reasoning: The outcomes measured were functional status, health-related quality of life, and dependency in daily activities. These are meaningful and relevant to participants.

Score: [4]


Primary analysis:

Relevant quote: 
""It was not possible to perform an ‘intention to treat’ analysis as those individuals who declined the intervention also withdrew from follow-up and therefore did not complete any follow-up assessments.""

Reasoning: The lack of intention-to-treat analysis means some participants were excluded, less pragmatic than usual care.

Score: [3]
"
686,[],"['4', '5', '2', '4', 'NA', 'NA', '4', '5', '5']","Here are the PRECIS-2 domain scores for the trial based on the provided full text:

Eligibility:

Relevant quotes:
""Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist). Patients who were not living independently in the community were excluded.""

The trial has some exclusions such as patients not living independently in the community. However, the other eligibility criteria of having MS and needing a multidisciplinary approach are consistent with patients who would receive this intervention in usual care.

Score: [4] 

Recruitment:

Relevant quotes: 
""Signed informed consent was obtained for each patient at inclusion.""

No extra effort beyond usual care is described for recruiting patients. Patients were recruited during regular clinic visits.

Score: [5]

Setting: 

Relevant quotes:
""This prospective, randomized, controlled study is the first attempt to evaluate the multidisciplinary approach in MS patients. The results show that, contrary to our expectations, an integrated multidisciplinary approach is not superior to usual care on QoL.""

The setting is a single MS clinic, which is more explanatory. Usual care would involve multiple, non-specialized settings.

Score: [2]

Organisation:

Relevant quotes:
""An integrated multidisciplinary (IMD) group, consisting of an IMD approach at the Pitié-Salpêtrière MS clinic""

""In the control group, interventions with the different health professionals were planned after the inclusion visit"" 

The organization of care delivery appears very similar between the intervention and control groups, with the only difference being simultaneous vs staggered visits. Resources are not increased beyond usual care.

Score: [4] 

Flexibility (delivery):

Relevant quotes: 
No relevant quotes.

The full text does not provide information about flexibility in delivering the intervention.

Score: [NA]

Flexibility (adherence): 

Relevant quotes: 
No relevant quotes.

The full text does not discuss adherence or measures to enforce adherence.

Score: [NA] 

Follow-up:

Relevant quotes:
""The clinical evaluating team was masked to the treatment arm. Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months.""

Follow-up frequency and assessments appear similar between groups and consistent with usual care.

Score: [4]

Primary outcome:

Relevant quotes:  
""The primary outcome was the impact of the strategy on quality of life (QoL) measured using the MSIS-29 scale at inclusion and after six months.""

The primary outcome of QoL is patient-centered and relevant to patients' lives.

Score: [5]

Primary analysis: 

Relevant quotes: 
""To perform an intention-to-treat analysis, missing data were replaced with the mean variation of the group for the comparisons of the six-month variation criteria and the analysis of predictive factors of the six-month evaluation of the MSIS-29.""

An intention-to-treat analysis was used including all available data.

Score: [5]
"
687,[],"['3', '3', '3', 'NA', '5', '4', '4', '5', 'NA']","Here are the PRECIS-2 domain scores with quotes and explanations:

Eligibility:

Quote: ""To be included in the study participants were required to have a confirmed diagnosis of MS, an Expanded Disability Status Score of between 5 and 6.5, stable drug therapy for 30 days, no relapses in the previous three months, no significant co-morbidities such as coexisting cardiac or pulmonary condition and have access to the internet via personal or tablet computer.""

Explanation: The eligibility criteria are moderately pragmatic, requiring a confirmed diagnosis of MS and moderate disability level based on EDSS score. However, there are some explanatory elements like requiring stable drug therapy and no relapses in past 3 months. Overall, eligibility seems aimed at a typical MS population that would receive this intervention in usual care.

Score: [3]


Recruitment:

Quote: ""Letters were sent to 138 patients from the Multiple Sclerosis Service database, thought to be suitable for the study, inviting them to participate. Of those 37 people expressed an interest in taking part.""

Explanation: Recruitment was done by sending letters to patients in a database, which requires some additional effort beyond usual care. However, it doesn't seem as intensive as methods like advertising or providing incentives. Overall, recruitment has some explanatory elements but is moderately pragmatic.

Score: [3]


Setting:

Quote: ""Rehabilitation centre and participants’ homes.""

Explanation: The setting includes both a rehabilitation center and participants' homes. Home-based exercise is very pragmatic, while the rehab center is more explanatory. Overall, the mixed setting is moderately pragmatic.

Score: [3]


Organization: 

Score: [NA]


Flexibility (delivery):

Quote: ""Individualised therapeutic exercise programmes were developed for participants in Group 1, with exercises selected based on their baseline assessment and personal goals."" 

Explanation: The intervention delivery allows for flexibility and individualization based on patient goals and assessment, which aligns with usual care. This is a very pragmatic approach.

Score: [5]


Flexibility (adherence): 

Quote: ""Participants were advised to undertake the exercise programme a minimum of twice a week.""

Explanation: Patients were advised but not required to complete exercises twice weekly. There was no exclusion based on adherence. This lacks intensive strategies to enforce adherence, and aligns with a pragmatic approach.

Score: [4]


Follow-up:

Quote: ""Outcome measures were only taken before and after the 12 week intervention.""

Explanation: Follow-up assessments were done at baseline and after 12 weeks, with no additional unscheduled visits or extensive data collection. This frequency of follow-up aligns with usual care.

Score: [4]


Primary outcome:

Quote: ""The primary outcome measure, the timed 25 foot walk, has good reliability and validity in the MS population."" 

Explanation: The primary outcome of gait speed is highly relevant and important to patients. It does not use specialty adjudication or any departure from usual care.

Score: [5]


Primary analysis:

Quote: ""All analysis was performed on SPSS v20 with power calculations for a future fully powered trial being estimated using nQuery v7.""

Explanation: The analysis approach is not described in enough detail to assess pragmatism.

Score: [NA]
"
