"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"127","1","0","0","0","0","deferred","0","deferred","NA","0","0","deferred","0","1","0","0","deferred","1","0","deferred","0","0","0","deferred","NA","deferred","NA","0","1","0","0","NA","NA","NA","deferred","1","deferred","0"
"128","deferred","0","0","0","0","1","0","deferred","NA","0","0","1","1","1","1","0","deferred","deferred","0","deferred","0","0","0","NA","NA","NA","NA","0","1","0","0","NA","NA","NA","1","deferred","1","deferred"
"129","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","1","1","deferred","1","deferred","deferred","0","deferred","1","1","1","deferred","deferred","deferred","NA","1","1","1","0"
"130","0","0","0","0","0","1","1","0","NA","NA","0","1","1","1","1","0","1","1","0","1","1","1","1","deferred","NA","NA","NA","1","1","deferred","1","NA","NA","NA","1","1","1","0"
"131","1","deferred","0","0","deferred","1","1","1","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","1","1","deferred","NA","deferred","deferred","1","deferred","0","0","NA","deferred","NA","1","1","1","1"
"132","0","0","0","0","0","0","0","NA","NA","NA","0","1","1","1","0","0","0","0","deferred","0","0","0","0","NA","NA","NA","NA","0","0","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"133","0","0","0","0","0","0","0","deferred","NA","NA","0","1","0","1","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","0","0","0","0","NA","NA","NA","deferred","0","deferred","0"
"134","deferred","deferred","0","0","0","1","deferred","deferred","1","deferred","0","1","1","1","1","0","1","deferred","0","0","1","1","deferred","1","deferred","NA","NA","0","0","0","0","deferred","NA","NA","1","1","1","0"
"135","1","1","1","0","0","0","1","1","NA","NA","0","1","1","1","1","0","1","1","0","1","1","1","1","NA","NA","deferred","NA","deferred","0","0","0","NA","deferred","NA","1","1","1","deferred"
"136","0","0","0","0","0","deferred","0","deferred","NA","NA","0","1","deferred","1","deferred","0","0","0","0","0","0","deferred","0","deferred","NA","NA","NA","0","1","0","0","NA","NA","NA","1","0","1","0"
"137","0","0","1","0","0","1","1","0","1","0","0","1","1","1","deferred","0","0","1","0","deferred","1","0","1","0","1","deferred","NA","0","1","0","deferred","1","NA","NA","1","1","1","0"
"138","1","0","1","1","0","1","deferred","1","1","0","0","1","deferred","1","0","0","deferred","1","0","1","deferred","deferred","0","deferred","1","0","deferred","1","1","0","1","deferred","deferred","deferred","1","deferred","1","0"
"139","deferred","0","0","0","0","deferred","0","deferred","NA","deferred","0","1","1","1","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","deferred","deferred","0","1","0","deferred","NA","deferred","deferred","1","0","deferred","0"
"140","deferred","0","0","0","0","0","0","deferred","NA","deferred","0","1","1","1","deferred","0","0","0","0","0","0","0","0","NA","NA","deferred","deferred","0","deferred","0","deferred","NA","deferred","deferred","1","0","deferred","0"
"141","deferred","0","0","0","0","deferred","deferred","0","NA","NA","0","1","1","1","1","0","1","1","deferred","deferred","0","0","deferred","0","NA","NA","NA","deferred","1","0","0","NA","NA","NA","1","1","1","0"
"142","1","1","1","1","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","1","1","1","1"
"143","1","0","1","0","deferred","1","1","0","1","0","0","1","1","1","deferred","0","1","0","0","1","0","deferred","deferred","deferred","1","0","deferred","1","0","1","0","1","0","NA","1","1","1","0"
"144","deferred","0","0","0","deferred","1","1","deferred","NA","NA","0","1","1","1","deferred","0","1","deferred","0","1","deferred","deferred","1","NA","NA","deferred","NA","1","deferred","deferred","0","NA","NA","NA","1","1","1","deferred"
"145","deferred","deferred","1","1","deferred","1","1","1","NA","NA","0","1","deferred","1","deferred","0","1","1","0","1","1","deferred","1","NA","NA","NA","NA","1","deferred","1","deferred","NA","NA","NA","1","1","1","0"
"146","1","deferred","1","1","0","1","1","deferred","deferred","deferred","0","1","1","1","1","0","1","1","0","1","1","deferred","1","deferred","deferred","deferred","0","1","1","1","deferred","deferred","deferred","deferred","1","1","1","0"
"147","0","1","deferred","0","0","1","1","0","1","deferred","0","1","1","1","1","0","1","0","0","1","1","deferred","1","deferred","1","0","0","1","1","0","deferred","1","deferred","NA","1","deferred","1","0"
"149","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","NA","0","1","1","1","deferred","0","deferred","0","0","deferred","0","0","0","0","NA","deferred","NA","deferred","deferred","0","0","NA","deferred","NA","1","deferred","deferred","0"
"150","0","1","deferred","1","0","1","1","1","1","deferred","0","1","deferred","1","0","0","1","0","0","1","0","deferred","1","0","1","deferred","deferred","0","deferred","0","0","deferred","NA","NA","1","1","1","0"
"151","deferred","0","1","0","deferred","1","0","NA","1","deferred","0","1","1","1","1","0","1","1","0","1","1","deferred","0","deferred","1","deferred","deferred","0","1","deferred","1","1","deferred","NA","1","1","1","0"
"152","1","0","1","0","0","1","1","deferred","NA","deferred","0","1","1","1","0","0","deferred","0","0","0","0","deferred","1","0","NA","deferred","NA","0","1","0","0","NA","NA","NA","deferred","1","1","0"
"153","1","deferred","1","0","deferred","1","1","1","1","1","0","1","deferred","1","1","0","deferred","deferred","0","deferred","0","0","1","0","deferred","1","NA","1","1","1","deferred","deferred","deferred","NA","1","1","1","0"
"154","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","0","1","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","1","1","1","deferred","deferred","deferred","1","deferred","deferred","0","deferred","deferred","NA","1","deferred","1","deferred"
"155","1","0","1","0","1","1","1","1","1","NA","0","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","NA","NA","1","1","1","deferred","1","NA","NA","1","1","1","1"
"156","1","0","0","0","0","1","0","NA","NA","NA","0","1","deferred","1","1","0","0","0","0","1","deferred","0","0","NA","NA","deferred","deferred","1","1","0","0","NA","NA","deferred","1","1","1","0"
"157","deferred","0","1","deferred","deferred","NA","NA","NA","NA","deferred","0","1","1","1","1","0","1","1","1","1","1","0","deferred","deferred","NA","0","0","1","NA","NA","NA","NA","NA","NA","1","1","1","deferred"
"158","1","1","1","1","1","1","1","1","NA","NA","0","1","1","1","1","0","1","deferred","0","1","1","0","deferred","0","NA","NA","NA","1","1","0","0","NA","NA","NA","1","1","1","0"
"160","1","1","1","1","deferred","NA","NA","NA","NA","NA","0","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","NA","deferred","1","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"162","1","1","1","0","0","1","deferred","deferred","deferred","0","0","1","1","1","deferred","0","deferred","1","0","1","1","0","deferred","0","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"163","1","0","0","0","0","0","0","deferred","NA","NA","0","1","deferred","1","0","0","1","0","0","1","0","0","0","NA","NA","NA","NA","0","0","0","NA","NA","NA","NA","1","1","1","deferred"
"164","0","0","0","0","0","1","0","0","1","deferred","0","1","1","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1"
"165","1","0","0","0","0","1","0","NA","deferred","NA","0","1","1","1","1","0","1","deferred","0","deferred","0","0","0","1","NA","NA","NA","0","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"166","1","1","1","1","deferred","1","1","1","1","1","0","1","1","1","deferred","0","1","0","0","1","1","deferred","1","0","deferred","1","deferred","deferred","1","deferred","0","deferred","deferred","NA","1","1","1","0"
"167","deferred","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","deferred","deferred","1","0","0","deferred","deferred","deferred","deferred","1","1","1"
"168","1","1","deferred","0","0","1","0","NA","NA","NA","0","1","1","1","0","0","0","deferred","0","1","0","0","0","NA","NA","NA","NA","1","1","0","0","NA","NA","NA","1","1","deferred","0"
"169","1","0","1","0","0","1","1","deferred","1","deferred","0","1","1","1","1","1","1","deferred","0","1","0","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
"170","1","0","deferred","0","0","deferred","0","NA","NA","NA","0","1","deferred","1","deferred","0","0","deferred","0","0","0","0","0","deferred","NA","NA","NA","0","0","0","deferred","NA","NA","NA","1","1","1","0"
"171","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0","1","deferred","0","1","1","1","0","1","1","0","1","deferred","1","0","deferred","1","0","1","1","1","deferred","0"
"172","1","0","1","0","0","1","deferred","deferred","1","deferred","0","1","1","1","1","0","1","1","0","deferred","0","0","deferred","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","1","1","1","0"
"61","1","deferred","1","deferred","deferred","deferred","0","deferred","NA","NA","0","1","1","1","1","0","1","1","deferred","1","0","0","0","deferred","NA","NA","NA","1","deferred","0","0","NA","NA","NA","1","1","1","1"
"62","deferred","0","1","deferred","0","1","0","0","NA","NA","0","1","1","1","deferred","0","1","1","0","deferred","deferred","deferred","0","deferred","NA","NA","NA","0","deferred","0","deferred","NA","NA","NA","deferred","deferred","1","0"
"63","0","0","deferred","0","0","0","0","deferred","NA","NA","0","1","deferred","1","1","0","1","1","0","1","0","deferred","0","deferred","NA","NA","NA","deferred","1","0","1","NA","NA","NA","1","1","1","deferred"
"64","1","1","deferred","1","1","deferred","1","1","1","deferred","0","1","1","1","1","1","1","deferred","0","1","1","deferred","1","deferred","1","0","deferred","1","deferred","0","deferred","1","deferred","deferred","1","1","1","1"
"65","deferred","deferred","1","0","deferred","1","1","1","deferred","NA","0","1","1","1","1","0","1","1","0","deferred","1","0","1","1","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","1","1","1","1","0"
"66","0","0","deferred","0","deferred","1","0","0","deferred","deferred","0","1","1","1","deferred","0","1","1","0","1","0","0","0","deferred","NA","NA","NA","1","1","0","0","NA","NA","NA","1","1","1","0"
"67","0","0","deferred","deferred","0","1","0","deferred","1","deferred","0","1","1","1","deferred","0","1","1","0","1","0","deferred","0","deferred","deferred","deferred","NA","0","1","deferred","1","NA","NA","NA","1","0","1","deferred"
"68","0","0","1","0","1","1","1","1","NA","NA","0","1","1","1","0","0","deferred","1","1","1","1","deferred","1","deferred","NA","NA","NA","1","1","1","deferred","NA","NA","NA","1","1","1","0"
"69","deferred","0","deferred","0","0","deferred","0","NA","NA","NA","0","deferred","deferred","1","0","0","deferred","0","0","0","0","deferred","0","deferred","NA","NA","NA","0","1","NA","0","NA","NA","NA","1","1","1","deferred"
"70","0","0","1","0","0","1","1","0","1","0","0","1","1","1","1","0","deferred","1","0","0","0","1","1","1","1","0","deferred","0","1","1","deferred","1","deferred","deferred","1","1","1","0"
"71","0","deferred","1","0","0","deferred","0","NA","1","0","0","1","1","1","1","0","1","1","1","1","deferred","deferred","0","1","deferred","0","1","1","deferred","NA","1","deferred","NA","1","1","1","1","0"
"72","1","0","0","0","0","0","0","NA","deferred","deferred","0","1","1","1","0","0","deferred","0","0","0","0","deferred","0","0","NA","NA","NA","0","0","0","1","NA","NA","NA","1","0","1","0"
"73","1","0","deferred","0","0","0","0","deferred","NA","NA","0","1","1","1","deferred","0","deferred","deferred","0","0","0","0","0","deferred","NA","NA","NA","0","0","0","0","NA","NA","NA","1","1","1","0"
"74","1","0","1","0","0","1","deferred","deferred","1","1","0","1","1","1","1","0","1","1","0","1","0","0","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","0"
"75","deferred","1","1","0","0","0","1","1","deferred","NA","0","1","1","1","1","0","1","deferred","0","1","1","0","1","deferred","NA","0","deferred","1","1","deferred","deferred","NA","deferred","deferred","1","1","deferred","0"
"76","0","1","deferred","0","deferred","1","1","deferred","1","1","0","1","1","1","deferred","0","deferred","1","0","1","deferred","0","1","deferred","deferred","1","NA","1","1","1","deferred","deferred","deferred","NA","1","1","1","0"
"77","0","1","0","0","0","1","0","deferred","1","deferred","0","1","1","1","0","0","0","0","0","deferred","0","0","0","deferred","1","deferred","0","deferred","1","0","0","deferred","0","0","1","deferred","1","0"
"78","1","0","1","deferred","1","1","1","deferred","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","deferred","1","1","0","deferred","1","0","deferred","1","1","1","0"
"79","1","0","0","0","1","1","deferred","deferred","NA","NA","0","1","deferred","1","deferred","0","1","deferred","0","1","0","0","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"80","1","0","1","deferred","0","1","1","1","NA","NA","0","1","1","1","1","0","1","1","deferred","1","deferred","0","1","NA","NA","NA","NA","deferred","1","1","1","NA","NA","NA","1","1","1","0"
"82","1","1","1","1","1","1","1","1","1","deferred","0","1","1","1","deferred","1","1","1","deferred","1","1","0","1","1","1","deferred","1","1","1","1","0","1","deferred","1","1","1","1","0"
"83","1","1","1","deferred","1","1","1","1","1","deferred","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","deferred","1","1","1","1","0","1","deferred","1","1","1","deferred","0"
"84","1","deferred","1","0","deferred","1","1","1","deferred","deferred","0","1","1","1","0","0","1","deferred","0","1","deferred","1","1","0","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","1","deferred"
"85","0","0","0","0","0","1","1","1","NA","NA","0","deferred","1","1","1","0","1","1","0","1","0","0","1","deferred","NA","NA","NA","0","1","1","1","NA","NA","NA","1","deferred","1","0"
"86","deferred","0","deferred","0","0","1","deferred","deferred","NA","deferred","0","1","0","1","deferred","0","deferred","1","0","1","0","0","0","deferred","NA","NA","NA","0","1","0","0","NA","NA","NA","deferred","deferred","1","0"
"87","1","1","1","deferred","deferred","1","1","1","NA","NA","0","1","1","1","1","0","1","1","0","1","1","1","1","NA","NA","NA","1","1","1","1","1","NA","NA","0","1","1","1","deferred"
"88","1","1","1","1","deferred","1","1","1","1","deferred","0","1","1","1","1","0","1","1","0","1","1","0","1","deferred","1","0","NA","1","1","0","1","1","deferred","NA","1","1","1","0"
"89","deferred","0","deferred","0","0","deferred","deferred","deferred","deferred","0","0","1","deferred","1","0","0","deferred","0","0","1","1","1","0","deferred","NA","deferred","NA","0","deferred","0","0","NA","deferred","NA","1","deferred","1","0"
"90","1","1","0","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","0","0","deferred","0","0","1","deferred","0","0","deferred","deferred","0","deferred","1","1","0","deferred","deferred","NA","NA","1","0","1","0"
"91","0","0","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","deferred","1","1","1","1","0","0","1","1","1","deferred","1","0","deferred","1","1","1","0"
"92","1","0","1","0","0","1","0","NA","NA","deferred","0","1","0","1","deferred","0","0","deferred","0","0","0","deferred","0","0","NA","deferred","NA","0","0","0","0","NA","NA","NA","deferred","deferred","1","0"
"93","deferred","0","deferred","0","0","1","deferred","deferred","1","0","0","1","1","1","deferred","0","deferred","1","0","1","deferred","1","0","1","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","1","deferred","1","0"
"94","0","deferred","1","0","1","1","0","NA","NA","NA","0","1","1","1","deferred","0","1","deferred","0","1","deferred","0","0","deferred","NA","NA","NA","1","1","deferred","0","NA","NA","NA","1","0","1","1"
"95","0","0","1","0","0","1","0","NA","1","deferred","0","1","1","1","1","0","1","1","0","1","0","1","0","1","NA","deferred","deferred","0","1","0","1","NA","NA","NA","1","1","1","0"
"96","1","0","0","0","0","1","1","0","NA","0","0","1","1","1","deferred","0","1","deferred","0","0","0","0","0","0","NA","deferred","NA","0","deferred","0","0","NA","deferred","NA","1","1","1","0"
"97","deferred","deferred","deferred","0","0","1","1","1","NA","NA","0","1","1","1","1","0","1","deferred","0","1","0","0","deferred","0","NA","NA","NA","deferred","1","deferred","0","NA","NA","NA","1","1","1","0"
"98","1","0","1","0","0","1","1","1","1","deferred","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","deferred"
"99","deferred","deferred","deferred","0","0","deferred","0","NA","NA","NA","0","1","1","1","0","0","0","deferred","0","deferred","deferred","0","0","deferred","NA","deferred","deferred","0","0","0","deferred","NA","NA","NA","deferred","deferred","deferred","0"
