"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"110","deferred","1","deferred","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"111","deferred","0","0","0","0","deferred","0","deferred","NA","0","0","1","deferred","1","deferred","0","0","0","0","0","0","0","0","NA","NA","0","NA","0","deferred","0","NA","NA","deferred","NA","deferred","0","1","0"
"112","deferred","1","1","deferred","deferred","1","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","deferred","1","deferred","deferred","deferred","1","0","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"113","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","0","0","1","0","1","1","0","deferred","deferred","0","1","0","0","deferred","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","1","0","1","0"
"114","deferred","0","deferred","0","0","1","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","1","0","1","1","NA","NA","deferred","NA","0","1","deferred","NA","NA","deferred","NA","1","1","1","1"
"115","0","1","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","deferred","0","1","1","0","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0","1","1"
"116","1","deferred","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","deferred","1","deferred","0","1","1","1","deferred","1","1","0","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","0"
"117","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","1","1","1","deferred","1","1","0","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"118","deferred","1","deferred","0","deferred","1","1","1","1","deferred","0","1","deferred","1","1","0","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","0"
"119","0","deferred","deferred","0","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","1","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","0"
"120","deferred","1","1","0","deferred","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","0","1","1","deferred","NA","1","1","0","1","1","deferred","NA","1","deferred","1","deferred"
"121","1","deferred","1","0","1","1","0","deferred","1","1","0","1","deferred","1","1","0","1","1","deferred","1","deferred","1","deferred","1","1","1","deferred","1","1","deferred","1","1","1","deferred","1","1","1","0"
"122","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","deferred"
"123","deferred","1","1","0","0","1","0","deferred","1","0","0","1","deferred","1","1","0","1","1","0","1","deferred","1","0","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"124","0","1","deferred","0","deferred","1","deferred","deferred","1","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","deferred","1","1","deferred","deferred","0","1","0","1","1","deferred","deferred","1","deferred","1","0"
"125","deferred","deferred","deferred","0","0","1","1","deferred","deferred","deferred","0","1","0","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","1","0"
"126","deferred","deferred","deferred","0","0","1","0","deferred","1","1","0","1","deferred","1","1","0","1","1","deferred","1","deferred","1","0","1","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","1","deferred","1","0"
"127","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","0","1","0","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","1","0","1","0"
"128","0","0","deferred","0","0","1","0","deferred","NA","0","0","1","0","1","0","0","deferred","0","0","deferred","0","deferred","0","NA","NA","0","NA","0","1","0","deferred","NA","0","NA","0","0","1","deferred"
"129","deferred","1","deferred","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","1","deferred","1","1","0","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","0"
"130","0","1","0","deferred","deferred","1","1","deferred","NA","0","0","1","deferred","1","deferred","0","deferred","deferred","0","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","1","1","deferred"
"131","deferred","deferred","0","0","deferred","1","deferred","deferred","NA","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","0","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","1","1","deferred"
"132","deferred","0","1","deferred","0","1","0","deferred","NA","0","0","1","0","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","0"
"133","deferred","0","deferred","deferred","0","0","0","deferred","NA","deferred","0","1","0","1","0","deferred","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","0","deferred","deferred","NA","deferred","NA","deferred","0","1","0"
"134","0","deferred","deferred","0","0","deferred","0","deferred","1","0","0","1","deferred","1","deferred","0","1","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","1","0","deferred","deferred","0","deferred","deferred","1","1","1","1","0"
"135","0","1","deferred","0","0","deferred","1","1","NA","deferred","0","1","0","1","1","0","deferred","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","0"
"136","0","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","deferred","0","1","deferred","deferred","deferred","0","0","deferred","0","deferred","deferred","NA","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","deferred","0","deferred","0"
"137","0","0","1","deferred","0","deferred","deferred","deferred","1","deferred","0","1","deferred","1","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","0","1","deferred","1","1","deferred","deferred","1","deferred","1","0"
"138","deferred","deferred","deferred","0","deferred","1","deferred","deferred","1","0","0","1","deferred","1","1","deferred","1","deferred","0","1","0","1","0","1","1","0","1","1","1","0","1","1","0","1","1","deferred","1","0"
"139","0","1","deferred","deferred","deferred","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"140","deferred","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","0","deferred","0","NA","NA","deferred","NA","deferred","1","0","deferred","deferred","deferred","NA","1","0","1","0"
"141","deferred","0","deferred","0","0","1","1","deferred","NA","deferred","0","1","deferred","1","1","0","1","1","1","deferred","0","1","0","NA","NA","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","1","0"
"142","1","1","1","deferred","1","1","1","1","1","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","1","deferred","1","deferred"
"143","0","deferred","deferred","0","deferred","1","deferred","0","1","deferred","deferred","1","deferred","1","1","0","deferred","deferred","0","1","0","1","deferred","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","1","1"
"144","deferred","0","0","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","1","0","1","0","1","1","0","deferred","deferred","NA","NA","NA","NA","1","1","0","deferred","NA","NA","NA","1","1","1","deferred"
"145","0","1","deferred","0","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","deferred","1","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","1","1","1","0"
"146","0","1","1","deferred","deferred","1","1","1","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","1","1","0","deferred","1","1","1","1","1","deferred","deferred","1","1","1","0"
"147","deferred","0","deferred","0","0","1","1","1","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"148","deferred","1","deferred","0","1","1","deferred","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"149","0","0","1","0","deferred","1","deferred","deferred","NA","deferred","0","1","1","1","1","0","1","deferred","1","1","0","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","1","1","0"
"150","0","1","1","0","0","deferred","1","1","1","0","0","1","deferred","1","deferred","0","deferred","deferred","0","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","1","0","deferred","deferred","deferred","deferred","1","1","deferred"
"151","deferred","0","1","deferred","1","1","deferred","deferred","1","deferred","0","1","0","1","deferred","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","1","0"
"152","deferred","deferred","1","0","0","1","deferred","deferred","NA","0","0","1","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","1","1"
"153","1","1","1","0","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","0","1","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","1"
"154","deferred","0","0","0","0","1","deferred","deferred","1","deferred","0","1","1","1","1","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"155","1","1","deferred","0","deferred","1","1","deferred","1","deferred","0","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","deferred","0","deferred","1","0","deferred","NA","0","0","1","0","1","deferred","0","1","deferred","0","1","1","deferred","0","NA","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"157","1","1","1","deferred","deferred","NA","NA","NA","NA","deferred","0","1","1","1","1","deferred","1","1","1","1","deferred","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","deferred","1","0"
"158","1","1","1","deferred","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","1","1","deferred","1","1","1","deferred","0","NA","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","1","1","1","deferred"
"159","deferred","1","deferred","0","deferred","1","deferred","0","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"160","1","1","1","deferred","1","deferred","NA","NA","NA","deferred","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","NA","NA","NA","NA","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"161","deferred","1","deferred","0","0","1","deferred","deferred","1","1","0","1","deferred","1","deferred","0","1","1","1","1","1","1","0","1","1","1","1","1","1","deferred","1","1","deferred","1","1","1","1","0"
"162","deferred","1","deferred","0","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","1","NA","NA","deferred","NA","1","1","1","NA","NA","deferred","NA","1","1","1","0"
"163","0","0","deferred","0","0","0","0","deferred","NA","deferred","0","1","0","1","deferred","0","0","deferred","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","0","NA","NA","deferred","NA","deferred","0","1","0"
"164","deferred","0","deferred","0","1","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","0","1","1","deferred","deferred","deferred","1","0","1","1","deferred","deferred","1","deferred","1","0"
"165","deferred","0","deferred","0","0","1","0","deferred","NA","deferred","0","1","0","deferred","deferred","0","1","deferred","deferred","1","0","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","1","1","deferred"
"166","0","1","1","1","1","1","1","1","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"167","deferred","1","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","0","1","1","deferred","deferred","1","1","0","1","1","deferred","deferred","1","1","1","deferred"
"168","0","1","deferred","0","0","1","0","deferred","NA","0","0","1","0","1","deferred","0","1","1","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","1","1","0"
"169","1","1","1","deferred","0","1","1","deferred","1","1","0","1","deferred","1","deferred","1","1","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"170","0","0","deferred","0","0","deferred","0","deferred","NA","0","0","1","0","1","1","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","1","0"
"171","deferred","deferred","deferred","0","deferred","1","0","0","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","0","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","1","1","1","0"
"172","deferred","deferred","1","deferred","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","0","1","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"61","deferred","0","1","deferred","0","1","0","deferred","NA","NA","0","1","0","1","deferred","0","1","1","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","1","0","0","NA","deferred","NA","deferred","1","1","deferred"
"62","deferred","0","1","0","0","1","0","deferred","NA","deferred","0","1","0","1","0","0","1","deferred","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","0","deferred","0","0","NA","deferred","NA","0","1","deferred","0"
"63","deferred","0","deferred","0","0","1","0","deferred","deferred","0","0","1","0","1","deferred","0","deferred","deferred","deferred","0","0","1","deferred","deferred","deferred","0","NA","0","1","deferred","deferred","NA","deferred","NA","deferred","1","1","0"
"64","deferred","1","1","1","deferred","1","deferred","deferred","1","0","0","1","deferred","1","1","1","1","1","deferred","1","1","1","deferred","1","1","0","deferred","1","1","0","1","1","deferred","deferred","1","1","1","1"
"65","0","1","deferred","0","0","1","1","deferred","1","0","0","1","deferred","1","deferred","0","1","1","deferred","deferred","1","1","deferred","1","deferred","0","0","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","0"
"66","0","deferred","deferred","0","0","1","deferred","deferred","NA","deferred","0","1","0","1","deferred","0","1","1","0","1","0","deferred","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"67","deferred","0","deferred","0","0","1","0","deferred","NA","0","0","1","0","1","0","0","deferred","0","0","deferred","0","deferred","0","NA","NA","0","NA","0","deferred","0","0","NA","0","NA","0","deferred","deferred","0"
"68","0","1","deferred","deferred","deferred","1","1","1","1","1","0","1","deferred","1","1","0","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"69","0","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","deferred","1","0","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","deferred","deferred","1","deferred"
"70","deferred","deferred","1","0","0","deferred","deferred","deferred","deferred","deferred","0","1","0","1","deferred","0","deferred","deferred","0","1","0","deferred","0","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","1","1","0"
"71","0","1","deferred","deferred","0","1","0","deferred","1","deferred","0","1","deferred","1","deferred","0","1","deferred","1","1","1","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"72","deferred","deferred","deferred","0","0","0","0","deferred","deferred","deferred","0","1","0","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","deferred","deferred","deferred","0","0","0","deferred","0","deferred","NA","deferred","0","deferred","0"
"73","deferred","0","deferred","0","0","deferred","1","1","NA","deferred","0","1","deferred","1","deferred","0","deferred","deferred","deferred","1","0","1","0","NA","NA","NA","NA","0","0","0","deferred","NA","NA","NA","1","1","1","0"
"74","0","deferred","1","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","deferred","1","0","1","1","deferred","deferred","1","1","0","1","1","deferred","deferred","deferred","1","1","deferred"
"75","0","1","1","deferred","0","1","1","1","NA","0","0","1","1","1","deferred","0","1","deferred","deferred","1","1","deferred","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","1","1","0"
"76","deferred","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"77","deferred","1","deferred","0","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","deferred","NA","1","1","0","1","1","deferred","NA","1","1","1","deferred"
"78","0","deferred","deferred","0","0","1","0","deferred","1","0","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","0","1","1","0","NA","1","1","0","1","1","deferred","deferred","1","1","1","0"
"79","0","1","deferred","0","0","1","0","0","NA","0","0","1","deferred","1","deferred","0","deferred","1","0","1","1","0","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","1","deferred","deferred"
"80","deferred","1","1","deferred","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","1","1","deferred","1","1","1","NA","NA","deferred","NA","deferred","1","1","NA","NA","0","NA","1","1","1","1"
"81","deferred","1","1","deferred","deferred","1","1","1","1","1","0","1","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"82","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","0","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","0"
"83","1","1","1","deferred","deferred","1","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","deferred","0","deferred","deferred","deferred","1","1","deferred","1","1","0","1","0","1","deferred","0","1","deferred","1","1","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"85","0","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","0","1","0","1","deferred","0","0","1","0","deferred","0","0","deferred","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","deferred","0","deferred","0"
"86","0","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","0","1","deferred","0","deferred","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","deferred","0","deferred","0"
"87","deferred","1","1","deferred","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"88","deferred","deferred","1","deferred","0","deferred","1","deferred","1","1","0","1","deferred","1","1","0","1","deferred","1","1","1","deferred","deferred","1","1","1","NA","1","deferred","deferred","deferred","1","deferred","deferred","1","1","1","0"
"89","0","0","0","0","deferred","1","0","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","0","deferred","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"90","deferred","deferred","deferred","0","0","1","0","deferred","deferred","deferred","0","1","0","1","deferred","0","1","deferred","0","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","0"
"91","deferred","deferred","deferred","0","deferred","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","1","0","1","0"
"92","deferred","0","1","deferred","0","1","0","deferred","deferred","0","0","1","deferred","1","1","0","deferred","deferred","0","deferred","0","1","0","deferred","deferred","deferred","deferred","0","1","deferred","0","deferred","deferred","deferred","deferred","deferred","1","0"
"93","deferred","0","deferred","0","0","1","0","deferred","deferred","0","0","1","deferred","1","1","0","1","1","0","1","0","deferred","0","1","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","0","1","0"
"94","deferred","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","0","1","deferred","0","1","deferred","0","1","deferred","deferred","0","NA","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"95","0","0","deferred","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","0","1","0","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"96","deferred","0","deferred","0","deferred","1","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","1","1","1","0"
"97","deferred","deferred","deferred","0","0","0","0","deferred","NA","deferred","0","1","deferred","1","1","0","0","deferred","deferred","1","deferred","0","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","1","0","1","0"
"98","0","1","deferred","0","0","1","1","deferred","1","1","0","1","0","1","deferred","0","1","1","0","1","1","deferred","1","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"99","deferred","0","deferred","0","0","1","0","deferred","NA","0","0","1","deferred","1","1","0","deferred","deferred","0","1","0","1","0","NA","NA","deferred","NA","0","deferred","0","NA","NA","deferred","NA","1","deferred","1","0"
