"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"141","deferred","0","deferred","0","0","deferred","0","0","NA","deferred","deferred","1","deferred","1","deferred","0","1","1","0","0","0","0","0","0","deferred","deferred","deferred","deferred","0","0","0","NA","NA","NA","deferred","0","deferred","0"
"142","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"143","deferred","0","0","deferred","0","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"144","0","0","0","0","0","0","0","NA","NA","NA","0","1","0","1","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","NA","NA","NA","0","0","0","0"
"145","1","0","deferred","0","0","deferred","0","deferred","NA","NA","0","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","NA","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"146","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","NA","0","deferred","1","1","1","0","1","1","1","1","1","1","1","1","deferred","NA","deferred","1","1","deferred","1","deferred","NA","deferred","1","1","1","0"
"147","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","0","deferred","deferred","deferred","1","1","0","0","deferred","deferred","deferred","1","1","1","0"
"148","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"149","deferred","deferred","1","deferred","deferred","1","1","1","NA","NA","deferred","1","deferred","1","deferred","0","1","deferred","0","deferred","0","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","0","deferred","NA","NA","NA","1","deferred","1","0"
"150","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","1","deferred","1","1","NA","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","1","1"
"151","deferred","0","0","deferred","deferred","1","0","deferred","deferred","1","deferred","1","deferred","1","1","NA","1","1","deferred","1","1","1","deferred","deferred","deferred","1","NA","1","1","deferred","deferred","deferred","deferred","NA","1","deferred","1","deferred"
"152","1","1","1","deferred","0","1","1","deferred","NA","NA","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","1","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"153","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","NA","1","NA","deferred","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1","1","1","1"
"154","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","0","1","deferred","deferred","1","deferred","deferred","NA","NA","1","1","deferred","deferred","deferred","NA","NA","1","1","1","1"
"155","1","deferred","1","0","deferred","deferred","1","1","NA","deferred","0","1","0","1","1","1","1","1","0","1","1","1","1","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","1"
"156","1","1","deferred","deferred","deferred","1","0","0","NA","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"157","deferred","deferred","1","deferred","deferred","NA","NA","NA","NA","NA","NA","1","deferred","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"158","1","1","1","0","0","1","0","0","NA","NA","0","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","1"
"159","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"160","1","deferred","1","deferred","NA","deferred","deferred","NA","NA","NA","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","1"
"161","deferred","1","deferred","deferred","0","1","0","0","deferred","deferred","0","1","1","1","1","deferred","1","1","0","1","1","1","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"162","1","1","1","deferred","deferred","deferred","1","1","NA","NA","deferred","1","deferred","1","deferred","0","deferred","1","0","1","1","deferred","1","0","NA","NA","NA","deferred","deferred","deferred","0","NA","NA","NA","deferred","deferred","1","deferred"
"163","0","0","0","0","0","0","0","NA","NA","NA","deferred","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","NA","NA","NA","0","0","0","0"
"164","deferred","deferred","1","deferred","deferred","deferred","0","0","1","1","0","1","1","1","1","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"165","1","0","1","0","deferred","1","0","0","NA","0","0","1","1","1","1","0","1","1","0","1","deferred","1","0","0","NA","NA","NA","1","1","0","deferred","NA","NA","NA","1","1","1","1"
"166","1","1","deferred","NA","deferred","1","1","1","1","1","deferred","1","1","1","NA","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"167","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","1"
"168","1","0","0","0","1","deferred","0","0","NA","NA","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"169","1","0","1","1","0","1","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred","deferred"
"170","1","deferred","1","1","0","deferred","0","deferred","NA","NA","0","deferred","0","1","deferred","0","1","1","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","NA","NA","NA","0","0","0","0"
"171","deferred","deferred","deferred","deferred","1","1","0","deferred","1","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"172","1","0","deferred","deferred","deferred","1","0","deferred","1","deferred","deferred","1","1","1","1","deferred","1","1","0","1","0","1","0","deferred","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"61","deferred","deferred","1","0","deferred","1","deferred","0","NA","NA","deferred","1","1","1","1","deferred","1","1","0","deferred","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"62","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","NA","deferred","1","1","1","1","0","1","1","deferred","1","1","1","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"63","1","0","0","deferred","1","1","deferred","0","NA","NA","NA","1","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"64","1","1","1","deferred","1","1","1","1","1","deferred","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"65","1","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"66","1","0","1","0","deferred","1","0","deferred","NA","NA","0","deferred","1","1","deferred","0","1","1","0","0","0","1","0","0","NA","NA","NA","0","1","0","deferred","NA","NA","NA","1","deferred","1","0"
"67","0","deferred","deferred","0","0","1","deferred","deferred","NA","NA","0","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","1","deferred"
"68","1","deferred","0","0","0","0","deferred","0","0","deferred","0","1","1","1","deferred","deferred","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","NA","1","deferred","deferred","deferred","deferred","deferred","NA","1","1","1","deferred"
"69","deferred","deferred","0","deferred","deferred","deferred","0","NA","NA","NA","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","deferred","1","deferred"
"70","1","0","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"71","1","deferred","1","0","0","1","deferred","deferred","NA","0","0","1","1","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"72","deferred","deferred","1","deferred","0","1","0","NA","NA","deferred","0","1","deferred","1","1","0","1","1","deferred","deferred","deferred","deferred","0","deferred","deferred","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"73","deferred","0","deferred","deferred","1","deferred","deferred","deferred","NA","NA","0","deferred","deferred","1","deferred","deferred","1","1","NA","deferred","deferred","NA","NA","NA","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","deferred","deferred"
"74","1","0","deferred","0","0","0","0","0","1","1","0","1","1","1","1","0","deferred","1","0","deferred","0","0","deferred","0","deferred","deferred","deferred","1","1","0","0","deferred","deferred","deferred","1","deferred","1","1"
"75","1","1","1","deferred","deferred","1","deferred","deferred","NA","NA","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"76","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","NA","1","1","1","deferred"
"77","1","1","0","0","0","deferred","0","0","0","0","0","1","1","1","1","0","deferred","deferred","0","deferred","deferred","1","0","deferred","deferred","0","deferred","deferred","1","0","deferred","deferred","0","deferred","1","deferred","1","0"
"78","1","1","1","0","deferred","1","1","1","deferred","deferred","0","1","1","1","1","0","1","1","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","0"
"79","1","0","0","0","deferred","1","deferred","1","NA","NA","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","NA","NA","NA","NA","1","1","1","deferred"
"80","0","1","deferred","deferred","0","0","deferred","deferred","NA","NA","deferred","1","1","1","1","0","1","1","deferred","1","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"81","1","1","deferred","deferred","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"82","1","1","1","1","1","1","1","deferred","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"83","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","1","0","1","deferred","deferred","1","0","NA","deferred","deferred","0","1","1","1","1","0","1","1","0","deferred","0","1","0","deferred","NA","NA","NA","deferred","1","0","deferred","NA","NA","NA","1","deferred","1","0"
"85","0","0","0","NA","0","deferred","0","0","NA","NA","0","0","0","deferred","deferred","NA","deferred","deferred","NA","deferred","NA","deferred","deferred","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","deferred","1","deferred"
"86","deferred","0","0","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","deferred","1","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"87","1","deferred","1","deferred","deferred","1","deferred","deferred","NA","deferred","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","1","1","NA","1","NA","1","1","deferred","NA","NA","NA","NA","1","1","1","deferred"
"88","0","0","0","deferred","0","0","0","0","0","deferred","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1"
"89","1","0","1","0","1","1","0","1","deferred","NA","deferred","1","1","1","1","0","1","1","0","1","1","1","0","0","NA","NA","NA","1","1","0","1","NA","NA","NA","1","1","1","1"
"90","0","0","deferred","deferred","0","1","0","deferred","1","deferred","deferred","1","1","1","1","NA","1","1","deferred","1","1","1","NA","NA","NA","NA","NA","1","1","NA","deferred","NA","NA","NA","1","1","1","NA"
"91","1","deferred","1","NA","1","1","1","deferred","deferred","deferred","deferred","1","0","1","1","0","1","1","0","deferred","deferred","deferred","1","0","NA","deferred","NA","deferred","1","0","0","NA","NA","NA","1","0","1","deferred"
"92","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","NA","deferred","1","deferred","1","1","deferred","1","1","deferred","1","NA","1","NA","deferred","deferred","deferred","NA","1","1","deferred","NA","deferred","deferred","deferred","1","deferred","1","deferred"
"93","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","1","deferred","1","1","0","1","1","0","1","1","1","0","deferred","deferred","deferred","deferred","1","1","0","0","deferred","deferred","deferred","1","1","1","1"
"94","1","0","0","deferred","0","deferred","0","NA","NA","NA","NA","deferred","0","deferred","deferred","deferred","0","0","0","0","0","0","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","0","0","0","0"
"95","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","0","1","deferred","0","deferred","deferred","0","deferred","deferred","0","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"96","1","0","deferred","0","0","1","0","NA","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","1","0","0","NA","NA","NA","1","1","1","0"
"97","1","1","1","deferred","0","0","deferred","deferred","NA","NA","NA","1","1","1","1","NA","1","1","deferred","1","NA","NA","NA","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","NA","deferred","NA"
"98","deferred","deferred","deferred","deferred","deferred","1","0","0","1","1","deferred","1","1","1","1","0","1","1","0","1","1","deferred","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","1","1","1","deferred","1"
"99","deferred","deferred","0","NA","deferred","deferred","0","NA","NA","NA","NA","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
