"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"146","0","1","1","1","0","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","0"
"147","0","deferred","deferred","0","0","1","1","1","1","0","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","deferred","1","1","deferred","deferred","0","1","deferred","1","1","deferred","deferred","1","1","1","0"
"148","deferred","1","deferred","0","1","1","deferred","deferred","1","0","0","1","0","1","deferred","0","deferred","0","0","1","1","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"149","0","0","1","0","0","1","deferred","deferred","NA","deferred","0","1","1","1","deferred","0","1","deferred","deferred","1","0","deferred","deferred","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"150","deferred","1","1","0","0","deferred","1","deferred","1","0","0","1","deferred","1","1","0","deferred","0","0","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred"
"151","0","deferred","1","deferred","1","1","deferred","deferred","1","deferred","0","1","0","1","deferred","0","1","deferred","0","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"152","1","deferred","1","0","0","1","deferred","deferred","NA","0","0","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","0","NA","NA","deferred","NA","1","1","0","NA","NA","deferred","NA","deferred","deferred","1","deferred"
"153","1","1","1","0","1","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","0","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"154","deferred","deferred","deferred","0","deferred","1","1","1","1","deferred","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","deferred","1","deferred"
"155","1","1","deferred","0","deferred","1","1","1","1","deferred","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"156","deferred","0","deferred","0","0","1","0","deferred","NA","0","0","1","0","1","deferred","0","1","deferred","0","1","1","deferred","deferred","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"157","1","deferred","1","deferred","deferred","NA","NA","NA","NA","deferred","deferred","1","1","1","1","deferred","1","1","1","1","deferred","deferred","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","deferred","1","deferred"
"158","1","1","1","deferred","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","1","1","deferred","1","1","1","0","0","NA","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","1","1","1","deferred"
"159","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"160","1","1","1","deferred","1","deferred","NA","NA","NA","deferred","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","NA","NA","NA","NA","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"161","1","1","deferred","0","0","1","deferred","deferred","1","1","0","1","deferred","1","1","0","1","1","1","1","deferred","1","0","1","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"162","deferred","1","deferred","0","deferred","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","1","NA","NA","deferred","NA","1","1","1","NA","NA","deferred","NA","1","1","1","0"
"163","deferred","0","deferred","0","0","0","0","deferred","NA","deferred","0","1","0","1","deferred","0","0","0","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","deferred","NA","NA","deferred","NA","deferred","0","deferred","0"
"164","deferred","deferred","deferred","0","deferred","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","0","1","deferred","deferred","deferred","deferred","1","0","1","deferred","deferred","deferred","1","0","1","0"
"165","deferred","deferred","deferred","0","0","1","0","deferred","NA","0","0","1","deferred","deferred","1","0","1","deferred","deferred","1","deferred","1","0","NA","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"166","deferred","1","1","deferred","deferred","1","1","1","deferred","1","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","deferred","1","deferred","deferred","1","deferred","1","deferred","1","deferred","1","1","1","0"
"167","deferred","1","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","1","0","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"168","0","deferred","deferred","0","0","1","0","deferred","NA","0","0","1","0","1","deferred","0","1","1","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","1","0"
"169","1","1","1","deferred","0","1","1","1","deferred","1","0","1","deferred","1","1","1","1","1","1","1","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","0"
"170","deferred","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","1","0","deferred","NA","deferred","NA","deferred","0","1","0"
"171","0","deferred","deferred","0","0","1","0","deferred","1","0","0","1","0","1","deferred","0","1","deferred","0","deferred","1","deferred","0","1","1","0","deferred","deferred","1","0","1","1","deferred","deferred","1","1","1","0"
"172","deferred","0","1","0","0","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"61","0","0","1","deferred","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","1","1","0","1","0","0","NA","0","NA","1","1","0","0","NA","deferred","NA","1","1","1","1"
"62","0","0","1","0","deferred","1","0","deferred","NA","deferred","0","1","0","1","0","0","1","deferred","0","1","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"63","deferred","0","deferred","0","deferred","1","0","deferred","deferred","0","0","1","deferred","1","deferred","0","1","deferred","deferred","0","0","1","0","deferred","deferred","deferred","NA","0","1","0","NA","NA","deferred","NA","1","1","1","0"
"64","1","1","1","deferred","deferred","1","deferred","deferred","1","0","0","1","deferred","1","1","1","1","1","deferred","1","1","1","deferred","1","1","0","deferred","1","1","0","1","1","0","deferred","1","1","1","1"
"65","0","deferred","deferred","deferred","0","1","1","1","deferred","deferred","0","1","0","1","deferred","0","1","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","0"
"66","deferred","deferred","0","0","0","1","deferred","deferred","NA","0","0","1","deferred","1","deferred","0","1","1","0","deferred","0","1","0","deferred","NA","0","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"67","0","deferred","deferred","0","0","1","0","0","NA","deferred","0","1","0","1","0","0","1","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"68","deferred","1","deferred","0","0","1","1","deferred","1","1","0","1","deferred","1","deferred","0","1","1","1","1","deferred","deferred","1","1","1","1","deferred","deferred","1","1","1","1","deferred","deferred","1","1","1","0"
"69","0","deferred","deferred","0","deferred","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","deferred","deferred","1","deferred"
"70","deferred","deferred","1","0","0","deferred","1","deferred","1","0","0","1","deferred","1","1","0","1","0","0","1","0","1","deferred","deferred","deferred","0","deferred","0","1","deferred","1","1","deferred","deferred","1","1","1","0"
"71","0","deferred","deferred","0","deferred","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","deferred","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"72","0","0","deferred","0","0","deferred","0","deferred","1","0","0","deferred","0","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","1","deferred","0","deferred","0","0","deferred","1","deferred","deferred","NA","deferred","0","deferred","0"
"73","0","deferred","deferred","0","0","deferred","deferred","deferred","NA","0","0","1","0","1","0","0","deferred","deferred","deferred","1","0","deferred","0","NA","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","1","1","0"
"74","deferred","deferred","1","0","deferred","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","deferred","1","0","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","deferred","1","1","deferred"
"75","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","0","deferred","deferred","deferred","1","deferred","deferred","0","NA","NA","NA","NA","1","deferred","0","deferred","NA","deferred","NA","1","deferred","deferred","0"
"76","deferred","deferred","deferred","0","deferred","1","1","1","1","1","0","1","deferred","1","deferred","0","1","deferred","0","1","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","0"
"77","0","1","deferred","0","0","1","deferred","deferred","deferred","deferred","deferred","1","0","1","deferred","0","1","deferred","0","1","1","deferred","deferred","deferred","deferred","deferred","NA","1","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"78","0","deferred","deferred","deferred","deferred","1","0","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","0","NA","1","1","deferred","1","1","deferred","deferred","1","1","1","0"
"79","0","1","deferred","0","deferred","1","0","deferred","NA","0","0","1","1","1","deferred","0","1","1","0","1","1","0","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","1","1","deferred"
"80","1","1","1","deferred","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","1","deferred","1","1","deferred","1","NA","NA","deferred","NA","deferred","1","1","NA","NA","deferred","NA","1","1","1","1"
"81","deferred","1","1","deferred","0","1","1","1","deferred","deferred","0","1","deferred","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","0"
"82","deferred","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","0"
"83","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","deferred","deferred","deferred","0","0","1","1","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","1","1","1","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred"
"85","0","0","0","0","0","1","deferred","deferred","NA","0","0","1","0","1","1","0","0","deferred","0","deferred","0","0","0","NA","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","deferred","0","1","0"
"86","0","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","0","1","deferred","0","deferred","deferred","0","1","0","0","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","0","1","deferred"
"87","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"88","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","0","1","deferred","0","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","NA","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"89","deferred","0","deferred","0","0","1","0","deferred","NA","deferred","0","1","0","1","deferred","0","deferred","deferred","0","deferred","0","1","0","NA","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","0","deferred","1","deferred"
"90","deferred","deferred","deferred","0","0","1","0","deferred","deferred","deferred","0","1","0","1","deferred","0","1","deferred","0","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","0"
"91","deferred","deferred","deferred","0","0","1","1","1","1","0","0","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"92","deferred","0","1","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","1","0"
"93","deferred","0","deferred","0","0","1","0","deferred","1","0","0","1","deferred","1","deferred","0","1","deferred","0","deferred","0","deferred","0","1","deferred","0","deferred","deferred","1","0","deferred","0","deferred","deferred","deferred","0","1","0"
"94","0","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","deferred","deferred","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"95","0","0","deferred","0","0","1","0","deferred","1","0","0","1","0","1","deferred","0","1","deferred","0","deferred","0","1","0","1","1","0","deferred","deferred","1","0","1","1","deferred","deferred","deferred","deferred","1","0"
"96","0","deferred","deferred","0","0","1","0","deferred","1","0","0","1","deferred","1","deferred","0","1","deferred","0","1","0","1","0","1","1","0","deferred","1","1","0","1","1","deferred","deferred","1","1","1","0"
"97","deferred","deferred","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","deferred","1","0","deferred","deferred","NA","NA","deferred","NA","0","0","deferred","NA","NA","deferred","NA","1","0","1","0"
"98","deferred","1","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","deferred","deferred","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"99","0","0","deferred","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","0","1","0","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","0"
