"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"131","deferred","1","0","0","0","deferred","deferred","deferred","NA","deferred","0","1","0","1","1","0","1","0","0","1","deferred","1","0","deferred","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","1","1","1","deferred"
"132","0","0","deferred","deferred","0","1","0","deferred","NA","deferred","0","deferred","0","deferred","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","1","0"
"133","0","0","0","0","0","0","0","deferred","NA","deferred","0","deferred","0","deferred","0","0","0","0","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","0","NA","NA","deferred","NA","0","0","deferred","0"
"134","deferred","0","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"136","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","deferred","1","0","1","1","0","1","deferred","0","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","0","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"137","deferred","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"138","1","0","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","deferred","1","deferred","0","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","1","0"
"139","deferred","1","deferred","deferred","deferred","1","0","0","deferred","0","deferred","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","1","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","1","1","0"
"140","0","deferred","0","0","0","deferred","0","deferred","NA","deferred","deferred","1","deferred","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"141","deferred","0","deferred","0","0","1","deferred","deferred","NA","0","0","1","deferred","1","1","0","1","1","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","1","0","0","deferred","deferred","deferred","deferred","1","deferred","1","0"
"142","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","deferred"
"143","0","deferred","0","deferred","0","deferred","0","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"144","0","0","0","0","0","deferred","0","deferred","NA","NA","0","1","0","1","deferred","0","deferred","0","deferred","deferred","0","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","0","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"145","deferred","deferred","deferred","0","0","1","deferred","deferred","NA","deferred","0","1","0","1","1","0","1","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","deferred","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"146","deferred","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"147","deferred","deferred","deferred","0","deferred","1","1","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"148","deferred","1","deferred","deferred","1","1","1","1","1","0","0","1","deferred","1","1","0","1","deferred","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","deferred"
"149","0","0","1","0","0","1","1","1","NA","deferred","deferred","1","1","1","1","0","1","deferred","deferred","1","0","1","1","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"150","0","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","1","0","1","1","deferred","deferred","0","0","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","0","deferred","1","1"
"151","deferred","0","deferred","deferred","deferred","1","deferred","1","1","1","0","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"152","1","deferred","1","deferred","0","1","1","1","NA","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","deferred","1","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","deferred","deferred","1","1"
"153","1","1","1","0","1","1","1","1","deferred","deferred","deferred","1","deferred","1","1","1","1","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"154","deferred","deferred","deferred","deferred","0","deferred","1","1","1","deferred","deferred","1","1","1","1","0","1","1","0","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","deferred","1","deferred"
"155","1","1","deferred","0","0","1","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","0","deferred","0","1","0","0","NA","0","deferred","1","deferred","1","1","0","1","deferred","deferred","1","1","1","0","deferred","NA","0","NA","1","1","0","deferred","NA","0","NA","1","1","1","0"
"157","deferred","deferred","1","deferred","0","NA","NA","NA","NA","NA","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","deferred","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","NA","1","deferred","1","deferred"
"158","1","1","1","deferred","0","1","0","0","NA","deferred","0","1","deferred","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","1"
"159","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","0","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"160","1","1","1","deferred","deferred","deferred","NA","NA","NA","NA","deferred","1","1","1","1","1","1","1","1","1","deferred","deferred","NA","NA","NA","NA","NA","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"161","1","1","deferred","0","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","deferred","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","0"
"162","deferred","1","deferred","0","deferred","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","1","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"163","0","0","0","0","0","0","0","deferred","NA","deferred","deferred","deferred","0","deferred","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"164","deferred","deferred","deferred","deferred","1","deferred","0","0","1","1","0","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","deferred","1","1","deferred","1","1","1","deferred","1","deferred","1","deferred"
"165","deferred","0","deferred","0","0","1","0","0","NA","0","0","1","deferred","deferred","1","0","1","deferred","deferred","1","deferred","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"166","deferred","1","deferred","deferred","deferred","1","1","1","1","1","0","1","deferred","1","deferred","0","1","deferred","0","1","deferred","deferred","deferred","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","0","1","1","1","0"
"167","deferred","1","deferred","deferred","0","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","deferred","1","1","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"168","deferred","deferred","0","0","deferred","1","0","0","NA","deferred","0","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","0"
"169","1","deferred","1","1","0","1","1","deferred","1","1","deferred","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","deferred","deferred"
"170","deferred","deferred","deferred","deferred","0","deferred","0","deferred","NA","deferred","0","deferred","0","1","1","0","deferred","deferred","0","0","0","0","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","0","0","deferred","0"
"171","0","0","0","deferred","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"172","deferred","0","deferred","deferred","0","1","0","deferred","1","deferred","0","1","deferred","1","1","deferred","1","deferred","0","1","0","1","0","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"61","0","0","1","deferred","0","1","0","0","NA","NA","0","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"62","deferred","0","1","0","0","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","1","1","1","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","deferred","1","1","deferred"
"63","deferred","0","0","deferred","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","1","1","0","1","1","deferred","deferred","0","1","0","0","deferred","deferred","NA","0","1","0","deferred","NA","deferred","NA","1","1","1","0"
"64","1","1","1","1","deferred","1","1","1","1","deferred","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","1"
"65","deferred","deferred","deferred","0","0","deferred","deferred","deferred","deferred","deferred","0","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"66","deferred","deferred","deferred","0","deferred","1","deferred","1","NA","deferred","0","1","deferred","1","1","0","1","1","0","deferred","0","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","1","1","0"
"67","0","0","0","0","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"68","deferred","deferred","0","0","0","deferred","deferred","deferred","deferred","deferred","0","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"69","0","0","0","deferred","0","deferred","deferred","deferred","NA","deferred","0","1","0","1","0","0","deferred","0","deferred","deferred","0","0","0","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","0","0","1","deferred"
"70","deferred","deferred","1","0","0","1","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","0","deferred","deferred","0","1","0","deferred","0","0","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"71","deferred","deferred","deferred","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","0","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"72","deferred","0","deferred","0","0","deferred","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","1","deferred","1","0"
"73","0","0","0","deferred","deferred","0","deferred","deferred","NA","deferred","0","deferred","0","1","deferred","0","deferred","deferred","deferred","deferred","0","deferred","deferred","NA","NA","NA","NA","0","0","0","NA","NA","NA","NA","deferred","deferred","deferred","0"
"74","deferred","deferred","1","0","0","deferred","deferred","deferred","1","1","0","1","deferred","1","1","0","deferred","1","0","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","deferred","1","1"
"75","deferred","1","1","deferred","0","1","1","1","NA","deferred","deferred","1","1","1","1","deferred","1","deferred","deferred","1","1","1","deferred","NA","NA","NA","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"76","0","0","0","0","0","deferred","deferred","deferred","1","1","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","1","1","deferred","1","1","0","1","1","1","deferred","deferred","deferred","deferred","1","1","1","0"
"77","deferred","1","0","0","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","deferred","0","0","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","1","0","deferred","deferred","deferred","NA","1","deferred","1","deferred"
"78","deferred","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"79","deferred","deferred","0","0","deferred","1","deferred","deferred","NA","deferred","0","1","1","1","1","0","1","1","0","1","1","deferred","deferred","deferred","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","1","1","deferred"
"80","deferred","1","1","0","0","deferred","1","deferred","NA","deferred","0","1","deferred","1","1","0","1","1","1","1","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","1","1","1"
"81","1","1","deferred","deferred","0","1","1","1","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"82","1","1","1","1","deferred","1","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"83","1","1","1","1","deferred","1","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","0","deferred","1","0","1","0"
"84","deferred","0","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"85","0","0","0","deferred","0","deferred","deferred","deferred","NA","deferred","0","deferred","0","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","0","0","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","deferred","0","1","0"
"86","deferred","0","0","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"87","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","1","1","1","1","1","deferred","1","1","1","1","1","deferred","1","deferred","NA","1","NA","1","1","deferred","NA","NA","deferred","NA","1","1","1","1"
"88","0","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"89","deferred","0","deferred","0","deferred","1","0","deferred","NA","deferred","deferred","1","deferred","1","1","0","deferred","deferred","0","1","deferred","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","1","1"
"90","0","deferred","0","deferred","0","1","0","deferred","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"91","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","0","1","0","1","1","0","1","deferred","0","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","0","1","0"
"92","0","0","deferred","0","0","1","0","0","0","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","0","deferred","deferred","1","0","deferred","0","0","0","deferred","0","1","0"
"93","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","1","1","0","1","1","0","1","deferred","1","0","1","1","0","0","1","1","0","deferred","0","0","0","deferred","deferred","1","deferred"
"94","deferred","0","0","0","0","1","0","deferred","NA","deferred","deferred","1","0","1","1","0","deferred","0","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"95","deferred","0","0","0","0","1","0","deferred","1","deferred","0","1","0","1","deferred","0","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"96","deferred","0","0","0","0","1","0","deferred","deferred","deferred","0","1","0","1","1","0","1","0","0","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"97","deferred","deferred","deferred","0","0","0","0","0","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","deferred"
"98","0","deferred","0","deferred","0","1","deferred","deferred","1","1","0","1","deferred","1","1","0","1","1","0","1","1","0","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","1","1","deferred","deferred","1"
"99","0","0","0","deferred","deferred","deferred","0","deferred","NA","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
