"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"132","1","deferred","1","0","0","1","0","NA","NA","deferred","0","1","0","1","0","0","1","1","0","deferred","0","deferred","0","NA","NA","NA","NA","0","1","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"133","1","0","1","deferred","0","deferred","0","NA","NA","NA","0","1","0","1","0","deferred","1","1","0","0","0","deferred","0","NA","NA","NA","NA","0","0","deferred","0","NA","NA","NA","1","0","1","0"
"134","0","1","deferred","0","0","1","0","deferred","deferred","deferred","0","1","0","1","deferred","0","1","deferred","0","0","1","deferred","deferred","deferred","NA","NA","deferred","0","1","NA","deferred","NA","NA","deferred","1","1","1","0"
"135","deferred","1","1","0","deferred","1","deferred","deferred","NA","deferred","0","1","0","1","1","0","1","1","0","1","deferred","0","0","NA","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","1","1","0"
"136","deferred","deferred","1","0","0","1","0","NA","NA","NA","0","deferred","0","1","deferred","deferred","deferred","deferred","0","0","0","deferred","NA","NA","NA","NA","NA","0","1","NA","deferred","NA","NA","NA","deferred","0","deferred","0"
"137","deferred","deferred","1","0","0","1","0","NA","1","0","0","1","1","1","1","0","1","1","0","deferred","0","1","0","1","NA","NA","NA","deferred","deferred","NA","deferred","deferred","NA","NA","1","1","1","0"
"138","0","1","1","0","1","1","0","NA","1","0","0","1","1","1","1","0","1","1","0","1","deferred","1","0","1","deferred","deferred","1","1","1","0","1","deferred","deferred","1","1","deferred","1","0"
"139","deferred","deferred","1","0","deferred","1","0","NA","NA","deferred","0","1","1","1","0","0","1","1","0","1","0","1","0","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","0","1","0"
"140","1","0","1","0","0","1","0","NA","NA","NA","0","1","1","1","1","0","1","1","0","deferred","0","NA","0","NA","NA","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","0","1","0"
"141","1","0","deferred","0","0","1","1","0","NA","deferred","0","1","1","1","1","0","1","1","deferred","deferred","0","1","deferred","NA","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"142","1","1","1","0","1","1","1","deferred","1","deferred","1","1","1","1","1","0","1","1","0","deferred","1","1","1","1","1","deferred","NA","0","1","1","1","1","deferred","NA","1","1","1","deferred"
"143","0","deferred","deferred","0","1","1","1","deferred","1","0","deferred","1","1","1","1","0","1","deferred","0","1","0","1","1","1","1","0","NA","1","1","1","1","deferred","deferred","NA","1","1","1","deferred"
"144","deferred","0","deferred","0","0","1","0","NA","NA","deferred","deferred","1","1","1","1","0","1","deferred","1","1","deferred","deferred","0","NA","NA","NA","NA","1","1","0","deferred","NA","NA","NA","1","1","1","deferred"
"145","0","1","1","0","0","1","1","1","NA","NA","0","1","1","1","1","0","1","1","0","1","1","deferred","1","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","0"
"146","0","1","1","deferred","deferred","1","1","deferred","deferred","deferred","0","1","1","1","1","0","1","1","0","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","NA","deferred","1","1","1","0"
"147","deferred","deferred","1","0","0","1","1","1","deferred","deferred","0","1","1","1","deferred","0","1","1","0","1","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","1","1","0"
"148","1","1","1","0","1","1","0","deferred","1","0","0","1","deferred","1","deferred","0","deferred","deferred","0","1","deferred","deferred","0","1","NA","NA","NA","1","1","0","deferred","NA","NA","NA","deferred","deferred","1","0"
"149","0","0","1","0","deferred","1","0","deferred","NA","NA","0","1","1","1","deferred","0","1","1","deferred","1","0","deferred","0","NA","NA","NA","NA","1","1","0","deferred","NA","NA","NA","1","1","1","0"
"150","deferred","1","1","0","0","1","1","deferred","1","0","0","1","1","1","deferred","0","1","deferred","0","1","deferred","deferred","1","1","NA","NA","NA","deferred","1","1","deferred","NA","NA","NA","1","1","1","0"
"151","deferred","deferred","1","0","1","1","0","NA","1","0","0","1","0","1","0","0","1","1","0","deferred","deferred","deferred","0","1","NA","NA","NA","0","1","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"152","deferred","1","1","0","0","1","0","NA","NA","0","0","1","1","1","deferred","0","1","1","0","1","1","1","0","deferred","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","1","1","deferred"
"153","1","1","1","0","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","1","0","1","1","1","1","deferred","deferred","deferred","NA","1","1","1","deferred","deferred","NA","NA","1","1","1","1"
"154","1","deferred","deferred","0","deferred","1","deferred","deferred","1","0","0","1","1","1","1","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","1","deferred"
"155","1","1","1","0","1","1","1","deferred","1","0","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"156","1","deferred","1","0","deferred","1","0","NA","NA","0","0","1","0","1","0","0","1","1","0","1","1","0","deferred","NA","NA","NA","NA","1","1","deferred","0","NA","NA","NA","1","deferred","1","0"
"157","1","deferred","1","0","1","NA","NA","NA","NA","0","deferred","1","1","1","1","0","1","1","1","1","deferred","deferred","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","1","deferred"
"158","1","1","1","0","0","1","0","NA","NA","NA","0","1","1","1","1","1","1","1","1","1","1","deferred","0","NA","NA","NA","NA","1","0","0","0","NA","NA","NA","1","1","1","0"
"159","1","1","1","deferred","1","1","1","deferred","NA","NA","deferred","1","1","1","deferred","0","1","1","deferred","1","1","1","deferred","NA","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"160","1","1","1","0","1","NA","NA","NA","NA","0","1","1","1","1","1","0","1","1","1","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","1"
"161","deferred","1","1","0","0","1","0","deferred","1","1","0","1","1","1","deferred","0","1","1","1","1","deferred","1","0","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","NA","deferred","1","1","1","0"
"162","1","1","1","0","deferred","1","1","1","NA","0","0","1","1","1","1","0","1","1","0","1","1","1","1","NA","NA","NA","NA","1","1","1","NA","NA","NA","NA","1","1","1","0"
"163","deferred","0","1","0","0","0","0","NA","NA","NA","0","1","0","1","0","0","0","deferred","0","0","0","0","0","NA","NA","NA","NA","0","0","deferred","NA","NA","NA","NA","0","0","deferred","0"
"164","1","deferred","1","0","deferred","1","0","NA","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","1","deferred","deferred","NA","0","1","0","1","deferred","deferred","NA","1","deferred","1","0"
"165","1","deferred","1","0","0","1","0","NA","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","deferred","1","0","deferred","NA","NA","NA","0","1","deferred","1","NA","NA","NA","1","1","1","0"
"166","deferred","1","1","deferred","deferred","1","1","1","deferred","deferred","0","1","1","1","1","0","1","1","0","1","1","1","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","1","0"
"167","1","1","1","0","0","1","0","NA","1","0","0","1","1","1","deferred","0","1","1","0","1","1","1","0","1","1","1","1","1","1","deferred","1","1","NA","NA","1","1","1","1"
"168","0","deferred","1","0","0","1","0","NA","NA","0","0","1","0","1","0","0","1","1","0","1","0","0","NA","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","deferred","1","0"
"169","1","1","1","0","0","1","1","deferred","deferred","1","0","1","1","1","deferred","1","1","1","1","1","0","deferred","deferred","1","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","0"
"170","deferred","0","1","0","0","1","0","NA","NA","deferred","0","1","deferred","1","1","0","1","1","0","1","0","1","0","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"171","deferred","1","1","0","deferred","1","0","deferred","1","0","0","1","deferred","1","deferred","0","1","1","0","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","1","0","1","deferred","NA","deferred","1","1","1","0"
"172","1","deferred","1","deferred","deferred","1","0","NA","1","0","deferred","1","1","1","1","0","1","1","0","1","0","1","deferred","1","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"61","deferred","0","1","0","0","1","0","NA","NA","deferred","0","1","deferred","1","0","0","1","1","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","1","0","0","NA","NA","NA","deferred","1","1","deferred"
"62","deferred","0","1","0","deferred","1","0","NA","NA","NA","0","1","0","1","0","0","1","1","0","deferred","0","0","0","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"63","1","0","1","0","deferred","1","0","NA","NA","0","0","1","deferred","1","0","0","deferred","0","0","0","0","1","deferred","NA","NA","deferred","NA","0","1","deferred","deferred","NA","NA","NA","deferred","1","1","0"
"64","deferred","1","1","deferred","1","1","0","NA","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","0","NA","1","1","0","1","1","deferred","NA","1","1","1","1"
"65","0","deferred","1","deferred","0","1","1","deferred","deferred","deferred","0","1","deferred","1","0","0","1","1","0","deferred","deferred","deferred","1","1","NA","deferred","deferred","deferred","1","1","deferred","NA","NA","NA","deferred","deferred","1","0"
"66","deferred","0","deferred","0","0","1","0","NA","NA","deferred","0","1","deferred","1","0","0","1","1","0","deferred","0","deferred","0","deferred","NA","deferred","NA","1","1","0","0","NA","NA","NA","deferred","deferred","1","0"
"67","deferred","deferred","1","0","0","1","0","deferred","NA","deferred","0","1","0","1","0","0","deferred","deferred","0","0","0","0","0","NA","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","deferred","0","1","0"
"68","deferred","1","1","deferred","deferred","1","1","deferred","1","1","0","1","1","1","deferred","0","1","1","1","1","deferred","deferred","1","1","1","1","NA","deferred","1","1","1","1","deferred","NA","1","1","1","0"
"69","0","1","1","deferred","NA","1","deferred","NA","NA","NA","deferred","1","1","1","deferred","0","1","1","0","deferred","deferred","1","NA","NA","NA","NA","NA","deferred","1","NA","NA","NA","NA","NA","1","1","1","deferred"
"70","1","0","1","0","0","0","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","0","deferred","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","NA","0","deferred","deferred","deferred","deferred","NA","NA","deferred","1","1","0"
"71","0","deferred","1","deferred","deferred","1","0","NA","1","0","0","1","1","1","deferred","0","1","1","1","1","1","deferred","0","1","1","0","deferred","1","1","0","1","1","deferred","NA","1","1","1","0"
"72","deferred","deferred","1","0","0","deferred","0","NA","deferred","deferred","0","deferred","0","1","0","0","0","1","0","0","0","0","0","deferred","deferred","deferred","NA","0","0","deferred","deferred","deferred","NA","NA","0","0","0","0"
"73","deferred","deferred","1","0","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","0","deferred","0","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","0"
"74","deferred","0","1","0","deferred","1","0","NA","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","1","deferred","deferred","NA","1","1","0","1","deferred","NA","NA","1","1","1","0"
"75","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","0","0","deferred","1","0","1","deferred","0","deferred","NA","NA","deferred","NA","1","deferred","deferred","deferred","NA","NA","NA","1","deferred","deferred","0"
"76","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","1","1","deferred","0","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","1","1","0"
"77","deferred","1","1","0","0","1","0","NA","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","deferred","0","deferred","deferred","NA","NA","1","deferred","0","deferred","deferred","NA","NA","deferred","deferred","deferred","0"
"78","0","1","1","deferred","deferred","1","0","NA","1","0","0","1","1","1","deferred","0","1","1","0","1","1","1","deferred","1","1","0","NA","1","1","deferred","1","1","NA","NA","1","1","1","0"
"79","0","1","1","0","deferred","1","0","deferred","NA","0","0","1","deferred","1","0","0","deferred","1","0","1","1","0","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1","1","deferred","0"
"80","deferred","1","1","1","0","1","1","1","NA","0","0","1","1","1","1","0","1","1","deferred","deferred","1","deferred","1","NA","NA","0","NA","0","1","1","NA","NA","deferred","NA","1","1","1","1"
"81","0","1","1","0","deferred","1","1","1","deferred","deferred","0","1","1","1","0","1","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","1","1","1","1","1","deferred","NA","1","1","1","0"
"82","deferred","deferred","1","0","0","1","0","deferred","NA","NA","0","1","deferred","1","0","deferred","deferred","1","0","deferred","0","0","0","NA","NA","NA","NA","1","1","0","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"83","1","1","1","0","1","1","1","deferred","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","0"
"84","deferred","deferred","1","deferred","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","0","1","1","1","1","deferred","deferred","1","1","1","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","0"
"85","0","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","0","1","deferred","0","0","deferred","0","0","0","0","deferred","NA","NA","NA","NA","0","0","deferred","deferred","NA","NA","NA","0","0","deferred","0"
"86","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","1","0","1","deferred","0","1","1","0","1","deferred","deferred","NA","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","0","deferred","deferred"
"87","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","NA","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","deferred"
"88","1","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","1","1","1","1","0","0","deferred","deferred","deferred","NA","1","0","0","0","deferred","NA","NA","deferred","deferred","deferred","0"
"89","deferred","0","deferred","0","deferred","1","0","NA","NA","NA","0","1","deferred","1","deferred","0","1","1","0","deferred","0","deferred","0","deferred","NA","NA","NA","deferred","deferred","0","deferred","NA","NA","NA","deferred","1","1","0"
"90","1","0","1","0","0","1","0","NA","NA","NA","0","1","0","1","0","0","1","1","0","0","0","0","0","deferred","NA","NA","NA","0","deferred","deferred","deferred","deferred","NA","NA","deferred","0","deferred","0"
"91","1","0","1","0","deferred","1","1","deferred","deferred","deferred","0","1","1","1","1","0","1","1","0","1","0","1","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"92","1","0","1","deferred","0","1","0","NA","NA","deferred","0","1","1","1","1","0","deferred","1","0","deferred","0","1","0","NA","NA","NA","NA","deferred","deferred","NA","deferred","NA","NA","NA","1","deferred","1","0"
"93","1","0","1","0","0","1","0","NA","deferred","0","0","1","1","1","deferred","0","1","deferred","0","deferred","0","0","0","1","deferred","deferred","NA","0","1","0","0","deferred","NA","NA","1","0","1","0"
"94","deferred","0","1","0","0","0","0","NA","NA","NA","0","1","deferred","1","0","0","1","1","0","1","0","0","0","NA","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"95","0","0","1","0","0","1","0","NA","deferred","deferred","0","1","deferred","1","0","0","1","1","0","0","0","1","0","1","deferred","deferred","NA","0","1","deferred","deferred","deferred","NA","NA","deferred","1","1","0"
"96","deferred","deferred","1","0","deferred","1","0","NA","deferred","deferred","0","1","1","1","deferred","0","1","1","0","1","0","1","0","1","deferred","deferred","NA","1","1","0","1","deferred","NA","NA","1","1","1","0"
"97","1","1","1","0","0","deferred","0","NA","NA","NA","0","1","1","1","1","0","deferred","1","0","1","deferred","deferred","deferred","NA","NA","NA","NA","0","0","deferred","deferred","NA","NA","NA","1","0","1","0"
"98","deferred","1","1","0","0","1","deferred","NA","1","deferred","0","1","deferred","1","deferred","0","1","1","0","1","1","1","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","NA","NA","1","1","1","0"
"99","deferred","0","1","0","0","1","0","NA","NA","deferred","0","1","1","1","1","0","1","1","0","1","0","1","0","NA","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","1","1","0"
