publication_id,quote,best_match_source,best_match,similarity
106,The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review,prompt,The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review,100.0
106,"If heterogeneity exists a random effects model should be used and/or the clinical appropriateness of combining should be taken into consideration (i.e., is it sensible to combine?).",prompt,"If heterogeneity exists a random effects model should be used and/or the clinical appropriateness of combining should be taken into consideration (i.e., is it sensible to combine?).",100.0
106,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",prompt,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",100.0
106,Must indicate source of funding or support for the systematic review AND for each of the included studies.,prompt,Must indicate source of funding or support for the systematic review AND for each of the included studies.,100.0
106,"Identify the report as a systematic review, meta-analysis, or both.",prompt,"Identify the report as a systematic review, meta-analysis, or both.",100.0
106,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",prompt,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",100.0
106,Describe the rationale for the review in the context of what is already known.,prompt,Describe the rationale for the review in the context of what is already known.,100.0
106,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",prompt,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",100.0
106,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",prompt,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",100.0
106,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",prompt,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",100.0
106,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",prompt,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",100.0
106,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",prompt,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",100.0
106,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",prompt,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",100.0
106,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",prompt,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",100.0
106,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",prompt,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",100.0
106,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",prompt,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",100.0
106,"State the principal summary measures (e.g., risk ratio, difference in means).",prompt,"State the principal summary measures (e.g., risk ratio, difference in means).",100.0
106,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",prompt,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",100.0
106,"For each study, present characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",prompt,"For each study, present characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",100.0
106,"Present data on risk of bias of each study and, if available, any outcome level assessment (see item P12).",prompt,"Present data on risk of bias of each study and, if available, any outcome level assessment (see item P12).",100.0
106,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group (b) effect estimates and confidence intervals, ideally with a forest plot.",prompt,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group (b) effect estimates and confidence intervals, ideally with a forest plot.",100.0
106,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., healthcare providers, users, and policy makers).",prompt,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., healthcare providers, users, and policy makers).",100.0
106,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review-level (e.g., incomplete retrieval of identified research, reporting bias).",prompt,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review-level (e.g., incomplete retrieval of identified research, reporting bias).",100.0
106,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",prompt,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",100.0
106,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",prompt,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",100.0
107,"An electronic literature search of all articles from inception to February 2009 was conducted using Medline, the Cochrane Library, SCI, EMBASE, and the Chinese Biomedical Literature Database",fulltext,"An electronic literature search of all articles from inception to February 2009 was conducted using Medline, the Cochrane Library, SCI, EMBASE, and the Chinese Biomedical Literature Database",100.0
107,"Data were extracted by 2 independent investigators, and discrepancies were discussed to reach consensus.",fulltext,"Data were extracted by 2 independent investigators, and dis-
crepancies were discussed to reach consensus",99.03846153846155
107,"An electronic literature search of all articles from inception to February 2009 was conducted using Medline, the Cochrane Library, SCI, EMBASE, and the Chinese Biomedical Literature Database, using the following text and keywords in combination both as MeSH terms and text words: “pyloric stenosis”, “pylorostenosis”, “pyloristenosis” and “pyloromyotomy” in combination with “laparoscop*”.",fulltext,"An electronic literature search of all articles from inception to
February 2009 was conducted using Medline, the Cochrane
Library, SCI, EMBASE, and the Chinese Biomedical Literature
Database, using the following text and keywords in combination
both as MeSH terms and text words: “ pyloric stenosis” , “pyloros-
tenosis” , “ pyloristenosis” and “ pyloromyotomy” in combination
with “ laparoscop",97.94344473007712
107,3 studies totaling 492 infants were finally eligible for this study (Figure 1).,fulltext,"led trials with 492
infants were fi nally eligible for this study (
●
▶ 
Fig.",75.9493670886076
107,Baseline characteristics of included trials are summarized in Table 1.,fulltext,"Baseline characteristics of included trials are summarized
in 
●
▶ 
Table 1",97.14285714285714
107,"Using the quality assessment instrument of the Cochrane Handbook version 5.0.1 [11], we assigned ‘Yes’ for low risk of bias, ‘No’ for high risk of bias, or ‘Unclear’ for uncertain risk of bias.",fulltext,"Using the quality assessment instrument of the Cochrane Hand-
book version 5.0.1 [11], we assigned ‘Yes’ for low risk of bias, ‘No’
for high risk of bias, or ‘Unclear’ for uncertain risk of bias",98.96373056994818
107,"All studies described an adequate random sequence generation, allocation concealment and blinding. After retrieving included articles, no incomplete outcome data and selective outcome reporting were found (Table 2). Therefore, the magnitude of LP compared with OP used in this systematic review was high quality with a low risk of bias.",fulltext,"All
studies described an adequate random sequence generation,
allocation concealment and blinding. After retrieving included
articles, no incomplete outcome data and selective outcome
reporting were found (
●
▶ 
Table 2). Therefore, the magnitude of
LP compared with OP used in this systematic review was high
quality with a low risk of bias",97.91666666666666
107,Heterogeneity among studies was estimated by the use of the I2 statistic... Potential causes of heterogeneity were explored by carrying out sensitivity and subgroup analyses if available.,fulltext,"heteroge-
neity among few trials, and should be interpreted with caution
[12] . Potential causes of heterogeneity were explored by carry-
ing out sensitivity and subgroup analyses if available",81.28342245989305
107,Open versus Laparoscopic Pyloromyotomy for Pyloric Stenosis: A Meta-analysis of Randomized Controlled Trials,fulltext,Open versus Laparoscopic Pyloromyotomy for Pyloric Stenosis: A Meta-analysis of Randomized Controlled Trials,100.0
107,"Data were extracted by 2 independent investigators, and discrepancies were discussed to reach consensus.",fulltext,"Data were extracted by 2 independent investigators, and dis-
crepancies were discussed to reach consensus",99.03846153846155
107,Results are expressed as SMD for continuous variables and OR for dichotomous outcomes,fulltext,Results are expressed as SMD for continuous variables and OR for dichotomous outcomes,100.0
108,We used a Dephi-like method [17] to determine the issues of greatest concern to pediatric surgeons regarding the surgical management of CPAM.,fulltext,"We used a Dephi-like method [17] to determine the issues of
greatest concern to pediatric surgeons regarding the surgical manage-
ment of CPAM",98.58156028368793
108,Two independent reviewers conducted all article screening.,fulltext,Two independent reviewers conducted all article screening.,100.0
108,"One reviewer extracted all data from the included studies, and another checked it for accuracy and completeness.",fulltext,"One reviewer extracted all data from the included studies, and an-
other checked it for accuracy and completeness",99.10714285714286
108,"We conducted an electronic literature search of the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (1966 onwards), EMBASE (1980 onwards), CINAHL (1982 onwards), and PubMed (1966 onwards) in January 2015.",fulltext,"we conducted an electronic literature
search of the Cochrane Central Register of Controlled Trials (CENTRAL),
MEDLINE (1966 onwards), EMBASE (1980 onwards), CINAHL (1982 on-
wards), and PubMed (1966 onwards) in January 2015",98.1981981981982
108,We used the Methodological Index for Non-Randomized Studies (MINORS) to assess the quality of the included studies.,fulltext,We used the Methodological Index for Non-Randomized Studies (MINORS) to assess the quality of the included studies.,100.0
108,We performed a systematic review and meta-analysis comparing elective resection versus expectant management.,fulltext,We performed a systematic review and meta-analysis comparing elective resection versus expectant management.,100.0
108,"to conduct a systematic review and meta-analysis of all published literature comparing the postoperative outcomes associated with elective surgery (while asymptomatic) versus those following surgery as part of expectant management (i.e., performing surgery only upon the development of symptoms) in children born with asymptomatic CPAM lesions.",fulltext,"to conduct a systematic review and meta-analysis
of all published literature comparing the postoperative outcomes asso-
ciated with elective surgery (while asymptomatic) versus those follow-
ing surgery as part of expectant management (i.e., performing surgery
only upon the development of symptoms) in children born with asymp-
tomatic CPAM lesions",99.12790697674419
108,"One reviewer extracted all data from the included studies, and another checked it for accuracy and completeness.",fulltext,"One reviewer extracted all data from the included studies, and an-
other checked it for accuracy and completeness",99.10714285714286
109,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane Database of Systematic Reviews database through June 1, 2012.",fulltext,"We reviewed Medline citations between January 1, 1996 and June 1, 2012 and the Cochrane Database of Systematic Reviews database through June 1, 2012.",100.0
109,Data abstraction was conducted independently by the same two investigators from the studies that met inclusion criteria.,fulltext,Data abstraction was conducted independently by the same two investigators from the studies that met inclusion criteria.,100.0
109,The search terms used were “gastroschisis” and [(“treatment outcome” or “prognosis”) or randomized controlled trials].,fulltext,The search terms used were “gastroschisis” and [(“treatment outcome” or “prognosis”) or randomized controlled trials].,100.0
109,Heterogeneity was assessed by the I2 statistic.,fulltext,"Heterogeneity was assessed by the I
2
statistic",95.74468085106383
109,Primary Fascial Closure versus Staged Closure with Silo in Patients with Gastroschisis: A Meta-Analysis,fulltext,Primary Fascial Closure versus Staged Closure with Silo in Patients with Gastroschisis: A Meta-Analysis,100.0
110,This study was performed according to guidelines from the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) [6].,fulltext,This study was performed according to guidelines from the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) [6].,100.0
110,"Two independent researchers (R.L. and R.M.) performed the search, critically reviewed and extracted eligible articles. Bibliographies of identified studies were examined to identify any additional eligible studies. Duplicate listed articles were deleted. Two other independent researchers (A.A. and A.W.) confirmed the inclusion of appropriate citations based on study definitions and aims.",fulltext,"
reviewed and extracted eligible articles. Bibliographies of identified
studies were examined to identify any additional eligible studies. Dupli-
cate listed articles were deleted. Two other independent researchers
(A.A. and A.W.) confirmed the inclusion of appropriate citations based
on study definitions and aims",79.23076923076923
110,"An online database search for all articles published between January 1993 and January 2014 on pediatric patients using the following keywords was performed: “heterotaxy”, “rotation”, “volvulus”, “Ladd procedure”, “Ivemark”, “asplenia”, and “polysplenia”. Searches were repeated in PubMed, Medline, CINAHL, and Cochrane library.",fulltext,"An online database search for all articles published between January
1993 and January 2014 on pediatric patients using the following key-
words was performed: “heterotaxy”, “rotation”, “volvulus”, “Ladd pro-
cedure”, “Ivemark”, “asplenia”, and “polysplenia”. Searches were
repeated in PubMed, Medline, CINAHL, and Cochrane library",99.08256880733946
110,Eleven retrospective studies describing 649 HS patients were identified.,fulltext,Eleven retrospective studies describing 649 HS patients were identified.,100.0
110,Observation versus prophylactic Ladd procedure for asymptomatic intestinal rotational abnormalities in heterotaxy syndrome: A systematic review,fulltext,Observation versus prophylactic Ladd procedure for asymptomatic intestinal rotational abnormalities in heterotaxy syndrome: A systematic review,100.0
111,Paediatric sutureless circumcision: a systematic literature review,fulltext,Paediatric sutureless circumcision: a systematic literature review,100.0
111,"At least two electronic sources should be searched. The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE).",prompt,"At least two electronic sources should be searched. The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE).",100.0
112,"We have therefore performed a systematic review and meta-analysis of studies that compares survival, CDH recurrence risk, operative time and prosthetic patch usage between CDH neonates whose repair was approached by MIS and those where it was undertaken by open surgery.",fulltext,"we have per-
formed a systematic review and meta-analysis of studies that com-
pares survival, CDH recurrence risk, operative time and prosthetic
patch usage between CDH neonates whose repair was approached
by MIS and those where it was undertaken by open surgery",94.81481481481482
112,Two independent reviewers reviewed all studies in abstract form.,fulltext,Two independent reviewers reviewed all studies in abstract form.,100.0
112,"MEDLINE (1950 to present), Embase (1980 to present) and Cochrane Controlled Trials Register databases were searched",fulltext,"MEDLINE (1950 to present), Embase (1980 to present) and Cochrane Controlled Trials Register databases were searched",100.0
112,Relevant conference proceedings were also searched for abstracts of appropriate studies.,fulltext,Relevant conference proceedings were also searched for abstracts of appropriate studies.,100.0
113,"Data were obtained from PubMed, MEDLINE, and citation review.",fulltext,"Data were obtained from PubMed, MEDLINE, and citation review.",100.0
113,PubMed and other databases of the English literature (up to August 2009) were analyzed.,fulltext,PubMed and other databases of the English literature (up to August 2009) were analyzed.,100.0
113,Antibiotics and appendicitis in the pediatric population: an American Pediatric Surgical Association Outcomes and Clinical Trials Committee Systematic Review,fulltext,Antibiotics and appendicitis in the pediatric population: an American Pediatric Surgical Association Outcomes and Clinical Trials Committee Systematic Review,100.0
114,The research question and inclusion criteria should be established before the conduct of the review.,prompt,The research question and inclusion criteria should be established before the conduct of the review.,100.0
114,"This study aimed to review current practices in pediatric blunt renal trauma management and to highlight current practices in conservative protocols, success rates of conservative management strategies, as well as short- and long-term outcomes of blunt renal trauma management.",fulltext,"This study aimed to review current practices in pediatric blunt renal trauma management and to highlight current practices in conservative protocols, success rates of conservative management strategies, as well as short- and long-term outcomes of blunt renal trauma management.",100.0
114,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,prompt,There should be at least two independent data extractors and a consensus procedure for disagreements should be in place.,100.0
114,"At least two electronic sources should be searched. The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE).",prompt,"At least two electronic sources should be searched. The report must include years and databases used (e.g., Central, EMBASE, and MEDLINE).",100.0
114,"A search of all original research studies was conducted using PubMed, Ovid, and the Cochrane Library. The following search was performed in PubMed: (Renal or Kidney) AND (Pediatric or Children) AND Trauma AND Management. Publications were limited to publish date after January 1, 2000.",fulltext," PubMed, Ovid, and the Cochrane Library. The following search was performed in each of
the three databases: (Renal or Kidney) AND (Pediatric or Children) AND Trauma AND Management. Publications were
limited to publish date after January 1, 2000",76.49122807017544
114,The authors should state that they searched for reports regardless of their publication type.,prompt,The authors should state that they searched for reports regardless of their publication type.,100.0
114,A list of included and excluded studies should be provided.,prompt,A list of included and excluded studies should be provided.,100.0
114,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",prompt,"In an aggregated form such as a table, data from the original studies should be provided on the participants, interventions and outcomes.",100.0
114,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria).",prompt,"'A priori' methods of assessment should be provided (e.g., for effectiveness studies if the author(s) chose to include only randomized, double-blind, placebo controlled studies, or allocation concealment as inclusion criteria).",100.0
114,Bias was assessed using the Cochrane risk of bias assessment tool (Fig. 1).,fulltext,Bias was assessed using the Cochrane risk of bias assessment tool (Fig. 1).,100.0
114,"The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review, and explicitly stated in formulating recommendations.",prompt,"The results of the methodological rigor and scientific quality should be considered in the analysis and the conclusions of the review, and explicitly stated in formulating recommendations.",100.0
114,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",prompt,"For the pooled results, a test should be done to ensure the studies were combinable, to assess their homogeneity (i.e., Chi-squared test for homogeneity, I2).",100.0
114,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",prompt,"An assessment of publication bias should include a combination of graphical aids (e.g., funnel plot, other available tests) and/or statistical tests (e.g., Egger regression test, Hedges-Olken).",100.0
114,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,prompt,Potential sources of support should be clearly acknowledged in both the systematic review and the included studies.,100.0
115,"A search was made for all studies published up until 31 August 2010 using the terms “lymphatic sparing varicocelectomy”, “laparoscopy”, “adolescent” and “children” in the Medline (using PubMed as the search engine), Embase, Ovid, Web of Science, and Cochrane databases.",fulltext,"A search
was made for all studies published up until 31 August 2010
using the terms “lymphatic sparing varicocelectomy”, “laparos-
copy” , “adolescent ” and “children ” in the Medline (using PubMed
as the search engine), Embase, Ovid, Web of Science, and
Cochrane databases",98.14126394052045
115,"The citations and/ or abstracts or the full text of all potentially relevant studies were independently evaluated and selected by 3 reviewers (LZL, GJ and TQS), and any disagreements were resolved by consensus.",fulltext,"The citations and/ or abstracts or the full text
of all potentially relevant studies were independently evaluated
and selected by 3 reviewers (LZL, GJ and TQS), and any disagree-
ments were resolved by consensus",98.57142857142858
115,"A search was made for all studies published up until 31 August 2010 using the terms “lymphatic sparing varicocelectomy”, “laparoscopy”, “adolescent” and “children” in the Medline (using PubMed as the search engine), Embase, Ovid, Web of Science, and Cochrane databases.",fulltext,"A search
was made for all studies published up until 31 August 2010
using the terms “lymphatic sparing varicocelectomy”, “laparos-
copy” , “adolescent ” and “children ” in the Medline (using PubMed
as the search engine), Embase, Ovid, Web of Science, and
Cochrane databases",98.14126394052045
115,A systematic review and meta-analysis was performed using odds ratios (ORs) for dichotomous variables.,fulltext,A systematic review and meta-analysis was performed using odds ratios (ORs) for dichotomous variables.,100.0
115,ORs were used for the analysis of dichotomous variables. The CI was established at 95%.,fulltext,ORs were used for the analysis of dichotomous variables. The CI was established at 95%.,100.0
116,This systematic review and meta-analysis were undertaken with a prospective protocol according to the latest guidelines of meta-analysis (PRISMA) [14].,fulltext,"This systematic review and meta-analysis were under-
taken with a prospective protocol according to the latest
guidelines of meta-analysis (PRISMA) [14",98.01324503311258
116,"Two investigators independently assessed selected studies and extracted the following information: study characteristics, quality, outcomes data, etc.",fulltext,"Two investigators independently asses-
sed selected studies and extracted the following informa-
tion: study characteristics, quality, outcomes data, etc",99.33333333333333
116,"We conducted a systematic search of the online databases, including Medline, Ovid, Elsevier, Google Scholar Embase, Cohrane library, for studies published between 1995 and 2014 with no limits for publication language, place of study origin and sample size of the studies.",fulltext,"We conducted a system-
atic search of the online databases, including Medline,
Ovid, Elsevier, Google Scholar Embase, Cohrane library,
for studies published between 1995 and 2014 with no
limits for publication language, place of study origin and
sample size of the studies",98.1549815498155
116,The characteristics of these 11 studies are listed in Table 1.,fulltext,The characteristics of these 11 studies are listed in Table 1.,100.0
116,"In the presence of significant heterogeneity, pooled estimates of the ORs and MDs were calculated using a random-effects approach [20].",fulltext,"In the presence of significant heterogeneity, pooled estimates of the ORs and MDs were calculated using a random-effects approach [20].",100.0
116,Laparoscopic portoenterostomy versus open portoenterostomy for the treatment of biliary atresia: a systematic review and meta-analysis of comparative studies,fulltext,"Laparoscopic portoenterostomy versus open portoenterostomy
for the treatment of biliary atresia: a systematic review and meta-
analysis of comparative studies",99.36305732484077
116,"Since first reported by Kasai and Suzuki [8] in 1959, portoenterostomy (PE) remains the mainstay of treating BA.",fulltext,"Since first reported by Kasai and Suzuki [8] in 1959, portoenterostomy (PE) remains the mainstay of treating BA.",100.0
