"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"110","deferred","deferred","1","0","deferred","1","0","NA","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","1","0"
"111","deferred","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","1","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"112","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","1","deferred","NA","NA","1","deferred","deferred","1","deferred","NA","NA","1","1","1","0"
"113","1","deferred","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","0","1","1","0","deferred","0","0","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","0","deferred","0"
"114","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","deferred","1","deferred","deferred","1","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"115","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","deferred","1","deferred"
"116","deferred","deferred","1","0","deferred","1","deferred","deferred","deferred","0","deferred","1","1","1","deferred","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","1","deferred","1","deferred"
"117","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","1","1","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"118","1","1","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","NA","1","1","1","1","deferred","deferred","NA","1","1","1","deferred"
"119","deferred","deferred","1","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","1","deferred"
"120","1","deferred","1","0","deferred","1","deferred","deferred","1","deferred","0","1","1","1","1","0","1","1","deferred","1","1","1","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","NA","NA","1","1","1","deferred"
"121","1","deferred","deferred","0","1","1","deferred","deferred","1","1","deferred","1","1","1","1","0","1","1","deferred","1","deferred","deferred","0","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"122","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred"
"123","1","deferred","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","1","deferred","1","deferred","deferred","deferred","NA","NA","deferred","1","deferred","deferred","deferred","NA","NA","1","1","1","0"
"124","deferred","deferred","1","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","NA","deferred","1","deferred","1","deferred","NA","NA","1","1","1","0"
"125","deferred","0","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","1","0"
"126","1","deferred","1","deferred","deferred","1","deferred","NA","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","NA","1","1","deferred","deferred","deferred","NA","NA","1","deferred","1","0"
"127","1","0","1","deferred","deferred","1","deferred","NA","NA","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","0","deferred","0","0","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"128","deferred","deferred","deferred","deferred","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"129","1","1","1","0","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","NA","NA","1","1","1","deferred"
"130","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","1","deferred"
"131","1","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"132","deferred","deferred","1","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","1","0","deferred","0","deferred","0","deferred","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"133","deferred","0","deferred","deferred","0","deferred","0","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","NA","NA","NA","0","0","deferred","deferred","NA","NA","NA","deferred","deferred","1","0"
"134","deferred","1","deferred","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","0","deferred","1","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","1","1","1","deferred"
"135","deferred","deferred","1","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"136","deferred","deferred","deferred","0","deferred","1","0","deferred","NA","NA","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"137","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","deferred","1","0"
"138","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","1","0","1","1","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"139","deferred","deferred","deferred","deferred","deferred","1","0","deferred","NA","deferred","deferred","1","1","1","deferred","0","1","1","0","deferred","0","deferred","0","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"140","1","0","deferred","deferred","deferred","1","deferred","deferred","NA","NA","deferred","1","1","1","1","0","1","1","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","deferred","1","deferred"
"141","1","0","deferred","deferred","0","1","deferred","deferred","NA","deferred","deferred","1","1","1","1","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","1","deferred","deferred","NA","NA","deferred","1","1","1","deferred"
"142","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","1","1","deferred","deferred","deferred","NA","1","1","1","deferred"
"143","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","1","1","1","0","1","deferred","0","1","deferred","deferred","1","1","deferred","deferred","NA","1","1","deferred","1","deferred","deferred","NA","1","1","1","deferred"
"144","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"145","deferred","deferred","1","deferred","0","1","deferred","deferred","NA","NA","0","1","1","1","deferred","0","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"146","deferred","1","1","deferred","deferred","1","1","deferred","deferred","deferred","0","1","1","1","1","0","1","1","deferred","1","1","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","NA","deferred","1","1","1","deferred"
"147","deferred","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","0","1","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","1","1","0"
"148","deferred","1","1","0","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","deferred","0","1","NA","NA","NA","1","1","0","deferred","NA","NA","NA","deferred","deferred","1","deferred"
"149","deferred","0","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"150","deferred","deferred","1","deferred","deferred","1","1","deferred","1","0","deferred","1","1","1","deferred","0","1","deferred","0","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"151","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"152","deferred","deferred","1","deferred","deferred","1","deferred","NA","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"153","deferred","1","1","0","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","deferred"
"154","1","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"155","1","1","1","0","deferred","1","1","deferred","1","0","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"156","1","deferred","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"157","1","deferred","1","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","1","1","deferred","0","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"158","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0","NA","NA","NA","1","1","1","0"
"159","1","deferred","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"160","1","1","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"161","deferred","1","1","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","NA","deferred","1","1","1","deferred"
"162","deferred","1","1","deferred","deferred","deferred","1","deferred","NA","deferred","deferred","1","1","1","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","1","deferred"
"163","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","1","deferred","deferred","deferred","deferred","0","0","0","0","0","deferred","NA","NA","NA","0","0","deferred","deferred","NA","NA","NA","deferred","0","deferred","deferred"
"164","deferred","deferred","1","deferred","deferred","1","deferred","NA","1","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","1","0","1","deferred","deferred","NA","1","deferred","1","deferred"
"165","1","deferred","1","0","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"166","deferred","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","1","0"
"167","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","NA","NA","1","1","1","deferred"
"168","deferred","deferred","1","deferred","deferred","1","deferred","NA","NA","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"169","1","1","1","deferred","0","1","1","deferred","deferred","1","0","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"170","deferred","0","1","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"171","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","NA","deferred","1","1","1","0"
"172","deferred","deferred","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","deferred","1","deferred","1","deferred","1","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"61","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","1","1","deferred"
"62","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","deferred","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"63","deferred","deferred","1","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","1","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","NA","NA","deferred","1","1","0"
"64","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","1","1","1","1","1","1","1","0","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","0","1","deferred","deferred","NA","1","1","1","1"
"65","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","NA","deferred","deferred","1","deferred"
"66","deferred","deferred","deferred","deferred","0","1","deferred","NA","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","NA","NA","deferred","deferred","1","0"
"67","deferred","deferred","1","0","0","1","0","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"68","deferred","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","1","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","1","deferred","deferred","deferred","deferred","NA","1","1","1","0"
"69","deferred","deferred","1","deferred","deferred","1","deferred","deferred","NA","NA","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"70","1","deferred","1","0","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","1","1","deferred"
"71","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","deferred","0","1","1","deferred","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","1","0"
"72","deferred","deferred","1","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","0"
"73","deferred","deferred","1","0","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","1","0","1","0","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","0"
"74","deferred","0","1","0","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","1","1","0","1","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","NA","NA","1","1","1","deferred"
"75","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","0","deferred","1","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","deferred","deferred","NA","NA","NA","1","deferred","deferred","deferred"
"76","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","0","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","1","1","1","0"
"77","deferred","1","1","0","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","1","deferred","deferred","0","deferred","deferred","NA","NA","1","deferred","0","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred"
"78","deferred","1","1","deferred","deferred","1","0","deferred","1","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","NA","NA","1","1","1","deferred"
"79","deferred","1","deferred","0","deferred","1","0","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","1","1","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","1","deferred","deferred"
"80","deferred","1","1","deferred","0","1","1","deferred","NA","deferred","deferred","1","1","1","1","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"81","deferred","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","NA","1","1","1","deferred"
"82","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"83","1","1","1","0","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","deferred","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"85","deferred","0","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","0"
"86","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","1","deferred","1","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"87","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"88","1","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","deferred"
"89","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","0","deferred","NA","NA","NA","deferred","deferred","0","deferred","NA","NA","NA","deferred","deferred","1","deferred"
"90","1","deferred","1","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"91","1","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","0","1","1","1","1","0","1","1","0","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"92","deferred","0","1","deferred","0","1","0","deferred","NA","deferred","deferred","1","1","1","1","0","deferred","1","0","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","0"
"93","1","deferred","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","1","deferred","deferred","deferred","NA","NA","1","deferred","1","deferred"
"94","deferred","deferred","1","deferred","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"95","deferred","0","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","0","0","deferred","0","deferred","deferred","deferred","NA","0","deferred","deferred","deferred","deferred","NA","NA","deferred","1","1","deferred"
"96","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","NA","1","1","1","0"
