"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"151","0","deferred","deferred","deferred","1","1","deferred","deferred","1","1","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","deferred","1","1","1","0","1","1","deferred","1","1","1","0","1","1","1","0"
"154","deferred","0","deferred","0","0","deferred","1","1","1","0","deferred","1","1","1","1","0","1","1","deferred","1","1","1","1","1","1","deferred","0","1","deferred","deferred","1","1","1","0","1","deferred","1","deferred"
"155","1","1","deferred","0","0","1","1","1","1","deferred","0","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1"
"156","deferred","deferred","deferred","0","0","1","0","0","deferred","0","1","1","0","1","1","0","1","deferred","deferred","1","1","1","0","deferred","deferred","0","deferred","1","1","0","deferred","NA","0","deferred","1","1","1","0"
"157","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","1","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"159","0","deferred","0","deferred","0","deferred","1","deferred","deferred","0","1","1","deferred","1","deferred","0","1","deferred","deferred","1","1","1","deferred","deferred","NA","0","deferred","deferred","deferred","0","deferred","NA","0","deferred","deferred","0","1","0"
"160","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","deferred","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"161","deferred","1","1","0","0","1","1","1","1","1","1","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","deferred","1","deferred"
"162","deferred","1","1","0","0","1","1","1","1","deferred","1","1","deferred","1","deferred","0","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","NA","deferred","deferred","1","1","1","0"
"163","0","0","0","0","0","0","0","0","NA","0","0","1","0","1","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","0","NA","0","0","0","deferred","NA","0","NA","1","0","1","deferred"
"164","deferred","deferred","deferred","0","0","1","0","0","1","1","deferred","1","deferred","1","1","0","1","deferred","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","1","deferred","1","deferred"
"165","deferred","deferred","deferred","0","0","1","0","deferred","deferred","0","1","1","deferred","deferred","1","0","1","deferred","deferred","1","0","deferred","0","deferred","deferred","0","deferred","1","deferred","0","deferred","NA","0","deferred","1","1","1","1"
"166","0","1","1","1","0","1","1","1","1","1","0","1","deferred","1","1","0","1","deferred","0","1","1","deferred","deferred","1","1","1","0","1","1","deferred","1","1","1","0","1","1","1","0"
"167","deferred","1","1","0","0","1","1","1","1","0","deferred","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","1","1","0","deferred","1","deferred","0","1","1","0","deferred","1","deferred","1","1"
"168","0","1","deferred","0","0","1","0","0","deferred","0","0","1","deferred","1","deferred","0","1","1","deferred","1","1","1","0","deferred","deferred","0","deferred","1","1","0","deferred","NA","0","deferred","1","1","1","0"
"170","deferred","0","deferred","0","0","deferred","0","0","deferred","0","1","deferred","0","1","1","0","1","deferred","0","deferred","0","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","deferred","0","deferred","1","0","1","0"
"171","deferred","deferred","1","0","0","1","0","0","1","0","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","1","0","1","1","0","deferred","deferred","1","0","1","1","0","deferred","deferred","deferred","1","0"
"61","0","0","1","deferred","0","deferred","0","0","NA","0","deferred","1","0","1","deferred","0","1","1","1","deferred","0","deferred","0","0","NA","0","deferred","1","deferred","0","0","NA","0","deferred","1","1","1","1"
"62","0","0","1","0","0","1","0","0","NA","0","0","1","deferred","1","0","0","1","deferred","0","1","deferred","1","0","0","NA","0","deferred","0","deferred","0","0","NA","0","deferred","deferred","1","1","0"
"63","0","0","deferred","0","0","1","0","0","0","0","0","1","deferred","1","1","0","1","deferred","1","deferred","0","1","0","deferred","deferred","0","deferred","0","1","0","deferred","NA","0","deferred","1","1","1","0"
"64","1","1","deferred","0","0","1","1","1","1","0","1","1","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","0","1","1","0","deferred","1","1","1","1"
"65","deferred","1","1","deferred","0","deferred","1","1","1","0","0","1","deferred","1","1","0","1","1","deferred","1","deferred","1","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","0","1","1","1","1","0"
"66","0","0","deferred","0","0","1","deferred","deferred","deferred","0","0","1","deferred","1","1","0","1","1","0","0","0","1","0","deferred","NA","0","deferred","deferred","1","0","deferred","NA","0","deferred","1","deferred","1","0"
"67","0","0","deferred","0","0","deferred","0","0","deferred","0","deferred","1","deferred","1","deferred","0","1","1","0","0","0","deferred","0","0","deferred","0","deferred","0","deferred","0","0","deferred","0","deferred","1","0","1","0"
"68","deferred","1","deferred","0","0","1","1","1","1","1","0","1","deferred","1","1","0","1","1","1","1","1","1","1","1","1","1","0","deferred","deferred","1","1","1","1","0","1","1","1","0"
"69","0","0","0","0","0","deferred","0","0","deferred","0","0","0","0","1","0","0","1","0","0","deferred","0","1","0","0","NA","0","NA","0","deferred","0","0","NA","0","NA","0","0","deferred","deferred"
"70","0","0","1","0","0","1","1","deferred","deferred","0","1","1","deferred","1","1","0","1","deferred","deferred","1","0","1","deferred","1","1","0","deferred","deferred","1","0","1","1","0","0","deferred","deferred","1","0"
"71","deferred","1","1","0","0","1","0","deferred","1","deferred","deferred","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","1","1","deferred","deferred","1","1","0","1","1","0","deferred","1","1","1","0"
"72","deferred","0","0","0","0","0","0","deferred","deferred","0","0","1","deferred","1","1","0","1","0","deferred","1","0","deferred","0","1","deferred","0","deferred","0","deferred","0","deferred","0","0","deferred","1","0","deferred","0"
"73","0","1","deferred","0","0","0","deferred","1","NA","0","0","1","deferred","1","deferred","0","1","1","0","1","deferred","deferred","0","0","NA","deferred","deferred","0","0","0","deferred","NA","0","deferred","deferred","deferred","1","0"
"75","deferred","0","1","0","0","deferred","1","1","NA","0","0","1","deferred","1","1","0","1","deferred","deferred","1","1","deferred","1","deferred","NA","0","deferred","deferred","deferred","0","deferred","NA","0","deferred","1","1","1","0"
"76","0","deferred","1","0","0","1","1","1","1","1","0","1","deferred","1","1","0","1","1","deferred","1","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"77","0","1","0","0","0","1","0","0","1","1","1","1","deferred","1","1","0","1","deferred","1","1","deferred","1","deferred","1","1","1","deferred","1","1","0","1","1","deferred","deferred","deferred","deferred","1","1"
"78","0","deferred","1","0","0","1","0","0","1","0","0","1","deferred","1","1","0","1","deferred","0","1","deferred","1","0","1","1","0","deferred","deferred","deferred","0","deferred","1","0","deferred","1","1","1","0"
"79","0","1","0","0","0","deferred","0","0","deferred","0","deferred","1","1","1","deferred","0","1","deferred","0","1","1","0","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","NA","0","deferred","deferred","1","1","1"
"81","1","1","1","deferred","0","deferred","1","deferred","1","1","deferred","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","1","1","1","0"
"82","1","1","1","deferred","0","1","1","1","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
"83","1","deferred","1","1","0","1","deferred","1","deferred","deferred","deferred","1","deferred","1","1","1","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","1","0"
"84","0","deferred","deferred","0","0","1","1","1","1","1","deferred","1","deferred","1","1","0","1","deferred","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","1","1","1","1"
"85","deferred","0","0","0","0","deferred","1","1","NA","0","deferred","1","deferred","1","1","0","deferred","1","0","deferred","0","0","0","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","0","deferred","1","deferred","1","0"
"86","deferred","0","0","0","0","deferred","deferred","deferred","NA","0","deferred","1","deferred","1","1","0","deferred","deferred","0","1","0","0","0","deferred","NA","0","deferred","0","deferred","0","deferred","NA","0","deferred","1","0","1","0"
"88","deferred","1","1","1","0","deferred","1","1","1","1","deferred","1","0","1","1","0","1","deferred","1","1","1","1","1","1","1","1","deferred","1","deferred","deferred","1","1","1","deferred","1","1","1","0"
"89","0","deferred","deferred","0","0","1","0","0","1","0","1","1","deferred","1","1","0","1","0","0","1","1","1","0","1","deferred","0","deferred","deferred","deferred","0","0","NA","0","deferred","deferred","0","deferred","0"
"90","deferred","1","deferred","0","0","1","0","0","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","0","1","1","0","0","1","1","0","1","1","0","deferred","1","1","1","0"
"91","deferred","0","0","0","0","deferred","deferred","0","1","0","1","1","deferred","1","1","0","1","0","0","1","deferred","1","deferred","1","1","0","0","deferred","deferred","0","1","1","0","deferred","deferred","0","1","0"
"92","0","0","deferred","0","0","1","0","0","0","0","0","1","0","1","deferred","0","deferred","0","0","deferred","0","1","0","0","0","0","0","0","deferred","0","0","0","0","0","deferred","0","deferred","0"
"93","0","0","deferred","0","0","1","0","0","1","0","deferred","1","deferred","1","1","0","1","1","0","1","0","1","0","1","1","0","0","deferred","deferred","0","deferred","deferred","0","0","deferred","0","1","0"
"94","0","deferred","0","0","0","1","0","0","NA","0","deferred","1","deferred","1","1","0","1","0","0","1","1","1","0","deferred","NA","0","NA","1","1","0","deferred","NA","0","NA","1","1","1","deferred"
"95","deferred","0","1","0","0","1","0","0","1","0","1","1","deferred","1","1","0","1","deferred","deferred","1","0","1","0","1","deferred","0","deferred","1","1","0","deferred","deferred","0","deferred","1","deferred","1","0"
"96","deferred","0","deferred","0","0","1","0","0","deferred","0","1","1","deferred","1","1","0","1","deferred","deferred","1","0","1","0","1","deferred","0","deferred","1","1","0","1","deferred","0","deferred","deferred","deferred","1","deferred"
"97","deferred","1","1","0","0","deferred","1","1","NA","0","0","1","deferred","1","1","0","deferred","deferred","deferred","1","deferred","0","deferred","0","NA","0","deferred","0","deferred","0","0","NA","0","deferred","1","1","1","0"
"98","0","1","deferred","0","0","1","1","1","1","1","deferred","1","deferred","1","1","0","1","1","deferred","1","1","deferred","1","1","1","1","deferred","1","1","deferred","1","1","1","deferred","1","deferred","1","1"
"99","0","deferred","deferred","0","0","deferred","0","0","deferred","0","0","1","deferred","1","deferred","0","0","deferred","deferred","1","deferred","1","0","deferred","deferred","0","deferred","0","0","0","deferred","NA","0","deferred","1","deferred","1","0"
