"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"110","deferred","1","deferred","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","0","1","1","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"111","0","0","deferred","deferred","deferred","0","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","0","deferred","deferred","deferred","deferred","0","deferred","NA","NA","deferred","NA","deferred","0","deferred","deferred","NA","deferred","NA","deferred","0","1","deferred"
"112","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"113","deferred","0","deferred","0","0","deferred","1","1","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"114","deferred","0","0","0","deferred","1","deferred","deferred","NA","deferred","deferred","1","1","1","1","0","1","deferred","deferred","1","0","1","1","deferred","NA","deferred","NA","deferred","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"115","deferred","deferred","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","deferred","deferred","deferred","NA","1","deferred","deferred","deferred","deferred","deferred","deferred","1","0","1","deferred"
"116","1","deferred","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","0","1","1","deferred","1","deferred","0","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"117","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","0","1","1","1","1","deferred","1","1","0","1","deferred","deferred","1","1","1","deferred","deferred","1","deferred","1","1","1","deferred","deferred","1","deferred","1","deferred"
"118","deferred","1","deferred","deferred","0","deferred","1","1","1","1","0","1","deferred","1","1","0","1","1","deferred","1","1","1","1","1","1","1","deferred","1","1","deferred","1","1","1","deferred","1","1","1","0"
"119","deferred","1","0","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"120","0","1","deferred","0","deferred","1","1","0","0","1","0","deferred","0","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","1","deferred","deferred","NA","1","1","0","1","deferred","1","NA","1","deferred","1","deferred"
"121","1","deferred","deferred","0","deferred","1","0","0","deferred","deferred","0","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"122","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"123","deferred","1","1","0","0","1","0","0","deferred","0","0","1","deferred","1","1","0","1","1","0","1","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"124","0","deferred","deferred","0","0","1","1","1","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"125","deferred","deferred","1","0","deferred","1","1","1","1","0","0","1","deferred","1","1","0","1","1","deferred","1","1","1","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","1","deferred"
"126","deferred","deferred","0","deferred","0","1","deferred","0","1","1","deferred","1","deferred","1","1","0","1","1","1","1","1","deferred","0","1","1","1","deferred","1","1","0","1","1","1","1","1","deferred","1","deferred"
"127","0","0","deferred","0","0","0","deferred","deferred","NA","deferred","0","deferred","0","1","1","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"128","deferred","0","0","0","0","1","0","0","NA","0","0","1","deferred","1","deferred","0","1","deferred","0","1","0","deferred","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","deferred","0","1","deferred"
"129","deferred","deferred","0","0","deferred","1","1","1","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"130","deferred","1","0","0","0","1","1","deferred","NA","deferred","0","1","0","1","1","0","deferred","deferred","0","1","1","1","deferred","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","deferred","1","1","1"
"131","deferred","1","0","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"132","0","0","deferred","deferred","deferred","1","0","0","NA","0","deferred","1","deferred","1","1","0","0","deferred","deferred","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"133","0","deferred","0","0","0","0","0","deferred","NA","deferred","0","deferred","0","deferred","0","0","0","0","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","0","0","deferred","0"
"134","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"136","0","0","0","0","0","0","0","0","NA","deferred","0","deferred","0","1","1","0","deferred","0","0","deferred","0","deferred","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","1","0","1","0"
"137","deferred","deferred","1","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","0","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","0","1","deferred","deferred","deferred","1","0","1","0"
"138","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"139","deferred","deferred","0","deferred","0","1","0","0","deferred","0","0","1","0","1","1","0","1","deferred","0","0","0","1","0","0","deferred","0","deferred","0","deferred","0","0","deferred","0","deferred","deferred","1","1","0"
"140","deferred","0","deferred","deferred","deferred","deferred","0","deferred","NA","0","0","1","deferred","1","1","0","1","deferred","deferred","deferred","0","deferred","0","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"141","0","0","0","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","0","1","deferred","0","1","1","deferred","deferred","0","deferred","0","deferred","deferred","0","deferred","deferred","0","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"142","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","deferred"
"143","deferred","deferred","0","0","0","1","deferred","deferred","1","1","0","1","deferred","1","1","0","deferred","deferred","deferred","1","deferred","1","deferred","1","1","1","deferred","1","1","deferred","1","deferred","1","deferred","deferred","1","1","1"
"144","0","0","0","0","0","deferred","0","deferred","NA","NA","0","1","0","1","deferred","0","deferred","0","deferred","deferred","0","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","0","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"145","deferred","deferred","0","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","NA","NA","deferred","deferred","1","1","deferred","NA","NA","deferred","NA","1","1","1","deferred"
"146","deferred","1","1","1","deferred","1","1","1","1","deferred","0","deferred","deferred","1","1","0","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","0"
"147","deferred","deferred","deferred","0","deferred","1","1","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","deferred","deferred","0","0","deferred","1","0","deferred","deferred","0","0","1","1","1","0"
"148","deferred","1","deferred","deferred","1","1","1","1","1","0","0","1","deferred","1","1","0","1","deferred","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","0"
"149","deferred","deferred","1","deferred","deferred","1","1","1","NA","deferred","deferred","1","deferred","1","deferred","0","1","0","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"150","deferred","deferred","1","0","deferred","deferred","1","1","1","0","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","1","1","1","deferred","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1"
"151","0","0","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","1","0","1","1","deferred","1","deferred","0","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"152","1","deferred","1","0","0","1","1","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","deferred","1","deferred"
"153","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"154","0","0","0","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"155","1","deferred","deferred","0","deferred","deferred","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","deferred","deferred","deferred","1","0","0","NA","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","deferred","1","0"
"157","1","deferred","1","deferred","deferred","NA","NA","NA","NA","NA","deferred","1","1","1","1","1","1","1","1","1","deferred","deferred","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","deferred","1","deferred"
"158","1","1","1","deferred","0","1","0","0","NA","deferred","0","1","deferred","1","deferred","1","1","deferred","1","1","1","deferred","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"159","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","0","deferred","1","1","deferred","deferred","deferred","0","deferred","1","deferred","1","deferred"
"160","1","deferred","1","1","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","1"
"161","deferred","1","0","deferred","0","1","deferred","deferred","deferred","1","0","1","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"162","deferred","1","deferred","deferred","0","deferred","1","1","NA","deferred","deferred","1","0","1","deferred","0","deferred","deferred","0","1","1","deferred","1","deferred","NA","deferred","NA","deferred","deferred","1","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"163","0","0","0","0","0","0","0","deferred","NA","deferred","0","deferred","0","deferred","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"164","0","0","deferred","0","deferred","1","0","0","1","1","0","1","deferred","1","1","deferred","1","deferred","1","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","1","deferred","1","deferred"
"165","deferred","0","deferred","0","deferred","1","0","0","NA","0","0","1","deferred","deferred","1","0","1","deferred","deferred","1","0","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"166","deferred","1","1","deferred","1","1","1","1","1","1","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"167","deferred","deferred","deferred","0","0","1","deferred","deferred","1","deferred","deferred","1","deferred","1","1","0","1","1","0","1","deferred","1","0","1","1","0","0","deferred","1","0","1","1","0","0","1","1","1","deferred"
"168","deferred","deferred","0","0","deferred","deferred","0","0","NA","deferred","deferred","1","0","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"169","1","deferred","1","1","0","1","1","1","1","1","0","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"170","deferred","0","deferred","deferred","0","0","0","0","NA","deferred","0","1","0","1","deferred","0","deferred","deferred","0","0","0","0","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","0","0","deferred","0"
"171","deferred","deferred","deferred","0","deferred","1","0","0","1","0","0","1","0","1","1","0","1","deferred","0","deferred","1","deferred","0","deferred","1","0","0","deferred","1","0","1","1","0","0","1","1","1","0"
"172","deferred","0","1","0","deferred","1","0","0","1","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","0","1","0","deferred","1","0","0","1","1","deferred","1","deferred","0","0","1","1","1","1"
"61","deferred","deferred","1","deferred","deferred","1","deferred","0","NA","NA","deferred","1","deferred","1","1","0","1","1","deferred","1","0","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"62","0","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","0","0","NA","deferred","NA","deferred","1","0","0","NA","deferred","NA","deferred","1","1","deferred"
"63","deferred","0","0","deferred","deferred","1","0","0","deferred","deferred","deferred","1","0","1","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","1","1","1","deferred"
"64","1","1","1","deferred","deferred","1","1","1","1","0","deferred","deferred","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","0","0","1","1","deferred","1","1","0","deferred","1","1","1","1"
"65","deferred","1","deferred","0","deferred","1","1","1","1","deferred","0","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"66","deferred","deferred","deferred","0","0","1","deferred","deferred","NA","deferred","0","deferred","deferred","1","deferred","0","1","1","0","deferred","0","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"67","0","deferred","deferred","0","0","1","0","deferred","NA","deferred","0","1","0","1","0","0","1","deferred","0","1","0","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"68","deferred","1","0","0","0","deferred","1","deferred","deferred","1","0","1","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"69","deferred","deferred","0","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","deferred","deferred","1","deferred"
"70","deferred","deferred","1","deferred","0","1","1","1","1","0","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"71","deferred","1","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","1","1","1","1","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred"
"72","0","deferred","deferred","deferred","0","deferred","0","deferred","deferred","0","0","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","deferred","1","deferred"
"73","deferred","0","deferred","0","deferred","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","NA","NA","NA","deferred","deferred","deferred","NA","NA","NA","NA","1","1","deferred","deferred"
"74","deferred","deferred","deferred","0","0","deferred","deferred","deferred","1","1","0","1","deferred","1","1","0","1","1","0","1","deferred","deferred","deferred","deferred","1","1","0","1","1","0","deferred","deferred","1","0","deferred","1","1","1"
"75","deferred","1","1","deferred","deferred","1","deferred","deferred","NA","deferred","0","1","1","1","1","0","1","deferred","1","1","1","deferred","0","deferred","NA","NA","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"76","deferred","deferred","deferred","deferred","deferred","1","1","1","1","1","deferred","1","deferred","1","1","deferred","1","deferred","0","1","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"77","deferred","1","0","0","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","deferred","deferred","1","1","0","1","1","deferred","deferred","1","1","1","deferred"
"78","deferred","deferred","deferred","0","0","1","deferred","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","0","deferred","1","1","deferred","1","1","deferred","deferred","1","1","1","0"
"79","deferred","deferred","0","0","0","1","0","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","deferred","1","1","deferred"
"80","deferred","1","deferred","deferred","0","deferred","deferred","1","NA","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","1","1","1","deferred","NA","1","NA","1","1","1","NA","NA","0","NA","1","1","1","deferred"
"81","1","1","1","deferred","deferred","1","1","1","1","1","deferred","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"82","1","1","1","1","deferred","1","1","1","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"83","1","1","1","1","deferred","1","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","deferred","0","deferred","deferred","deferred","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"85","0","0","0","deferred","0","1","deferred","deferred","NA","deferred","0","deferred","0","1","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"86","0","0","0","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","0","1","1","0","deferred","deferred","0","1","0","0","0","deferred","NA","deferred","NA","0","1","0","deferred","NA","deferred","NA","1","0","1","0"
"87","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","1","deferred","NA","1","NA","1","1","1","NA","NA","deferred","NA","1","1","1","deferred"
"88","0","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","0","1","deferred","1","1","0","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","0","1","1","1","deferred"
"89","deferred","0","deferred","0","deferred","1","0","deferred","deferred","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","deferred","1","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","1","1"
"90","0","deferred","deferred","0","0","1","0","0","1","0","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"91","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","0","1","1","0","1","deferred","0","1","1","1","deferred","0","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","1","0","1","deferred"
"92","deferred","deferred","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","0","1","1","0","1","deferred","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"93","0","0","0","deferred","0","1","0","deferred","deferred","deferred","deferred","1","0","1","1","0","1","1","0","1","deferred","1","0","deferred","deferred","deferred","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"94","deferred","0","0","deferred","0","deferred","0","deferred","NA","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","0","0","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","0"
"95","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0","1","1","0","deferred","0","0","deferred","0","deferred","0","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"96","deferred","0","deferred","0","0","1","0","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","1","deferred","0","0","1","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"97","deferred","deferred","deferred","deferred","0","0","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"98","deferred","1","deferred","0","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","1","0","1","1","0","1","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1"
"99","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","deferred","1","deferred","1","1","0","deferred","0","0","1","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","1","0","1","0"
