"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"111","deferred","0","0","0","0","0","0","deferred","NA","deferred","0","1","0","1","deferred","0","0","0","0","0","0","0","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","0","0","deferred","0"
"112","deferred","1","1","1","0","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0","0","1","1","1","deferred"
"113","deferred","0","deferred","0","0","0","1","1","NA","0","0","1","deferred","1","deferred","0","0","0","0","deferred","0","0","deferred","deferred","NA","0","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","1","0"
"114","deferred","0","0","0","0","1","deferred","deferred","NA","deferred","0","1","1","1","deferred","0","1","0","deferred","deferred","0","deferred","1","deferred","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"115","deferred","deferred","deferred","0","0","1","1","1","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1"
"116","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","0","1","deferred","1","deferred","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","0","1","1","1","1","1","1","0","1","1","1","1","0"
"117","1","1","1","deferred","0","1","1","1","deferred","deferred","0","1","1","1","deferred","deferred","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1"
"118","0","1","deferred","deferred","0","1","1","1","1","1","0","1","deferred","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","deferred","1","1","deferred","1","1","1","deferred"
"119","0","deferred","deferred","0","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","1","deferred","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","deferred","1","0"
"120","0","1","1","0","deferred","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","deferred","deferred","1","deferred","NA","1","1","0","deferred","1","deferred","NA","1","deferred","1","1"
"121","1","1","1","0","deferred","deferred","0","0","1","deferred","0","1","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","1","deferred","0","1","1","deferred","NA","1","1","deferred","0"
"122","1","1","1","deferred","1","1","1","1","deferred","deferred","0","1","1","1","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred"
"123","0","1","1","0","0","1","0","0","1","0","0","1","deferred","1","1","0","1","1","0","1","1","deferred","0","1","1","0","deferred","1","1","0","1","1","deferred","deferred","1","1","1","0"
"124","deferred","1","deferred","0","0","1","1","1","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","1","deferred","1","deferred","0","0","1","0","deferred","deferred","0","0","1","deferred","deferred","0"
"125","deferred","deferred","1","0","0","deferred","1","1","deferred","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","deferred","deferred","0","0","deferred","deferred","deferred","0","deferred","0","0","deferred","deferred","deferred","1","1","1","0"
"126","deferred","deferred","deferred","0","0","deferred","0","deferred","1","1","0","1","deferred","1","1","0","1","1","1","1","1","deferred","0","1","deferred","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","1","deferred","1","0"
"127","deferred","0","0","0","0","deferred","deferred","deferred","NA","0","0","deferred","0","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","0","NA","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"128","0","0","0","0","0","1","0","0","NA","0","0","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","1","0","deferred","NA","deferred","NA","deferred","deferred","1","1"
"129","deferred","1","deferred","deferred","deferred","1","1","1","1","0","0","1","deferred","1","1","0","1","0","0","1","1","1","deferred","1","1","0","deferred","1","1","deferred","1","1","0","deferred","1","deferred","1","0"
"130","0","deferred","0","0","0","1","1","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","deferred","1","1","deferred"
"131","deferred","1","0","0","deferred","1","1","1","NA","deferred","0","1","0","1","deferred","0","1","deferred","0","1","1","1","deferred","deferred","NA","deferred","deferred","1","deferred","0","deferred","NA","deferred","NA","1","1","1","1"
"132","0","0","deferred","deferred","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","0","0","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"133","0","0","0","0","0","0","0","0","NA","deferred","0","1","0","1","0","0","0","0","0","deferred","0","0","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","1","0"
"134","deferred","0","0","0","0","deferred","deferred","deferred","1","deferred","0","1","1","1","1","0","1","0","0","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","0","0","0","0","deferred","deferred","deferred","1","1","1","0"
"135","deferred","1","deferred","0","0","0","1","1","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","1","1","1","NA","NA","0","NA","deferred","deferred","deferred","deferred","NA","0","NA","1","deferred","1","0"
"136","0","0","0","0","0","0","0","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","0","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","1","0","1","0"
"137","0","0","1","deferred","0","deferred","1","deferred","1","deferred","0","1","deferred","1","deferred","0","0","deferred","0","1","1","0","1","deferred","1","deferred","deferred","0","1","0","deferred","1","deferred","deferred","1","deferred","1","0"
"138","1","0","deferred","deferred","0","1","deferred","1","1","0","0","1","deferred","1","deferred","deferred","deferred","deferred","0","1","0","deferred","0","deferred","1","0","deferred","1","1","0","1","deferred","deferred","deferred","1","1","1","0"
"139","0","deferred","0","deferred","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","deferred","0","0","deferred","0","deferred","0","0","deferred","deferred","deferred","0","deferred","0","0","deferred","deferred","deferred","deferred","deferred","deferred","0"
"140","0","0","0","0","0","0","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","0","deferred","deferred","0","0","0","NA","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","1","0","deferred","0"
"141","deferred","0","0","0","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","1","0","1","1","1","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","1","0"
"142","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"143","deferred","deferred","deferred","0","0","1","deferred","0","1","deferred","0","1","deferred","1","deferred","0","deferred","0","0","1","0","deferred","0","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred"
"144","deferred","0","0","0","deferred","1","deferred","deferred","NA","NA","0","1","deferred","1","deferred","0","1","0","deferred","1","0","deferred","1","NA","NA","NA","NA","1","deferred","0","deferred","NA","NA","NA","1","1","1","deferred"
"145","0","1","deferred","deferred","deferred","1","1","1","NA","deferred","0","1","0","1","deferred","0","1","deferred","0","1","1","deferred","1","NA","NA","deferred","deferred","1","deferred","1","deferred","NA","deferred","NA","1","1","1","0"
"146","deferred","deferred","1","1","0","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","1","deferred","deferred","deferred","0","1","1","1","deferred","deferred","deferred","deferred","1","1","1","0"
"147","0","deferred","0","0","0","1","1","deferred","1","deferred","0","1","deferred","1","1","0","1","0","0","1","1","deferred","deferred","deferred","1","0","0","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","0"
"149","deferred","0","deferred","0","0","deferred","1","1","NA","deferred","0","1","1","1","1","0","deferred","0","deferred","deferred","0","deferred","deferred","deferred","NA","0","NA","deferred","deferred","deferred","deferred","NA","0","NA","1","1","1","0"
"150","0","1","deferred","deferred","0","deferred","1","1","1","deferred","0","1","0","1","deferred","0","deferred","0","0","1","deferred","1","1","deferred","1","deferred","0","deferred","0","deferred","0","1","deferred","deferred","deferred","1","1","deferred"
"151","deferred","0","1","deferred","1","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","1","1","1","0"
"152","1","0","1","0","0","1","1","1","NA","0","0","1","deferred","1","deferred","deferred","1","0","deferred","deferred","0","1","deferred","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","0","deferred","1","deferred"
"153","1","1","1","0","1","1","1","1","1","1","0","1","deferred","1","1","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","0","deferred","1","1","1","deferred"
"154","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","0","1","1","1","1","0","1","1","deferred","1","1","1","1","1","1","1","0","1","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred"
"155","1","deferred","deferred","0","deferred","1","1","1","1","deferred","0","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","1"
"156","deferred","0","0","0","0","1","0","deferred","NA","deferred","0","1","0","1","1","0","deferred","0","0","1","1","deferred","0","NA","NA","0","deferred","1","1","0","deferred","NA","deferred","deferred","1","1","1","0"
"157","1","deferred","1","deferred","0","NA","NA","NA","NA","deferred","0","1","1","1","1","deferred","1","1","1","1","1","deferred","deferred","deferred","NA","deferred","deferred","1","NA","NA","NA","NA","NA","NA","1","deferred","1","deferred"
"158","1","1","1","1","deferred","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","deferred","1","0","deferred","1","1","0","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","deferred"
"160","1","1","1","1","deferred","deferred","NA","NA","NA","NA","0","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","NA","deferred","deferred","deferred","NA","NA","NA","NA","NA","NA","1","1","1","1"
"162","deferred","1","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","deferred","deferred","0","1","1","deferred","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"163","deferred","0","0","0","0","0","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","0","0","1","0","0","0","NA","NA","deferred","NA","0","0","0","NA","NA","deferred","NA","1","deferred","1","deferred"
"164","0","0","0","0","deferred","1","0","0","1","deferred","0","1","deferred","1","1","0","1","deferred","1","deferred","1","deferred","0","1","1","deferred","deferred","deferred","1","0","1","1","1","deferred","1","deferred","1","deferred"
"165","deferred","0","0","0","0","1","0","deferred","deferred","deferred","0","1","deferred","deferred","1","0","1","deferred","deferred","1","0","deferred","0","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"166","deferred","1","1","1","deferred","1","1","1","1","1","0","1","deferred","1","deferred","0","1","0","0","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"167","0","1","deferred","0","0","1","1","deferred","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","1","deferred","1","1","0","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","deferred"
"168","deferred","1","0","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","deferred","0","1","deferred","deferred","0","NA","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"169","1","deferred","1","deferred","0","1","1","deferred","1","deferred","0","1","deferred","1","1","1","1","1","deferred","1","deferred","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","0"
"170","deferred","0","0","0","0","0","0","deferred","NA","deferred","0","1","0","1","deferred","0","0","deferred","0","0","0","0","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"171","deferred","deferred","deferred","0","0","1","0","0","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","0","1","1","0","deferred","deferred","1","0","1","1","0","deferred","1","1","1","0"
"172","deferred","0","1","0","0","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","0","deferred","0","deferred","0","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","1","1","1","deferred"
"61","deferred","deferred","1","1","deferred","1","0","deferred","NA","NA","0","1","deferred","1","1","0","1","1","1","1","0","deferred","0","deferred","NA","deferred","NA","1","1","0","0","NA","deferred","NA","1","1","1","1"
"62","0","0","1","0","0","1","0","0","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","deferred","1","0","0","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","0","deferred","1","0"
"63","0","0","0","0","0","deferred","0","deferred","deferred","deferred","0","1","deferred","1","1","0","1","1","deferred","deferred","0","deferred","0","deferred","deferred","deferred","NA","0","1","0","deferred","NA","deferred","NA","1","1","1","0"
"64","1","1","deferred","1","deferred","deferred","1","1","1","0","0","1","deferred","1","1","1","1","deferred","deferred","1","1","deferred","1","1","1","0","deferred","1","deferred","0","deferred","1","deferred","deferred","1","1","1","1"
"65","0","1","deferred","0","0","1","1","1","deferred","deferred","0","1","deferred","1","1","0","1","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"66","0","deferred","0","0","0","1","deferred","deferred","deferred","0","0","1","deferred","1","1","0","1","1","0","1","0","deferred","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"67","0","0","0","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","0","deferred","0","NA","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"68","0","deferred","deferred","0","deferred","1","1","1","deferred","deferred","0","1","deferred","1","deferred","0","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","0"
"69","0","0","0","0","0","1","deferred","deferred","NA","deferred","0","deferred","deferred","1","0","0","1","0","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"70","0","deferred","1","0","0","1","1","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","deferred","0","1","deferred","deferred","deferred","0","0","0","1","deferred","deferred","1","0","0","1","1","1","0"
"71","0","deferred","deferred","0","0","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","1","deferred","deferred","1","1","1","1","deferred"
"72","deferred","0","0","0","0","0","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","0","0","deferred","0","1","0","deferred","deferred","deferred","deferred","0","0","0","1","deferred","deferred","NA","1","0","1","0"
"73","deferred","0","deferred","0","0","0","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","0","deferred","0","NA","NA","NA","NA","0","0","0","deferred","NA","NA","NA","1","1","1","0"
"74","deferred","deferred","1","0","0","1","deferred","deferred","1","1","0","1","deferred","1","1","0","1","1","0","1","deferred","deferred","0","1","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","1","1","deferred"
"75","0","1","1","deferred","0","deferred","1","1","NA","deferred","0","1","1","1","1","0","1","deferred","deferred","1","1","deferred","deferred","NA","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"76","0","deferred","deferred","0","deferred","1","1","deferred","1","1","0","1","deferred","1","1","0","1","deferred","0","1","0","deferred","1","deferred","1","1","deferred","1","1","1","deferred","1","1","deferred","1","1","1","0"
"77","0","1","0","0","0","1","deferred","deferred","1","deferred","deferred","1","deferred","1","deferred","0","deferred","0","0","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","0","deferred","1","deferred","deferred","1","1","1","deferred"
"78","deferred","0","deferred","0","deferred","1","deferred","0","1","0","0","1","deferred","1","deferred","0","1","0","0","deferred","1","deferred","0","1","1","0","deferred","1","1","0","1","1","0","0","1","1","1","0"
"79","deferred","deferred","0","0","deferred","1","deferred","deferred","NA","deferred","0","1","1","1","1","0","1","1","0","1","deferred","0","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","deferred","1","1","deferred"
"80","1","deferred","1","0","0","1","1","1","NA","deferred","0","1","deferred","1","1","0","1","1","1","1","deferred","deferred","1","NA","NA","deferred","NA","deferred","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"82","1","1","1","1","deferred","1","1","1","1","1","0","1","deferred","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","1","1","deferred","1","1","1","deferred","1","1","deferred","1","1","1","0"
"83","1","1","1","deferred","deferred","1","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","0","deferred","1","deferred","deferred","0"
"84","deferred","deferred","deferred","0","deferred","1","1","1","1","1","0","1","deferred","1","deferred","0","1","0","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"85","0","0","0","0","0","1","1","1","NA","deferred","0","deferred","deferred","1","1","0","deferred","1","0","1","0","0","deferred","NA","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"86","0","0","0","0","0","1","deferred","deferred","NA","0","0","1","0","1","1","0","deferred","deferred","0","1","0","0","0","NA","NA","deferred","NA","0","1","0","deferred","NA","deferred","NA","deferred","0","1","0"
"87","1","1","1","deferred","0","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","1","1","NA","NA","deferred","deferred","1","1","1","deferred","NA","deferred","deferred","1","1","1","deferred"
"88","deferred","1","1","1","deferred","1","1","1","1","1","0","1","deferred","1","1","0","1","deferred","deferred","1","1","deferred","1","deferred","1","deferred","NA","1","1","deferred","1","1","deferred","deferred","1","1","1","0"
"89","0","0","0","0","0","deferred","deferred","0","NA","0","0","1","deferred","1","deferred","0","0","0","0","1","deferred","1","0","NA","NA","0","NA","0","deferred","0","deferred","NA","0","NA","deferred","0","1","deferred"
"90","deferred","1","0","0","0","1","deferred","deferred","1","0","0","1","0","1","deferred","0","deferred","0","0","1","deferred","deferred","0","1","1","0","0","1","1","0","1","1","deferred","deferred","1","deferred","1","0"
"91","0","deferred","deferred","0","0","1","1","1","1","0","0","1","deferred","1","1","0","deferred","deferred","0","1","1","1","deferred","deferred","1","0","0","1","1","deferred","1","1","0","1","1","deferred","1","0"
"92","deferred","0","1","0","0","1","0","deferred","deferred","deferred","0","1","0","1","1","0","deferred","deferred","0","deferred","0","1","0","0","deferred","deferred","deferred","0","deferred","0","0","deferred","deferred","deferred","0","0","1","0"
"93","deferred","0","deferred","0","0","1","deferred","0","1","0","0","1","deferred","1","1","0","1","1","0","1","deferred","1","0","1","1","0","0","1","1","0","1","deferred","0","0","deferred","deferred","1","0"
"94","0","deferred","deferred","0","deferred","1","0","deferred","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","deferred","0","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"95","0","0","deferred","0","0","1","0","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","0","1","0","1","deferred","deferred","deferred","deferred","1","0","1","deferred","deferred","deferred","1","deferred","1","0"
"96","deferred","0","0","0","0","1","deferred","0","deferred","0","0","1","deferred","1","1","0","1","0","0","deferred","0","deferred","0","deferred","deferred","0","deferred","deferred","1","0","deferred","deferred","0","deferred","1","1","1","0"
"97","0","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","deferred","1","0","0","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","1","deferred","1","0"
"98","deferred","deferred","deferred","0","0","1","1","1","1","deferred","0","1","deferred","1","1","0","1","1","0","1","1","deferred","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","1"
"99","0","deferred","0","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","0","0","0","1","deferred","deferred","0","NA","NA","deferred","NA","0","0","0","NA","NA","deferred","NA","1","deferred","1","0"
