"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"136","deferred","deferred","0","0","deferred","deferred","0","0","0","0","deferred","0","deferred","1","deferred","0","deferred","0","0","0","0","deferred","0","deferred","deferred","0","deferred","0","0","0","0","deferred","0","deferred","deferred","0","1","deferred"
"137","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","NA","deferred","NA","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"138","deferred","1","1","deferred","deferred","1","1","1","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","1","1","deferred","1","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","deferred","NA","1","1","1","deferred"
"141","deferred","deferred","0","0","0","1","1","1","deferred","deferred","0","1","deferred","1","1","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"145","deferred","1","deferred","deferred","deferred","1","1","1","NA","1","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","deferred","NA","deferred","deferred","1","1","1","deferred","NA","deferred","NA","1","1","1","deferred"
"147","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"148","0","deferred","0","0","deferred","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"149","deferred","deferred","1","deferred","0","deferred","1","1","NA","deferred","deferred","1","1","1","1","deferred","1","deferred","1","1","deferred","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","deferred","deferred","1","0"
"151","0","0","1","1","deferred","1","deferred","deferred","deferred","deferred","0","1","0","1","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","deferred","deferred","deferred","deferred","0","1","1","1","0"
"154","0","0","deferred","0","0","deferred","1","1","deferred","deferred","deferred","1","1","1","1","0","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"155","1","1","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","deferred"
"157","1","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","NA","deferred","NA","1","1","1","1","NA","deferred","NA","1","1","1","1"
"159","deferred","1","deferred","deferred","0","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"160","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"161","deferred","1","1","deferred","0","1","deferred","deferred","1","1","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","deferred","0","1","0"
"162","1","1","1","deferred","deferred","1","1","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","deferred","1","1","deferred","deferred"
"164","deferred","deferred","deferred","0","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"165","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","1","deferred","1","deferred","1","1","deferred","1","deferred","deferred","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","1","1","1"
"166","0","1","1","deferred","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","1","deferred"
"167","deferred","1","1","deferred","deferred","1","deferred","1","deferred","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","1","deferred","0","1","1","1","0","deferred","1","deferred","1","deferred","0","1","1"
"168","0","deferred","deferred","0","0","1","0","0","NA","deferred","0","1","deferred","1","1","0","deferred","1","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","1","1","0"
"170","0","0","0","deferred","0","deferred","0","0","NA","deferred","deferred","0","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","0","deferred","0"
"63","deferred","deferred","0","0","0","deferred","0","0","deferred","deferred","0","1","0","1","deferred","0","deferred","0","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"64","1","1","deferred","deferred","0","1","1","deferred","1","deferred","1","1","deferred","1","1","1","1","1","0","1","1","1","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","1"
"65","deferred","1","1","1","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"66","deferred","deferred","deferred","deferred","0","deferred","0","0","deferred","0","0","1","deferred","1","1","0","1","deferred","0","deferred","0","deferred","0","deferred","NA","0","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","0","deferred","0"
"69","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"70","0","0","1","0","0","1","deferred","0","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"71","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","1","1","1","1","deferred","1","deferred","deferred","NA","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"73","deferred","1","deferred","deferred","deferred","0","deferred","1","NA","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","0","deferred","NA","deferred","NA","0","0","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"75","deferred","deferred","1","deferred","deferred","1","1","1","NA","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","1","NA","deferred","NA","1","1","deferred","1","NA","deferred","NA","1","1","1","deferred"
"76","deferred","1","1","deferred","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","deferred","1","1","1","deferred"
"77","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","0","1","deferred","deferred","1","1","deferred","1","deferred","NA","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred"
"78","deferred","deferred","1","0","0","1","0","deferred","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","0","1","1","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","deferred"
"79","deferred","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","1","1","deferred"
"81","1","1","1","1","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred"
"82","1","1","1","1","deferred","1","deferred","1","1","1","deferred","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","deferred"
"83","1","deferred","1","1","deferred","1","deferred","1","deferred","deferred","1","1","deferred","1","1","1","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"84","deferred","1","deferred","0","0","1","1","1","1","1","deferred","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","NA","deferred","1","1","deferred","deferred","deferred","NA","1","1","1","deferred"
"85","deferred","deferred","deferred","0","0","deferred","1","1","NA","deferred","deferred","1","0","1","deferred","0","0","deferred","0","1","0","0","0","deferred","NA","deferred","NA","0","deferred","0","NA","NA","deferred","NA","deferred","0","1","0"
"86","deferred","deferred","deferred","deferred","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","1","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"87","1","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","1","NA","deferred","NA","1","1","1","1","NA","deferred","NA","1","1","1","deferred"
"89","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"90","deferred","1","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","NA","1","1","1","deferred"
"91","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"94","0","0","deferred","0","0","deferred","0","0","deferred","0","0","1","0","1","1","0","1","deferred","0","1","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","0"
"95","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","1","deferred","1","deferred"
"96","deferred","0","0","0","deferred","1","0","0","deferred","0","deferred","1","deferred","1","deferred","0","deferred","0","0","1","0","deferred","0","deferred","deferred","0","deferred","1","1","0","deferred","deferred","0","deferred","deferred","0","1","deferred"
"97","0","deferred","1","0","0","deferred","1","1","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","0","1","0","0","deferred","0","NA","deferred","NA","0","0","0","0","NA","deferred","NA","1","1","1","deferred"
"98","deferred","1","deferred","deferred","deferred","1","1","1","deferred","1","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","deferred","1","1"
"99","0","0","deferred","0","0","deferred","0","0","NA","deferred","0","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","NA","0","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
