"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"88","0","1","1","1","0","1","1","1","1","1","deferred","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","NA","1","1","1","1","1","1","deferred","1","1","1","0"
"89","0","0","0","0","0","1","0","0","deferred","0","deferred","1","0","1","1","0","deferred","0","0","1","deferred","1","0","deferred","NA","0","NA","deferred","1","0","deferred","NA","0","NA","0","0","deferred","deferred"
"91","0","deferred","0","0","0","1","deferred","deferred","1","0","deferred","1","0","1","1","0","1","0","0","1","1","1","0","deferred","1","0","0","1","1","0","1","1","0","deferred","deferred","0","1","0"
"90","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","1","1","0","deferred","1","1","1","0"
"93","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0"
"92","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"94","0","0","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","0","0","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"95","0","0","deferred","0","0","1","0","0","1","0","deferred","1","0","1","1","0","1","0","0","1","0","1","0","1","deferred","0","deferred","1","1","0","deferred","deferred","0","deferred","1","0","1","0"
"96","0","0","0","0","0","1","0","0","deferred","0","deferred","1","0","1","1","0","1","0","0","1","0","1","0","1","deferred","0","deferred","1","1","0","1","deferred","0","deferred","deferred","deferred","1","deferred"
"97","0","deferred","deferred","0","0","0","deferred","deferred","NA","0","0","1","0","1","1","0","0","0","deferred","1","0","0","0","deferred","NA","0","NA","0","0","0","deferred","NA","0","NA","1","deferred","1","0"
"98","0","1","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1"
"99","0","0","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","0","0","0","1","0","1","0","NA","NA","0","NA","0","0","0","NA","NA","0","NA","1","0","1","0"
"100","0","1","1","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
"102","0","0","0","0","0","0","0","0","NA","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","deferred","0","0","0","0","0","0","0","0","0","0","0","1","0"
"103","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0"
"105","0","0","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","1","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"104","0","0","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","0","1","0","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","1"
"106","0","0","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","1","0","0","1","0","1","1"
"107","0","deferred","1","1","0","1","1","1","1","deferred","deferred","1","0","1","1","0","deferred","0","deferred","1","1","1","1","1","1","0","deferred","1","1","1","1","1","0","deferred","1","deferred","1","1"
"109","0","1","0","0","0","1","1","0","1","1","deferred","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1"
"110","0","1","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","0","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"111","0","0","0","0","0","0","0","0","NA","0","0","1","0","deferred","deferred","0","0","0","0","0","0","0","0","NA","NA","0","NA","0","0","0","deferred","NA","0","NA","0","0","deferred","0"
"112","0","1","1","1","0","deferred","deferred","deferred","1","1","0","1","0","1","1","0","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","deferred","1","1","1","deferred","deferred","1","1","1","1"
"113","0","0","0","0","0","0","1","1","NA","0","0","1","0","1","1","0","0","0","0","1","0","0","0","NA","NA","0","NA","0","0","0","NA","NA","0","NA","1","0","1","0"
"115","0","1","0","0","0","1","1","1","1","1","deferred","1","0","1","deferred","0","1","deferred","0","1","1","1","1","1","1","1","NA","1","deferred","1","1","1","1","deferred","deferred","0","1","deferred"
"116","deferred","deferred","deferred","0","0","1","1","1","1","deferred","deferred","1","0","1","1","deferred","1","0","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","deferred","1","0"
"117","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1"
"118","0","1","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0"
"119","0","1","0","0","0","1","1","1","NA","1","0","1","0","1","1","0","1","1","1","1","1","1","1","NA","NA","1","NA","1","1","1","NA","NA","1","NA","1","0","1","0"
"120","0","1","1","0","0","1","1","0","0","1","deferred","1","0","1","1","0","1","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","1","1","NA","1","0","1","1"
"121","1","1","1","0","1","1","0","0","1","1","deferred","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","NA","1","1","0","1","1","1","NA","1","1","1","0"
"122","1","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"123","0","1","1","0","0","1","0","deferred","1","0","deferred","1","0","1","1","0","1","1","deferred","1","1","1","0","1","1","0","deferred","deferred","1","0","1","1","0","deferred","1","deferred","1","0"
"125","0","deferred","1","0","0","1","1","1","1","0","deferred","deferred","0","1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0"
"124","0","1","deferred","0","0","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","1","0","1","0"
"126","0","1","0","0","0","1","0","0","1","1","deferred","1","0","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","0","1","0"
"127","0","0","0","0","0","0","1","1","NA","0","deferred","1","0","1","1","0","1","0","0","1","0","1","0","NA","NA","0","NA","0","0","0","NA","NA","0","NA","1","0","1","0"
"129","0","1","deferred","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","1","1","0","0","1","0","1","0"
"131","0","1","0","0","0","1","1","1","NA","0","deferred","1","0","1","1","0","1","0","0","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","1"
"132","0","0","1","1","0","1","0","0","NA","0","deferred","1","0","1","1","0","0","0","0","1","0","0","0","NA","NA","0","NA","0","0","0","NA","NA","0","NA","1","0","1","0"
"133","0","0","0","0","0","0","0","0","deferred","0","0","deferred","0","1","0","0","0","0","0","deferred","0","0","0","deferred","NA","0","NA","0","0","0","deferred","NA","0","NA","0","0","deferred","0"
"134","0","0","0","0","0","0","0","0","1","0","deferred","1","1","1","1","0","1","0","0","1","0","1","0","NA","NA","0","1","0","0","0","0","0","0","1","1","1","1","0"
"135","0","deferred","deferred","0","0","deferred","1","1","NA","deferred","0","1","0","1","1","0","deferred","0","deferred","1","deferred","1","1","deferred","NA","deferred","NA","1","1","1","deferred","NA","deferred","NA","1","deferred","1","0"
"136","0","0","0","0","0","deferred","0","0","deferred","0","0","deferred","0","1","deferred","0","deferred","0","0","deferred","0","1","0","deferred","NA","0","NA","0","0","0","deferred","NA","0","NA","deferred","0","1","deferred"
"137","0","deferred","1","1","0","deferred","1","1","1","deferred","0","1","0","1","1","0","deferred","0","0","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","0","1","1","0","deferred","1","deferred","1","0"
"138","deferred","deferred","deferred","0","0","1","1","1","1","0","0","1","0","1","1","deferred","1","0","deferred","1","0","1","0","1","1","0","deferred","1","1","0","1","1","0","deferred","1","1","1","0"
"139","0","1","0","1","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"140","0","0","0","0","0","0","0","0","NA","0","0","1","0","1","1","0","1","0","1","1","0","0","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","0","1","0"
"141","0","0","0","0","0","1","1","1","NA","0","0","1","0","1","1","0","1","1","1","1","0","1","0","NA","NA","0","NA","1","0","0","NA","0","0","0","1","1","1","0"
"142","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0"
"146","0","1","1","1","0","1","1","1","1","1","deferred","1","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","0"
"145","0","1","0","0","0","1","1","1","NA","1","0","1","0","1","1","0","1","0","0","1","1","1","1","NA","NA","1","0","1","1","1","NA","NA","0","NA","1","1","1","0"
"147","0","0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","0"
"148","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","0"
"149","0","0","1","0","0","1","1","1","NA","0","deferred","1","1","1","1","0","1","0","1","1","0","1","1","NA","NA","0","NA","1","1","1","NA","NA","0","NA","1","1","1","0"
"151","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0"
"154","0","0","0","0","0","1","1","1","1","deferred","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","deferred","0","1","1","deferred","1","1","1","0","1","0","1","0"
"155","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1"
"156","0","0","0","0","0","1","0","0","NA","0","deferred","1","0","1","1","0","1","0","0","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"160","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"159","0","1","0","deferred","0","1","deferred","deferred","deferred","0","deferred","1","0","1","1","0","1","1","deferred","1","1","1","0","deferred","NA","0","NA","1","1","0","deferred","NA","0","NA","deferred","0","1","0"
"161","deferred","1","deferred","0","0","1","1","1","1","1","deferred","1","0","1","1","0","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","deferred","1","0"
"162","deferred","1","deferred","0","0","1","1","1","deferred","1","deferred","1","0","1","1","0","1","0","deferred","1","1","1","1","deferred","NA","deferred","deferred","1","1","1","deferred","NA","deferred","NA","1","1","1","0"
"163","0","0","0","0","0","0","0","0","NA","0","0","1","0","1","1","0","0","0","0","1","0","0","0","NA","NA","0","NA","0","0","0","NA","NA","0","NA","1","0","1","0"
"164","0","0","0","0","deferred","1","0","0","1","1","0","1","0","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","1","0","1","0"
"165","0","0","0","0","0","1","0","0","NA","0","deferred","1","0","0","1","0","1","0","1","1","0","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","1"
"166","0","1","1","1","deferred","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","0"
"168","0","1","0","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","0","1","1","1","0","NA","NA","0","NA","1","1","0","NA","NA","0","NA","1","1","1","0"
"167","0","1","deferred","0","0","1","1","1","1","deferred","0","1","0","1","1","0","1","deferred","0","1","deferred","1","0","1","1","0","deferred","1","1","0","1","1","0","deferred","1","deferred","1","deferred"
"170","0","0","0","0","0","deferred","0","0","NA","0","deferred","deferred","0","1","1","0","deferred","0","0","deferred","0","deferred","0","NA","NA","0","NA","0","1","0","NA","NA","0","NA","deferred","0","1","0"
"171","0","0","deferred","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","1","deferred","1","0","1","1","0","deferred","1","1","0","1","1","0","deferred","deferred","deferred","1","0"
