"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"111","1","deferred","deferred","deferred","0","1","0","NA","NA","deferred","0","1","1","1","deferred","0","0","1","0","deferred","0","0","0","deferred","NA","NA","NA","0","1","0","deferred","NA","NA","NA","1","deferred","deferred","0"
"112","1","1","1","1","1","1","1","1","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"113","0","0","0","0","0","0","0","0","NA","NA","1","1","1","1","deferred","0","0","0","0","0","0","0","0","NA","NA","NA","NA","0","0","0","NA","NA","NA","NA","0","0","0","0"
"115","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","NA","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred"
"116","1","1","1","deferred","deferred","1","1","deferred","1","deferred","1","1","1","1","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","deferred"
"117","1","1","1","0","1","1","1","1","1","1","0","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"118","1","deferred","1","deferred","1","1","deferred","1","1","1","deferred","1","1","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","NA","1","1","1","deferred"
"119","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"120","1","1","deferred","1","1","1","1","1","NA","deferred","deferred","deferred","deferred","1","1","deferred","1","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"121","0","deferred","1","deferred","0","1","0","deferred","deferred","deferred","deferred","1","1","1","1","0","deferred","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"123","1","1","1","1","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","deferred","0","deferred","0"
"125","1","0","1","0","0","1","0","0","deferred","NA","deferred","1","1","deferred","1","0","deferred","1","0","0","0","0","0","deferred","NA","NA","deferred","0","1","0","0","NA","NA","deferred","1","deferred","1","0"
"126","1","1","1","1","1","1","NA","1","1","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","deferred","NA","NA"
"129","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","1"
"130","1","1","1","1","1","deferred","deferred","NA","deferred","1","deferred","1","1","1","1","1","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","deferred","1","deferred"
"131","1","1","1","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"132","1","1","1","1","1","1","1","1","NA","1","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"133","0","0","0","0","0","0","0","0","0","0","0","0","0","1","deferred","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","1","0","1","1","1","1","deferred","deferred","NA","NA","deferred","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","deferred","1","1","deferred","1","1","1","1","NA","deferred"
"136","deferred","deferred","0","0","NA","deferred","deferred","0","deferred","deferred","NA","deferred","deferred","1","1","deferred","NA","0","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"137","1","1","1","1","1","deferred","NA","NA","deferred","NA","NA","1","1","1","1","1","1","1","1","1","1","1","NA","NA","deferred","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","1","deferred","1","1"
"138","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"141","1","1","deferred","deferred","deferred","1","1","1","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"143","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","NA","NA","1","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"144","1","1","1","1","1","1","1","1","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","1","deferred","deferred","deferred"
"145","1","1","1","1","1","1","1","1","NA","1","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"147","1","1","1","1","1","1","deferred","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"148","0","0","0","0","0","1","0","0","NA","NA","0","1","1","1","1","0","1","1","1","1","0","0","0","0","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1","1","1","0"
"149","deferred","deferred","1","deferred","0","deferred","deferred","1","NA","NA","deferred","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","deferred","1","0"
"150","0","1","1","deferred","deferred","1","1","1","deferred","deferred","0","1","1","1","1","NA","deferred","1","deferred","1","deferred","deferred","1","NA","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","1","1","1","0"
"151","0","deferred","1","1","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","1","0","deferred","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","0","1","1","1","0"
"152","1","1","1","1","1","1","1","1","NA","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","deferred","1","1","1","1"
"153","1","1","1","0","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","0","1","1","0","1","0","deferred","deferred","deferred","1","1","1","0","deferred","deferred","deferred","1","1","1","deferred"
"154","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","NA","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","1","1","1","1"
"155","1","1","1","deferred","deferred","deferred","1","1","NA","NA","1","1","deferred","1","1","1","deferred","1","deferred","1","1","deferred","1","deferred","NA","NA","NA","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","1"
"156","1","1","1","1","1","1","1","1","NA","NA","1","1","deferred","deferred","deferred","NA","deferred","deferred","NA","deferred","NA","NA","NA","NA","NA","NA","NA","deferred","deferred","NA","NA","NA","NA","NA","deferred","deferred","deferred","deferred"
"157","1","1","1","1","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"159","1","1","1","NA","0","1","1","1","NA","NA","NA","1","1","1","1","NA","1","1","deferred","1","1","1","1","NA","NA","NA","NA","deferred","1","1","NA","NA","NA","NA","1","1","1","NA"
"160","1","NA","1","1","NA","NA","NA","NA","NA","NA","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1"
"161","1","1","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"162","1","1","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred","deferred","1","1","1","deferred","NA","NA"
"164","1","1","1","deferred","0","1","deferred","deferred","deferred","deferred","0","1","1","1","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"165","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"166","deferred","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","NA","1","1","NA","1","1","NA","1","deferred","1","1","NA","deferred","1","1","deferred","1","1","NA","1","1","1","NA"
"167","1","1","1","1","deferred","1","deferred","1","deferred","deferred","0","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","1","1","deferred","0","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1"
"168","deferred","0","1","deferred","deferred","1","deferred","deferred","NA","NA","deferred","1","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","deferred"
"169","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","1","1","1","1","1","1","deferred","deferred","deferred","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred"
"170","deferred","0","0","deferred","0","0","0","deferred","NA","NA","deferred","deferred","0","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","NA","NA","NA","deferred","0","deferred","0","NA","NA","NA","0","0","deferred","0"
"172","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"63","1","1","0","0","0","0","0","0","NA","NA","0","1","0","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","0","NA","deferred","deferred","0","deferred","0","0","NA","deferred","deferred","deferred","deferred","1","0"
"64","1","1","1","deferred","deferred","1","1","deferred","1","1","1","1","1","1","1","1","1","1","0","1","1","deferred","1","1","1","1","deferred","1","1","1","1","deferred","1","deferred","1","1","1","1"
"65","1","1","1","1","1","1","1","1","NA","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"69","1","1","1","1","1","1","deferred","deferred","deferred","1","NA","1","1","1","1","1","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred","deferred","NA","NA","NA","deferred","deferred","deferred","NA"
"70","0","0","1","0","0","1","0","0","NA","NA","0","1","1","1","1","0","1","1","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","1","deferred"
"71","1","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred"
"73","1","1","1","NA","deferred","0","0","1","deferred","deferred","1","1","1","1","1","NA","1","1","NA","1","NA","NA","deferred","NA","NA","NA","NA","0","0","NA","0","NA","NA","NA","1","1","1","deferred"
"74","1","1","1","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"75","1","1","1","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","NA","NA","deferred","1","1","1","1"
"76","1","1","1","1","1","1","1","1","NA","deferred","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"77","1","1","1","1","1","0","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","NA"
"78","1","1","1","deferred","deferred","1","deferred","1","1","deferred","deferred","1","1","1","1","NA","1","1","NA","1","1","1","deferred","1","1","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","1","1","1","NA"
"79","1","1","1","1","1","1","1","1","NA","1","NA","1","1","1","1","1","1","1","deferred","1","1","NA","deferred","1","deferred","1","deferred","1","NA","deferred","1","1","1","deferred","deferred","deferred","1","deferred"
"80","1","1","1","0","0","deferred","deferred","deferred","deferred","deferred","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred"
"81","1","1","1","1","1","1","1","1","NA","deferred","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"82","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","1","NA","NA","NA","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","1"
"83","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","1","1","1","1","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","NA","NA","NA","NA"
"84","deferred","deferred","deferred","0","0","1","1","1","1","1","0","1","1","1","1","NA","1","1","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","1","1","NA","NA","deferred","NA","1","deferred","1","NA"
"85","1","1","1","0","0","deferred","1","1","NA","NA","1","1","0","1","0","0","0","0","0","1","0","0","0","0","NA","NA","NA","0","deferred","0","NA","NA","NA","NA","0","0","1","0"
"86","deferred","1","deferred","deferred","0","1","0","0","NA","NA","0","1","deferred","1","1","NA","1","1","NA","1","deferred","NA","NA","NA","NA","NA","NA","1","1","NA","deferred","NA","NA","NA","1","deferred","1","deferred"
"87","1","1","1","1","1","1","1","1","1","1","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"89","1","1","1","1","1","1","1","1","0","NA","NA","1","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","NA","NA","NA","NA","NA","NA","NA","NA","deferred","NA","NA","NA","NA","NA"
"90","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"91","1","1","1","1","1","1","1","1","NA","deferred","deferred","1","1","1","1","1","1","1","1","deferred","deferred","1","1","1","1","deferred","deferred","NA","NA","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","deferred"
"94","0","0","NA","0","0","NA","0","0","0","0","0","1","0","1","1","0","1","1","0","1","deferred","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","deferred","0"
"95","1","deferred","1","deferred","deferred","1","deferred","deferred","NA","NA","1","1","1","1","1","NA","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","deferred","deferred","NA","NA","NA","1","1","1","1"
"96","1","0","0","0","deferred","1","0","0","0","0","0","1","1","1","0","0","deferred","deferred","0","1","0","0","0","deferred","0","0","0","deferred","1","0","0","0","0","0","deferred","deferred","1","0"
"97","deferred","deferred","1","deferred","deferred","1","1","1","NA","NA","NA","1","deferred","1","1","deferred","1","1","0","1","0","0","1","0","NA","NA","NA","deferred","deferred","0","0","NA","NA","NA","deferred","deferred","deferred","deferred"
"98","1","1","1","1","1","1","1","1","NA","1","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","1"
"99","0","0","1","0","0","0","0","deferred","NA","NA","0","1","1","1","0","NA","1","1","NA","0","deferred","NA","NA","NA","NA","NA","NA","0","deferred","NA","NA","NA","NA","NA","1","1","1","NA"
