"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"125","deferred","0","1","0","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","0","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","1","1","0"
"126","deferred","deferred","deferred","0","0","1","0","deferred","1","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"127","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","1","deferred","1","0"
"129","deferred","1","1","0","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","1","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"131","deferred","deferred","deferred","0","deferred","1","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","deferred","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","deferred"
"132","deferred","0","1","deferred","0","1","0","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","1","deferred","1","0"
"133","deferred","0","deferred","0","0","0","0","deferred","deferred","deferred","0","deferred","deferred","1","0","0","deferred","deferred","0","0","0","0","deferred","deferred","NA","deferred","NA","0","0","deferred","0","NA","deferred","NA","deferred","0","deferred","0"
"134","deferred","deferred","deferred","0","0","deferred","0","deferred","deferred","0","deferred","1","1","1","1","0","1","deferred","0","1","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"135","deferred","deferred","1","deferred","deferred","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","1","1","0"
"136","deferred","0","deferred","0","0","1","0","deferred","deferred","deferred","0","deferred","0","1","deferred","deferred","deferred","deferred","0","0","0","deferred","deferred","deferred","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","deferred","0","1","deferred"
"137","deferred","deferred","1","deferred","0","1","deferred","deferred","1","0","0","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","1","deferred","deferred","NA","1","1","1","0"
"138","deferred","1","1","0","deferred","1","deferred","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","deferred","1","0","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","1","1","1","0"
"139","deferred","deferred","deferred","deferred","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"140","deferred","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","1","0","1","deferred","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","1","deferred","1","0"
"141","deferred","0","deferred","0","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","deferred","deferred","0","1","0","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"142","1","deferred","1","deferred","deferred","1","1","1","deferred","1","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","deferred"
"145","deferred","1","deferred","deferred","0","1","deferred","deferred","NA","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","deferred","NA","deferred","deferred","1","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"146","deferred","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred"
"147","deferred","deferred","deferred","0","deferred","1","1","deferred","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"148","deferred","1","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"149","deferred","0","1","0","0","1","deferred","deferred","NA","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"151","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","1","0"
"154","deferred","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"155","1","1","deferred","0","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","deferred","0","deferred","1","0","deferred","NA","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","1","deferred","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"157","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"159","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","1","1","1","deferred","deferred","NA","deferred","deferred","1","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","0"
"160","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","1","deferred","1","1","1","1","1","1","1","deferred","deferred","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"161","deferred","1","1","0","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","0"
"162","1","1","1","0","deferred","1","1","1","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","deferred","1","1","deferred","deferred","deferred","NA","deferred","deferred","1","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"163","deferred","0","deferred","0","0","0","0","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","0","deferred","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","1","0","1","deferred"
"164","deferred","deferred","deferred","0","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","1","0","1","deferred","1","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","1","0","1","deferred","deferred","deferred","1","deferred","1","deferred"
"165","deferred","0","deferred","0","0","1","0","deferred","NA","deferred","deferred","1","deferred","deferred","deferred","0","1","deferred","deferred","1","deferred","1","0","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"166","deferred","1","1","deferred","deferred","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"167","deferred","1","1","0","0","1","deferred","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"168","0","deferred","deferred","0","deferred","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"170","deferred","0","deferred","0","0","1","0","deferred","NA","deferred","deferred","deferred","deferred","1","1","0","1","deferred","0","deferred","0","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"171","deferred","deferred","1","0","deferred","1","0","deferred","1","0","0","1","deferred","1","deferred","0","1","deferred","0","1","deferred","deferred","0","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","1","0"
"61","deferred","0","1","deferred","0","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","1","deferred","deferred","0","deferred","0","deferred","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","1","1","1","deferred"
"62","deferred","0","1","0","deferred","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","1","0"
"63","deferred","0","deferred","0","deferred","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","deferred","deferred","0","1","deferred","deferred","NA","deferred","NA","0","1","deferred","deferred","NA","deferred","NA","1","1","1","0"
"64","1","1","deferred","deferred","deferred","1","deferred","deferred","1","0","deferred","1","deferred","1","1","1","1","1","0","1","1","1","deferred","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","deferred","1","1","1","1"
"65","deferred","1","1","deferred","0","deferred","1","deferred","1","0","0","1","deferred","1","1","0","1","1","0","1","deferred","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"66","deferred","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","1","0","deferred","0","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"67","deferred","0","1","0","0","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","1","0","deferred","0","deferred","0","deferred","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"68","deferred","1","deferred","0","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","1","0","1","1","1","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"69","0","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"70","deferred","0","1","0","0","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","0","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred"
"71","deferred","deferred","1","deferred","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","1","0","1","deferred","1","1","1","1","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","NA","1","1","1","0"
"72","deferred","0","deferred","0","0","deferred","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","deferred","deferred","NA","0","deferred","0","deferred","deferred","deferred","NA","deferred","0","deferred","0"
"73","deferred","deferred","deferred","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","1","0","1","deferred","deferred","0","deferred","NA","deferred","NA","deferred","0","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"75","deferred","deferred","1","0","deferred","deferred","1","1","NA","0","0","1","deferred","1","deferred","0","1","deferred","0","1","1","deferred","1","deferred","NA","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","0"
"76","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","deferred","1","deferred","1","deferred","deferred","NA","1","1","deferred","1","deferred","deferred","NA","1","1","1","0"
"77","deferred","1","deferred","0","0","1","0","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","1","1","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred"
"78","deferred","deferred","1","deferred","deferred","1","0","deferred","1","deferred","deferred","1","deferred","1","deferred","0","1","deferred","0","1","deferred","1","0","1","deferred","deferred","NA","1","1","0","1","deferred","deferred","NA","1","1","1","0"
"79","deferred","1","deferred","0","deferred","1","0","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","1","0","1","1","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","deferred","1","1","deferred"
"81","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","deferred"
"82","1","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","0","1","deferred","1","1","deferred","1","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","1","1","0"
"83","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","1","1","deferred","deferred","1","1","1","deferred","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"84","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","1","deferred","deferred","deferred","deferred","NA","1","1","1","deferred"
"85","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","deferred","0","deferred","1","0","deferred","0","deferred","deferred","deferred","NA","deferred","NA","0","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","0"
"86","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"87","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","1","1","1","1","deferred","1","1","NA","deferred","NA","1","deferred","deferred","1","NA","deferred","NA","1","1","1","deferred"
"88","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred","1","1","0","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","NA","1","deferred","deferred","1","deferred","deferred","NA","1","1","1","0"
"89","deferred","deferred","deferred","0","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","deferred","0"
"90","deferred","deferred","deferred","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","1","deferred","0","deferred","deferred","deferred","0","1","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","NA","1","1","1","0"
"91","deferred","deferred","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","1","deferred","1","deferred","1","deferred","deferred","deferred","1","1","0","1","deferred","deferred","NA","deferred","deferred","1","0"
"92","deferred","0","1","0","0","1","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"93","deferred","deferred","deferred","0","0","1","0","deferred","deferred","0","deferred","1","deferred","1","deferred","0","1","1","deferred","1","deferred","1","0","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","0"
"94","deferred","deferred","deferred","0","0","1","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","deferred","deferred","0","deferred","NA","deferred","NA","1","deferred","0","deferred","NA","deferred","NA","1","deferred","1","0"
"95","deferred","0","1","0","0","1","0","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","0","deferred","0","1","0","deferred","deferred","deferred","NA","deferred","1","0","deferred","deferred","deferred","NA","1","deferred","1","0"
"96","deferred","0","deferred","0","0","1","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","deferred","0","deferred","0","1","0","1","deferred","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred"
"97","deferred","deferred","1","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","0","deferred","deferred","deferred","deferred","deferred","0","0","deferred","NA","deferred","NA","0","0","0","0","NA","deferred","NA","1","deferred","1","0"
"98","deferred","deferred","deferred","0","deferred","1","deferred","deferred","1","1","deferred","1","deferred","1","1","0","1","1","0","1","1","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","1","1"
"99","deferred","deferred","deferred","0","0","deferred","0","deferred","deferred","deferred","0","1","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred","1","0","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
