"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"110","1","deferred","1","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","0"
"111","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","0","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred"
"112","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"113","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"114","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"115","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"116","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"117","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred"
"118","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"119","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"120","deferred","1","deferred","0","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"121","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"122","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"123","deferred","1","1","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","1","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","0"
"124","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"125","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"126","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"127","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","0","deferred","0","0","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"128","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred"
"129","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"130","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred"
"131","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"132","deferred","0","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"133","deferred","deferred","deferred","deferred","0","0","0","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","0","deferred","0","0","deferred","deferred","NA","deferred","deferred","0","0","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","0"
"134","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"135","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"136","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"137","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"138","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"139","deferred","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","deferred","0"
"140","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"141","deferred","0","deferred","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","0"
"142","1","deferred","1","deferred","deferred","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred"
"143","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"144","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"145","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","1","deferred","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred"
"146","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","1","1","1","0","1","1","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred"
"147","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","0"
"148","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"149","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","0"
"150","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"151","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"152","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred"
"153","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"154","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"155","1","deferred","1","0","deferred","deferred","1","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1"
"156","1","deferred","deferred","deferred","deferred","1","0","deferred","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","deferred"
"157","deferred","deferred","1","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","1","deferred","1","deferred"
"158","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred"
"159","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"160","1","deferred","1","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","1","deferred","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","NA","1","1","1","deferred"
"161","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"162","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred"
"163","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"164","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"165","1","deferred","deferred","0","deferred","1","0","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred"
"166","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"167","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred"
"168","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","0"
"169","1","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"170","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"171","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred"
"172","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","1","deferred"
"61","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"62","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred"
"63","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","NA","deferred","deferred","1","1","1","deferred"
"64","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"65","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"66","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","deferred","deferred","deferred","0","deferred","NA","deferred","deferred","1","deferred","1","0"
"67","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"68","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"69","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"70","deferred","0","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"71","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"72","deferred","deferred","deferred","deferred","0","deferred","0","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"73","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred"
"74","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"75","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","deferred","deferred"
"76","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"77","deferred","deferred","deferred","0","0","deferred","0","deferred","deferred","deferred","deferred","1","1","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"78","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"79","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","1","1","1","deferred"
"80","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"81","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","1","deferred"
"82","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred"
"83","1","deferred","1","deferred","deferred","1","1","deferred","deferred","deferred","deferred","1","1","1","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","0"
"84","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"85","deferred","0","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","1","deferred"
