publication_id,tool,quote,best_match_source,best_match,similarity
1569,PRECIS-2,"Phase 1 was composed of six gait-based workstations and treadmill training, whereas Phase 2 was based on progressive task-oriented tasks practice at home with monthly visits to adjust activities levels.",fulltext,"Phase 1 was composed of six gait-based workstations and treadmill training, whereas Phase 2 was based on progressive task-oriented tasks practice at home with monthly visits to adjust activities levels.",100.0
1569,PRECIS-2,"An intention-to-treat analysis was carried out on all outcome measures, handling missing data (n = 2 at T1, n = 7 at T2) with the last observation carried forward approach.",fulltext,"An intention-to-treat analysis was carried out on all outcome measures, handling missing data (n = 2 at T1, n = 7 at T2) with the last observation carried forward approach.",100.0
1569,PRECIS-2,"The inclusion criteria were: males and females; age 18 to 70; diagnosis of MS (primary or secondary progressive, relapsing-remitting), without relapses in the preceding three months and an Expanded Disability Status Scale (EDSS) score between 4 and 5.5.",fulltext,"The inclusion criteria were: males and females; age 18 to 70; diagnosis of MS (primary or secondary progressive, relapsing-remitting), without relapses in the preceding three months and an Expanded Disability Status Scale (EDSS) score between 4 and 5.5.",100.0
1771,PRECIS-2,"At baseline (T0), after 24 (T24) and after 48 (T48) weeks, participants performed the BRB-N, the Major Depression Inventory (MDI), and a cardiorespiratory fitness test (VO2-max test).",fulltext,"At baseline (T0), after 24 (T24) and after 48 (T48) weeks, participants performed the BRB-N, the Major Depression Inventory (MDI), and a cardiorespiratory fitness test (VO 2 -max test).",100.0
1771,PRECIS-2,"The PAE group underwent supervised high-intensity PAE for 24 weeks, while the waitlist group continued their habitual lifestyle (including ongoing physiotherapy treatment) without commencing PAE.",fulltext,"The PAE group underwent supervised highintensity PAE for 24 weeks, while the waitlist group continued their habitual lifestyle (including ongoing physiotherapy treatment) without commencing PAE.",99.48717948717949
1771,PRECIS-2,"This randomized controlled trial included an exercise (n = 43, 24 weeks of supervised PAE, followed by self-guided physical activity) and a waitlist group (n = 43, 24 weeks of habitual lifestyle, followed by supervised PAE).",fulltext,"This randomized controlled trial included an exercise (n = 43, 24 weeks of supervised PAE, followed by self-guided physical activity) and a waitlist group (n = 43, 24 weeks of habitual lifestyle, followed by supervised PAE).",100.0
1771,PRECIS-2,"Eighty-six participants were recruited from Danish MS clinics (Aarhus University Hospital, Viborg Regional Hospital, Odense University Hospital, and the MS Clinic of Southern Jutland (Kolding)).",fulltext,"Eighty-six participants were recruited from Danish MS clinics (Aarhus University Hospital, Viborg Regional Hospital, Odense University Hospital, and the MS Clinic of Southern Jutland (Kolding)).",100.0
1771,PRECIS-2,"To investigate the effects of PAE on the cognitive domains of information processing, learning and memory, and verbal fluency in pwMS.",fulltext,"To investigate the effects of PAE on the cognitive domains of information processing, learning and memory, and verbal fluency in pwMS.",100.0
1771,PRECIS-2,"Exercise adherence was high with 44.8 ± 2.6 completed sessions, corresponding to 93.3 ± 5.4% of the planned sessions.",fulltext,"Exercise adherence was high with 44.8 ± 2.6 completed sessions, corresponding to 93.3 ± 5.4% of the planned sessions.",100.0
1771,PRECIS-2,All longitudi- nal data for the total group and the cognitively impaired subgroup were analyzed using an intention-to-treat lin- ear mixed effects model with time and group as the fac- tors of interest.,fulltext,All longitudi- nal data for the total group and the cognitively impaired subgroup were analyzed using an intention-to-treat lin- ear mixed effects model with time and group as the fac- tors of interest.,100.0
650,PRECIS-2,Outcomes were measured at baseline and at 4-month and 12-month follow-ups.,fulltext,Outcomes were measured at baseline and at 4-month and 12-month follow-ups.,100.0
650,PRECIS-2,Patients with type 2 diabetes (n=264) selected by a self-administered questionnaire aimed at measuring emotional distress and diabetes-related reduced daily functioning.,fulltext,Patients with type 2 diabetes (n=264) selected by a self-administered questionnaire aimed at measuring emotional distress and diabetes-related reduced daily functioning.,100.0
650,PRECIS-2,Analyses were performed on an intention-to-treat basis.,fulltext,Analyses were performed on an intention-to-treat basis.,100.0
650,PRECIS-2,A trial with no special measures to enforce engagement or compliance would score at or close to 5 on PRECIS-2.,prompt,A trial with no special measures to enforce engagement or compliance would score at or close to 5 on PRECIS-2.,100.0
650,PRECIS-2,Practice nurses in the intervention arm (n=19) were trained to integrate SMS into their routine consultations.,fulltext,Practice nurses in the intervention arm (n=19) were trained to integrate SMS into their routine consultations.,100.0
650,PRECIS-2,The primary outcome measure was a dichotomised score on a Visual Analogue Scale that measured the perceived effect of diabetes on daily functioning.,fulltext,The primary outcome measure was a dichotomised score on a Visual Analogue Scale that measured the perceived effect of diabetes on daily functioning.,100.0
650,PRECIS-2,A regional care group in the Netherlands consisting of 77 family practices.,fulltext,A regional care group in the Netherlands consisting of 77 family practices.,100.0
650,PRECIS-2,Patients with score DFT >4 and DS >3 were eligible for trial participation.,fulltext,Patients with score DFT >4 and DS >3 were eligible for trial participation.,100.0
650,PRECIS-2,Patients were asked to return the completed questionnaire to the research centre and to give informed consent to be approached if they were found to be eligible for research follow-up measurements.,fulltext,Patients were asked to return the completed questionnaire to the research centre and to give informed consent to be approached if they were found to be eligible for research follow-up measurements.,100.0
662,PRECIS-2,We recruited potential participants through adverts on the MS Society website and from National Health Service (NHS) MS centres across the UK.,fulltext,We recruited potential participants through adverts on the MS Society website and from National Health Service (NHS) MS centres across the UK.,100.0
662,PRECIS-2,Distress scores were lower in the intervention group compared with the control group at post-intervention and follow-up.,fulltext,Distress scores were lower in the intervention group compared with the control group at postintervention and follow-up ,99.16666666666667
662,PRECIS-2,Participants were sent a headset and webcam together with instructions of how to set up Skype.,fulltext,Participants were sent a headset and webcam together with instructions of how to set up Skype.,100.0
662,PRECIS-2,"Exclusion criteria were severe cognitive impairment, as determined by a score of 20 or smaller on the Telephone Interview for Cognitive Status-Modified (TICS-M), and high suicide risk, as assessed by a score of 20 or greater on the Clinical Outcome of Routine Evaluation (CORE-10).",fulltext,"Exclusion criteria were severe cognitive impairment, as determined by a score of 20 or smaller on the Telephone Interview for Cognitive Status-Modified (TICS-M) 19 and high suicide risk, as assessed by a score of 20 or greater on the Clinical Outcome of Routine Evaluation (CORE-10).",100.0
662,PRECIS-2,"Participants were encouraged to keep a diary of home practice, but, in fact, very few did record it.",fulltext,"Participants were encouraged to keep a diary of home practice, but, in fact, very few did record it.",100.0
662,PRECIS-2,Eighteen of the 19 participants completed the mindfulness intervention.,fulltext,Eighteen of the 19 participants completed the mindfulness intervention.,100.0
662,PRECIS-2,All the participants attended four or more of the eight mindfulness sessions and 14 (73.7%) attended six or more sessions.,fulltext,All the participants attended four or more of the eight mindfulness sessions and 14 (73.7%) attended six or more sessions.,100.0
662,PRECIS-2,"Participants completed online questionnaires at baseline (prior to randomisation), post-intervention and three-month follow-up.",fulltext,"Participants completed online questionnaires at baseline (prior to randomisation), post-intervention and three-month follow-up.",100.0
662,PRECIS-2,Treatment effects on the primary and secondary outcomes were estimated using linear mixed modelling.,fulltext,Treatment effects on the primary and secondary outcomes were estimated using linear mixed modelling.,100.0
662,PRECIS-2,"Inclusion criteria were diagnosis of PPMS or SPMS, Internet access and some level of distress determined by a score of 3 or greater on the General Health Questionnaire (GHQ-12).",fulltext,"Inclusion criteria were diagnosis of PPMS or SPMS, Internet access and some level of distress determined by a score of 3 or greater on the General Health Questionnaire (GHQ-12).",100.0
662,PRECIS-2,We delivered the programme in eight hour-long sessions over an eight-week period via Skype video conferences.,fulltext,We delivered the programme in eight hour-long sessions over an eight-week period via Skype video conferences.,100.0
662,PRECIS-2,Outcome analysis was conducted using Stata 12.1.,fulltext,Outcome analysis was conducted using Stata 12.1.,100.0
662,PRECIS-2,"Each session started with a 10-minute mindfulness practice, followed by discussion of this practice and the homework practice of the previous week.",fulltext,"Each session started with a 10-minute mindfulness practice, followed by discussion of this practice and the homework practice of the previous week.",100.0
662,PRECIS-2,"The primary outcome was distress, as measured by GHQ.",fulltext," distress, as measured by GHQ,",56.60377358490566
662,PRECIS-2,"AB, a health psychologist, facilitated the courses. AB was supervised by PC, a clinical psychologist and expert mindfulness practitioner.",fulltext,"AB, a health psychologist, facilitated the courses. AB was supervised by PC, a clinical psychologist and expert mindfulness practitioner.",100.0
662,PRECIS-2,We recruited 40 participants across the UK.,fulltext,We recruited 40 participants across the UK.,100.0
662,PRECIS-2,The treatment phase took place between February 2013 and July 2013.,fulltext,The treatment phase took place between February 2013 and July 2013.,100.0
662,PRECIS-2,"If participants had failed to complete the questionnaires a week later, SW phoned them to ensure that they had received the email and that they were not encountering any technical difficulties.",fulltext,"If participants had failed to complete the questionnaires a week later, SW phoned them to ensure that they had received the email and that they were not encountering any technical difficulties.",100.0
666,PRECIS-2,"Patient-reported endpoints used self-reported questionnaires, whereas safety endpoints were assessed by the physicians.",fulltext,"Patient-reported endpoints used self-reported questionnaires, whereas safety endpoints were assessed by the physicians.",100.0
666,PRECIS-2,"The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries.",fulltext,"The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries ",100.0
666,PRECIS-2,The primary endpoint was patient-reported medication satisfaction using the Medication Satisfaction Questionnaire (MSQ).,fulltext,The primary endpoint was patient-reported medication satisfaction using the Medication Satisfaction Questionnaire (MSQ).,100.0
666,PRECIS-2,"Five scheduled visits at study sites occurred at screening (within 2 weeks prior to baseline), baseline (Month 0), and Months 1, 3, and 6 (end of the core phase).",fulltext,"Five scheduled visits at study sites occurred at screening (within 2 weeks prior to baseline), baseline (Month 0), and Months 1, 3, and 6 (end of the core phase).",100.0
666,PRECIS-2,"Key inclusion criteria permitted the participation of men or women ≥18 years of age with confirmed and documented RRMS diagnosis (as defined by the Revised McDonald criteria), Kurtzke Expanded Disability Status Scale (EDSS) score of 0 to 5.5 at the screening visit, and, 30 days prior to randomization, a stable neurological condition, relapse-free status, and no use of any corticosteroid or adrenocorticotropic hormone treatment.",fulltext,"Key inclusion criteria permitted the participation of men or women ≥18 years of age with confirmed and documented RRMS diagnosis (as defined by the Revised McDonald criteria) (Polman et al., 2011), Kurtzke Expanded Disability Status Scale (EDSS) score of 0 to 5.5 at the screening visit, and, 30 days prior to randomization, a stable neurological condition, relapse-free status, and no use of any corticosteroid or adrenocorticotropic hormone treatment.",100.0
666,PRECIS-2,"Adherence to treatment when the dosing schedule differs is complicated, because missing one dose has potentially differential impacts on treatment.",fulltext,"Adherence to treatment when the dosing schedule differs is complicated, because missing one dose has potentially differential impacts on treatment.",100.0
666,PRECIS-2,Eligible patients were randomly assigned 1:1 to receive subcutaneous injections of GA40 (n = 431) or GA20 (n = 430).,fulltext,Eligible patients were randomly assigned 1:1 to receive subcutaneous injections of GA40 (n = 431) or GA20 (n = 430).,100.0
671,PRECIS-2,"The SUMS study was an individually randomised, controlled, pragmatic, multi centre, superiority trial with masked outcome assessments in people with progressive multiple sclerosis.",fulltext,"The SUMS study was an individually randomised, controlled, pragmatic, multi centre, superiority trial with masked outcome assessments in people with progressive mul tiple sclerosis.",100.0
671,PRECIS-2,"The intervention consisted of two home-based physiotherapy sessions (60 min each) to set up the standing frame programme, supported by six follow-up telephone calls (15 min per call).",fulltext,"The intervention consisted of two home-based physiotherapy sessions (60 min each) to set up the standing frame programme, supported by six follow-up telephone calls (15 min per call).",100.0
671,PRECIS-2,"Participants were asked to stand for 30 min, three times per week over 20 weeks, and encouraged to continue in the longer term, although no further physiotherapy support was provided.",fulltext,"Participants were asked to stand for 30 min, three times per week over 20 weeks, and encouraged to continue in the longer term, although no further physiotherapy support was provided.",100.0
671,PRECIS-2,The primary clinical outcome was motor function measured by the Amended Motor Club Assessment (AMCA) score at week 36.,fulltext,The primary clinical outcome was motor function measured by the Amended Motor Club Assessment (AMCA) score at week 36.,100.0
671,PRECIS-2,"The study had assessor-blinded outcome assessments with use of clinician-rated and patient-rated measures at baseline, 20 weeks, and 36 weeks.",fulltext,"The study had assessor-blinded outcome assessments with use of clinician-rated and patient-rated measures at baseline, 20 weeks, and 36 weeks.",100.0
671,PRECIS-2,"Participants were recruited through eight health care organisations, including the UK National Health Service (NHS) Trusts, social enterprises, and third sector multiple sclerosis therapy centres, in two regions (Devon–Cornwall and East Anglia) of the UK.",fulltext,"Participants were recruited through eight health care organisations, including the UK National Health Service (NHS) Trusts, social enterprises, and third sector multiple sclerosis therapy centres, in two regions (Devon–Cornwall and East Anglia) of the UK.",100.0
671,PRECIS-2,"After baseline assessment, participants were randomised (1:1) by computer-generated assignment to either a standing frame programme plus usual care or usual care alone.",fulltext,"After baseline assessment, participants were randomised (1:1) by computer-generated assignment to either a standing frame programme plus usual care or usual care alone.",100.0
671,PRECIS-2,"The primary analysis of the primary outcome, AMCA score at 36 weeks, followed a modified intention to treat approach, regardless of compliance to the intervention.",fulltext,"The primary analysis of the primary outcome, AMCA score at 36 weeks, followed a modified intention to treat approach, regardless of compliance to the inter vention,",100.0
671,PRECIS-2,"Two thirds of the participants in the standing frame group continued to stand regularly in the frame during the 36 week period, which, in light of the literature, we consider to be a high proportion.",fulltext,"Two thirds of the participants in the standing frame group continued to stand regularly in the frame during the 36 week period, which, in light of the literature, we consider to be a high proportion.",100.0
677,PRECIS-2,"Patients were recruited from Unità Organica di Riabilitazione Intensiva Neuromotoria (UOrIN, Italy), Foundation Institute Guttmann (FPING, Spain) and from National Multiple Sclerosis Centre (NMSc, Belgium).",fulltext,"Patients were recruited from Unità Organica di Riabilitazione Intensiva Neuromotoria (UOrIN, Italy), Foundation Institute Guttmann (FPING, Spain) and from National Multiple Sclerosis Centre (NMSc, Belgium).",100.0
677,PRECIS-2,"The primary outcome measures at T0 (baseline), T1, T2 and T3 are reported in Table 2 for all three diagnoses groups and presented separately for the control and the intervention group.",fulltext,"the primary outcome measures at t0 (baseline), t1, t2 and t3 are reported in Table 2 for all three diagnoses groups and presented separately for the control and intervention group.",97.82608695652173
677,PRECIS-2,"The intervention group underwent one month of usual care, followed by approximately 4 training sessions with the H-CAD system in the hospital.",fulltext,"The intervention group underwent one month of usual care, followed by approximately 4 training sessions with the H-CAD system in the hospital.",100.0
677,PRECIS-2,"The actual intervention with the H-CAD system at home consisted of one month, whereby the patients had an average of one training session a day lasting 30 minutes for at least 5 days a week.",fulltext,"the actual intervention with the H-caD system at home consisted of one month, whereby the patients had an average of one training session a day lasting 30 minutes for at least 5 days a week.",100.0
677,PRECIS-2,"The subjects were eligible for recruiting if they met the following criteria: (1) age > 18 years; (2) established diagnosis of the specific pathological condition MS, stroke or TBI; (3) nine hole peg test (NHPG) performed in more than 25 seconds; (4) ability to move at least one peg in 180 seconds during the NHPG; (5) sufficient autonomous functioning; (6) internet connection or telephone line and reachable internet provider; (7) clinical status stable; (8) discharged from hospital or rehabilitation setting – person lives at home.",fulltext,"the subjects were eligible for recruiting if they met the following criteria: (1) age > 18 years; (2) established diagnosis of the specific pathological condition MS, stroke or tBI; (3) nine hole peg test (NHPG) performed in more than 25 seconds; (4) ability to move at least one peg in 180 seconds during the NHPG; (5) sufficient autonomous functioning; (6) internet connection or telephone line and reachable internet provider; (7) clinical status stable; (8) discharged from hospital or rehabilitation setting – person lives at home.",100.0
677,PRECIS-2,"The main research question in this validation trial was: is the use of the H-CAD system for one month at least as good as usual care for the arm/hand function in stroke, TBI and MS patients?",fulltext,"lItAtIon clInIcAl trIAl was: is the use of the H-caD system for one month at least as good as usual care for the arm/hand function in stroke, tBI and MS patients?",82.63157894736842
677,PRECIS-2,"The exercise compliance during treatment varied; the average days exercising with the system was 24 days (SD = 9, range 7-39 days).",fulltext,"The exercise compliance during treatment varied; the average days exercising with the system was 24 days (SD = 9, range 7-39 days).",100.0
677,PRECIS-2,All measurements were performed at the centre where the patient had been treated.,fulltext,All measurements were performed at the centre where the patient had been treated.,100.0
677,PRECIS-2,"Exclusions were: a) disturbed upper limb function not related to MS, TBI or stroke; B) serious cognitive and/or behavioral problems; c) serious emotional problems; D) major visual problems; (e) communication problems; F) medical complications; G) other problems possibly contra-indicating autonomous exercise at home.",fulltext,"exclusions were: a) disturbed upper limb function not related to MS, tBI or stroke; B) serious cognitive and/or behavioral problems; c) serious emotional problems; D) major visual problems; (e) communication problems; F) medical complications; G) other problems possibly contra-indicating autonomous exercise at home.",100.0
677,PRECIS-2,The third measurement (T2) was performed after the month of H-CAD intervention for the intervention group and 2 months after baseline for the control group. A month after T2 a follow up measurement was performed (T3) for the intervention group.,fulltext,the third measurement (t2) was performed after the month of H-caD intervention for the intervention group and 2 months after baseline for the control group. a month after t2 a follow up measurement was performed (t3) for the intervention group.,100.0
681,PRECIS-2,"This study was undertaken in two community leisure setting, this is one of the first studies to utilise this format and, as there is a trend toward longer term rehabilitation and symptom management in the community in the UK, the results of this study are timely.",fulltext,"t study was undertaken in two community leisure setting, this is one of the first studies to utilise this format and, as there is a trend toward longer term rehabilitation and symptom management in the community in the UK, 30,31 the results of this study are timely.",98.85931558935361
681,PRECIS-2,"Potential participants were excluded if they had experienced exacerbation of their multiple sclerosis symptoms three months prior to the study, or had any medical condition which may preclude them from taking part in the exercise intervention.",fulltext,"Potential participants were excluded if they had experienced exacerbation of their multiple sclerosis symptoms three months prior to the study, or had any medical condition which may preclude them from taking part in the exercise intervention.",100.0
681,PRECIS-2,Participants worked at a self-regulated pace for each exercise.,fulltext,Participants worked at a self-regulated pace for each exercise.,100.0
681,PRECIS-2,Participants were provided with exercise progress cards and were asked to record which level they performed each exercise at each session.,fulltext,Participants were provided with exercise progress cards and were asked to record which level they performed each exercise at each session.,100.0
681,PRECIS-2,Each group was led by two instructors (one physiotherapist and one fitness instructor). The same physiotherapist was present at both sites; however fitness instructors were different between sites.,fulltext,Each group was led by two instructors (one physiotherapist and one fitness instructor). The same physiotherapist was present at both sites; however fitness instructors were different between sites.,100.0
681,PRECIS-2,"All outcome measures were analysed on the basis of intention to treat, with all variables summarized and comparisons made between groups and over time.",fulltext,"All outcome measures were analysed on the basis of intention to treat, with all variables summarized and comparisons made between groups and over time.",100.0
681,PRECIS-2,"Through discussion with the instructors, participants chose which level of each exercise they deemed appropriate and also when and how each exercise should be progressed.",fulltext,"Through discussion with the instructors, participants chose which level of each exercise they deemed appropriate and also when and how each exercise should be progressed.",100.0
681,PRECIS-2,"Outcome measures were carried out within the local hospital’s rehabilitation unit. They were taken at baseline, after 8 and 12 weeks of the intervention period (i.e. either the exercise class or usual care).",fulltext,"Outcome measures were carried out within the local hospital’s rehabilitation unit. They were taken at baseline, after 8 and 12 weeks of the intervention period (i.e. either the exercise class or usual care).",100.0
681,PRECIS-2,"The primary outcome measure was 25-foot (7.6 m) walk time, secondary outcomes assessed walking endurance, balance, physical function, leg strength, body mass index, activity levels, fatigue, anxiety and depression, quality of life and goal attainment.",fulltext,"The primary outcome measure was 25-foot (7.6 m) walk time, secondary outcomes assessed walking endurance, balance, physical function, leg strength, body mass index, activity levels, fatigue, anxiety and depression, quality of life and goal attainment.",100.0
681,PRECIS-2,Forty-three potential participants expressed an interest in participating.,fulltext,Forty-three potential participants expressed an interest in participating.,100.0
681,PRECIS-2,Of the 873 patients on the clinical register for multiple sclerosis 159 patients were deemed suitable for the study. These people were sent invitation letters and participant information sheets.,fulltext,Of the 873 patients on the clinical register for multiple sclerosis 159 patients were deemed suitable for the study. These people were sent invitation letters and participant information sheets.,100.0
681,PRECIS-2,The intervention took place at two different geographical locations (Site A and Site B).,fulltext,The intervention took place at two different geographical locations (Site A and Site B).,100.0
681,PRECIS-2,"Including those who discontinued participation, the total attendance at the classes was 340 sessions out of a possible 480 (71%) with participants missing classes due to other appointments, family/work commitments, transport problems, holidays or mild ill-health (e.g. common cold).",fulltext,"Including those who discontinued participation, the total attendance at the classes was 340 sessions out of a possible 480 (71%) with participants missing classes due to other appointments, family/work commitments, transport problems, holidays or mild ill-health (e.g. common cold).",100.0
681,PRECIS-2,"Participants had a confirmed diagnosis of multiple sclerosis, an Extended Disability Status Scale score of 5 (ambulatory without aid or rest for about 200 m) to 6.5 (constant bilateral assistance required to walk about 20 m without resting), stable rehabilitation and drug therapy for 30 days before entry into the study, cognitive scores of over 24 on the Mini-Mental State Examination and access to the intervention sites using their own or public transport.",fulltext,"Participants had a confirmed diagnosis of multiple sclerosis, an Extended Disability Status Scale 33 score of 5 (ambulatory without aid or rest for 580 Clinical Rehabilitation 26(7) about 200 m) to 6.5 (constant bilateral assistance required to walk about 20 m without resting), stable rehabilitation and drug therapy for 30 days before entry into the study, cognitive scores of over 24 on the Mini-Mental State Examination 34 and access to the intervention sites using their own or public transport.",100.0
686,PRECIS-2,"For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion.",fulltext,"re 1). For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inc",95.70552147239265
686,PRECIS-2,"Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist).",fulltext,"2012. Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neurourology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsycholo",98.42696629213484
686,PRECIS-2,"Two treatment strategies were compared: (i) an integrated multidisciplinary (IMD) approach, consisting of a half-day individually tailored comprehensive assessment in the MS clinic; and (ii) a standard care.",fulltext,"Two treatment strategies were compared: (i) an integrated multidisciplinary (IMD) approach, consisting of a half-day individually tailored comprehensive assessment in the MS clinic; and (ii) a standard care.",100.0
686,PRECIS-2,MS patients from the outpatient clinic of the Neurology Department of Pitie´-Salpeˆtrie`re Hospital were prospectively enrolled in the study between March 2010 and July 2012.,fulltext,MS patients from the outpatient clinic of the Neurology Department of Pitie´-Salpeˆtrie`re Hospital were prospectively enrolled in the study between March 2010 and July 2012.,100.0
686,PRECIS-2,"A trial with no special measures to enforce engagement or compliance would score at or close to 5 on PRECIS-2. On the other hand, a trial protocol that lays out methods to monitor and ensure patient compliance would score at or close to 1 on PRECIS-2.",prompt,"A trial with no special measures to enforce engagement or compliance would score at or close to 5 on PRECIS-2. On the other hand, a trial protocol that lays out methods to monitor and ensure patient compliance would score at or close to 1 on PRECIS-2.",100.0
686,PRECIS-2,"Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months.",fulltext,"Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months.",100.0
686,PRECIS-2,The primary outcome was the impact of the strategy on quality of life (QoL) measured using the MSIS-29 scale at inclusion and after six months.,fulltext,The primary outcome was the impact of the strategy on quality of life (QoL) measured using the MSIS-29 scale at inclusion and after six months.,100.0
686,PRECIS-2,"This is a prospective, randomized, controlled, monocentric clinical trial in MS patients.",fulltext,"This is a prospective, randomized, controlled, monocentric clinical trial in MS patients.",100.0
686,PRECIS-2,Patients who were not living independently in the community were excluded.,fulltext,Patients who were not living independently in the community were excluded.,100.0
686,PRECIS-2,"The comparisons on the variation over six and 12 months of the MSIS-29 scale and secondary criteria (HAD scale, MFIS scale, QUALIVEEN and VAS) were analyzed in intention to treat with the Mann-Whitney test.",fulltext,"al variables. The comparisons on the variation over six and 12 months of the MSIS-29 scale and secondary criteria (HAD scale, MFIS scale, QUALIVEEN and VAS) were analyzed in intention to treat with the Mann-",93.68932038834951
690,PRECIS-2,"Between January and November 2015, 50 dyads assigned to receive HPA and 26 assigned to receive UC were analyzed.",fulltext,"Between January and November 2015, 50 dyads assigned to receive HPA and 26 assigned to receive UC were analyzed.",100.0
690,PRECIS-2,"At each center, a multi-professional team delivered the 6-month intervention.",fulltext,"At each center, a multi-professional team delivered the 6-month intervention.",100.0
